generation_project,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
BASN_landbasedwind_class3_moderate_23,BASN_landbasedwind_class3_moderate_23,LandbasedWind_Class3_Moderate,BASN,Wind,2050,0.0020766891406064445,-27.163093959132297,0.0,0.0006356642266860945,69.99378247639481,22.2683550811295,31.347514813594817,0.373965118375981,,
BASN_landbasedwind_class3_moderate_3,BASN_landbasedwind_class3_moderate_3,LandbasedWind_Class3_Moderate,BASN,Wind,2030,0.000387004859807488,-5.062023566281942,0.0,0.00011028431121331554,11.361946382411373,4.451846790747909,27.78200152893612,0.401689110252579,,
BASN_landbasedwind_class3_moderate_3,BASN_landbasedwind_class3_moderate_3,LandbasedWind_Class3_Moderate,BASN,Wind,2040,15747.282960277778,-205974461.12043333,0.0,4920.749980278231,437169531.16635805,183755566.84701473,26.350617940862847,0.36632090761721126,,
BASN_landbasedwind_class3_moderate_3,BASN_landbasedwind_class3_moderate_3,LandbasedWind_Class3_Moderate,BASN,Wind,2050,15747.282970016451,-205974461.2478152,0.0,4920.749999128637,437169532.7311654,183755567.49579802,26.350618057047253,0.36632090644045506,,
BASN_landbasedwind_class3_moderate_4,BASN_landbasedwind_class3_moderate_4,LandbasedWind_Class3_Moderate,BASN,Wind,2030,0.00021478362598519114,-2.8093698278863,0.0,7.284760301425091e-05,6.495926772196561,2.9406391908762664,30.855220479625658,0.33749961228265046,,
BASN_landbasedwind_class3_moderate_4,BASN_landbasedwind_class3_moderate_4,LandbasedWind_Class3_Moderate,BASN,Wind,2040,0.00036786495130516656,-4.811673563071578,0.0,0.00015030051275320968,12.304541826756584,5.832946083223874,36.224745792252165,0.28016593212119495,,
BASN_landbasedwind_class3_moderate_4,BASN_landbasedwind_class3_moderate_4,LandbasedWind_Class3_Moderate,BASN,Wind,2050,8500.795612171154,-111190406.60719869,0.0,3282.6259941039148,226661415.67911234,112994552.62824301,26.875785764458012,0.2964323144198967,,
BASN_landbasedwind_class3_moderate_5,BASN_landbasedwind_class3_moderate_5,LandbasedWind_Class3_Moderate,BASN,Wind,2030,0.00012037354216392384,-1.5744859315041242,0.0,4.123325787624605e-05,4.227695229393364,1.6644629206904242,35.86894712045515,0.33417254404089325,,
BASN_landbasedwind_class3_moderate_5,BASN_landbasedwind_class3_moderate_5,LandbasedWind_Class3_Moderate,BASN,Wind,2040,0.00018590933650935567,-2.4316941215423724,0.0,7.525340662135843e-05,7.233775779051666,2.9348632238084402,41.616763453557816,0.2827889340805739,,
BASN_landbasedwind_class3_moderate_5,BASN_landbasedwind_class3_moderate_5,LandbasedWind_Class3_Moderate,BASN,Wind,2050,0.0006129189604609331,-8.016980002829005,0.0,0.000239408485871953,20.763055121721624,8.585322503405823,34.802965805229135,0.2930561845369375,,
