TRANSMISSION_LINE,PERIOD,trans_lz1,trans_lz2,trans_dbid,trans_length_km,trans_efficiency,trans_derating_factor,TxCapacityNameplate,TxCapacityNameplateAvailable,TotalAnnualCost
15-12,2040,PJME,NYUP,37,316.61636032760543,0.9174623308644391,0.95,3480.295625866604,3306.2808445732735,161449674.6866964
15-12,2050,PJME,NYUP,37,316.61636032760543,0.9174623308644391,0.95,3880.008611690757,3686.0081811062187,179992217.75393614
15-11,2030,PJME,NYCW,38,81.02077938846139,0.9720055805683624,0.95,1138.5303086430406,1081.6037932108886,69331519.75239635
15-11,2040,PJME,NYCW,38,81.02077938846139,0.9720055805683624,0.95,3100.899938347115,2945.854941429759,188831253.49728632
15-11,2050,PJME,NYCW,38,81.02077938846139,0.9720055805683624,0.95,3519.210979795898,3343.250430806103,214304567.65737927
12-11,2030,NYUP,NYCW,39,319.03239545042265,0.9166373349747516,0.95,7875.997618867719,7482.197737924333,748946446.1472085
12-11,2040,NYUP,NYCW,39,319.03239545042265,0.9166373349747516,0.95,11363.237499802814,10795.075624812673,1080555982.1166503
12-11,2050,NYUP,NYCW,39,319.03239545042265,0.9166373349747516,0.95,12275.634859836446,11661.853116844622,1167317912.901683
12-5,2030,NYUP,ISNE,40,422.4133412443228,0.8808793230583774,0.95,6858.40781116562,6515.487420607338,427430712.6966229
12-5,2040,NYUP,ISNE,40,422.4133412443228,0.8808793230583774,0.95,6870.400750944246,6526.880713397034,428178138.47503173
12-5,2050,NYUP,ISNE,40,422.4133412443228,0.8808793230583774,0.95,7704.268202894878,7319.054792750134,480146549.9628287
11-5,2030,NYCW,ISNE,41,208.76319678780865,0.9278510176048604,0.95,760.0000002323794,722.0000002207604,95476164.49941266
11-5,2040,NYCW,ISNE,41,208.76319678780865,0.9278510176048604,0.95,760.0000006674471,722.0000006340747,95476164.5540687
11-5,2050,NYCW,ISNE,41,208.76319678780865,0.9278510176048604,0.95,760.0000027528007,722.0000026151606,95476164.81604443
17-1,2030,RMRG,BASN,42,1478.968739910536,0.9042512408779786,0.95,3750.000000491997,3562.500000467397,313532567.76586163
17-1,2040,RMRG,BASN,42,1478.968739910536,0.9042512408779786,0.95,3750.00000127438,3562.5000012106607,313532567.83127564
17-1,2050,RMRG,BASN,42,1478.968739910536,0.9042512408779786,0.95,3750.000003119301,3562.5000029633356,313532567.98552704
17-10,2030,RMRG,NWPP,43,9335.734366692814,0.8681197287750245,0.95,400.0000003252005,380.00000030894046,38965561.78840156
17-10,2040,RMRG,NWPP,43,9335.734366692814,0.8681197287750245,0.95,987.7925147917839,938.4028890521946,96224725.59486872
17-10,2050,RMRG,NWPP,43,9335.734366692814,0.8681197287750245,0.95,987.792519002021,938.4028930519199,96224726.00500435
17-24,2030,RMRG,SRSG,44,1451.9389962866967,0.87688689205424,0.95,614.0000005232513,583.3000004970887,39014725.9172757
17-24,2040,RMRG,SRSG,44,1451.9389962866967,0.87688689205424,0.95,1399.7472704652946,1329.7599069420298,88942599.4529624
17-24,2050,RMRG,SRSG,44,1451.9389962866967,0.87688689205424,0.95,1572.5969475776092,1493.9671001987285,99925796.14950895
1-10,2030,BASN,NWPP,45,2143.6820330805017,0.8618757136715577,0.95,3350.00000000778,3182.5000000073906,409147865.25720376
1-10,2040,BASN,NWPP,45,2143.6820330805017,0.8618757136715577,0.95,3350.0000264234322,3182.5000251022607,409147868.4834449
1-10,2050,BASN,NWPP,45,2143.6820330805017,0.8618757136715577,0.95,3350.0000347148807,3182.5000329791364,409147869.49611014
1-2,2030,BASN,CANO,46,1613.3847128003597,0.8766048605148281,0.95,100.0000000274109,95.00000002604035,9960886.265803235
1-2,2040,BASN,CANO,46,1613.3847128003597,0.8766048605148281,0.95,100.00000038494164,95.00000036569456,9960886.301416464
1-2,2050,BASN,CANO,46,1613.3847128003597,0.8766048605148281,0.95,100.00000127054024,95.00000120701323,9960886.389629932
1-3,2030,BASN,CASO,47,1052.8154002870249,0.9106395181356858,0.95,5920.000000250818,5624.000000238277,457328251.48569375
1-3,2040,BASN,CASO,47,1052.8154002870249,0.9106395181356858,0.95,5920.000000490118,5624.000000465611,457328251.50417995
1-3,2050,BASN,CASO,47,1052.8154002870249,0.9106395181356858,0.95,5920.000001526082,5624.000001449777,457328251.5842097
1-24,2030,BASN,SRSG,48,1196.8856954277987,0.8729281968055096,0.95,5385.00000062333,5115.750000592164,475499122.88683945
1-24,2040,BASN,SRSG,48,1196.8856954277987,0.8729281968055096,0.95,5385.000002594104,5115.750002464399,475499123.0608601
1-24,2050,BASN,SRSG,48,1196.8856954277987,0.8729281968055096,0.95,5385.000003696507,5115.750003511681,475499123.15820295
10-2,2030,NWPP,CANO,49,1302.6110658309303,0.901279622215585,0.95,3675.0000002921897,3491.25000027758,307697768.72761506
10-2,2040,NWPP,CANO,49,1302.6110658309303,0.901279622215585,0.95,3675.00000117116,3491.2500011126017,307697768.80120885
10-2,2050,NWPP,CANO,49,1302.6110658309303,0.901279622215585,0.95,3675.000002931022,3491.250002784471,307697768.9485574
10-3,2030,NWPP,CASO,50,1838.7215148883072,0.8790706842859054,0.95,2858.0000001770723,2715.1000001682187,278053675.88441515
10-3,2040,NWPP,CASO,50,1838.7215148883072,0.8790706842859054,0.95,2858.0000005735255,2715.100000544849,278053675.9229859
10-3,2050,NWPP,CASO,50,1838.7215148883072,0.8790706842859054,0.95,2858.000001038771,2715.1000009868326,278053675.96824944
2-3,2030,CANO,CASO,51,678.496525078502,0.9297057119885508,0.95,3675.0000008737074,3491.2500008300217,221933289.9649972
2-3,2040,CANO,CASO,51,678.496525078502,0.9297057119885508,0.95,3675.000001291929,3491.2500012273326,221933289.9902536
2-3,2050,CANO,CASO,51,678.496525078502,0.9297057119885508,0.95,3675.0000034608597,3491.2500032878165,221933290.12123534
3-24,2030,CASO,SRSG,52,670.4280089248628,0.9097977063908045,0.95,4354.000001050579,4136.30000099805,234218109.8343869
3-24,2040,CASO,SRSG,52,670.4280089248628,0.9097977063908045,0.95,4354.000002350756,4136.300002233218,234218109.90432835
3-24,2050,CASO,SRSG,52,670.4280089248628,0.9097977063908045,0.95,4354.000008823357,4136.300008382189,234218110.252514
10-19,2030,NWPP,SPPN,53,2877.9361274282305,0.8314707744293214,0.95,3.070461176466085e-05,2.9169381176427805e-05,3.4547861474101142
10-19,2040,NWPP,SPPN,53,2877.9361274282305,0.8314707744293214,0.95,0.00015223017398622576,0.00014461866528691446,17.128459409825513
10-19,2050,NWPP,SPPN,53,2877.9361274282305,0.8314707744293214,0.95,0.00029191646438258553,0.00027732064116345627,32.84552057129826
10-9,2030,NWPP,MISW,54,14040.700523946523,0.7758650777462648,0.95,200.00000023342014,190.00000022174913,31143947.57960998
10-9,2040,NWPP,MISW,54,14040.700523946523,0.7758650777462648,0.95,200.00000043200367,190.0000004104035,31143947.610533357
10-9,2050,NWPP,MISW,54,14040.700523946523,0.7758650777462648,0.95,200.00000090105934,190.00000085600635,31143947.683574583
17-19,2030,RMRG,SPPN,55,780.5713741841813,0.9555074295654297,0.95,410.00000161818235,389.5000015372732,14090060.839284379
17-19,2040,RMRG,SPPN,55,780.5713741841813,0.9555074295654297,0.95,2780.126215996808,2641.1199051969675,95541822.852879
17-19,2050,RMRG,SPPN,55,780.5713741841813,0.9555074295654297,0.95,4248.224224355765,4035.813013137976,145994481.81426516
17-18,2030,RMRG,SPPC,56,936.6269837220768,0.946612263671875,0.95,210.00000005438685,199.50000005166748,8088210.063926556
17-18,2040,RMRG,SPPC,56,936.6269837220768,0.946612263671875,0.95,1861.911441244885,1768.8158691826407,71712051.68246041
17-18,2050,RMRG,SPPC,56,936.6269837220768,0.946612263671875,0.95,3490.992903933353,3316.443258736685,134456590.14941555
24-25,2030,SRSG,TRE,57,1692.23667175099,0.8544432871777949,0.95,5.107951665873018e-05,4.852554082579367e-05,3.9327334158274945
24-25,2040,SRSG,TRE,57,1692.23667175099,0.8544432871777949,0.95,1924.459448477501,1828.236476053626,148168707.84032524
24-25,2050,SRSG,TRE,57,1692.23667175099,0.8544432871777949,0.95,4808.810839255984,4568.370297293185,370241778.21195555
