TRANSMISSION_LINE,PERIOD,trans_lz1,trans_lz2,trans_dbid,trans_length_km,trans_efficiency,trans_derating_factor,TxCapacityNameplate,TxCapacityNameplateAvailable,TotalAnnualCost
17-1,2050,RMRG,BASN,42,1478.968739910536,0.9042512408779786,0.95,3750.000000575373,3562.5000005466045,313532567.77283263
17-10,2030,RMRG,NWPP,43,9335.734366692814,0.8681197287750245,0.95,5771.524545601407,5482.948318321337,562226740.2801785
17-10,2040,RMRG,NWPP,43,9335.734366692814,0.8681197287750245,0.95,6766.700869244274,6428.36582578206,659170751.5245141
17-10,2050,RMRG,NWPP,43,9335.734366692814,0.8681197287750245,0.95,10455.70079503892,9932.915755286973,1018530637.5972542
17-24,2030,RMRG,SRSG,44,1451.9389962866967,0.87688689205424,0.95,3142.185204036933,2985.0759438350865,199660414.3523573
17-24,2040,RMRG,SRSG,44,1451.9389962866967,0.87688689205424,0.95,9501.424446801968,9026.35322446187,603738550.9768317
17-24,2050,RMRG,SRSG,44,1451.9389962866967,0.87688689205424,0.95,12384.177478456804,11764.968604533964,786914152.4774215
1-10,2030,BASN,NWPP,45,2143.6820330805017,0.8618757136715577,0.95,3350.0000001660687,3182.500000157765,409147865.27653617
1-10,2040,BASN,NWPP,45,2143.6820330805017,0.8618757136715577,0.95,3350.0000002026077,3182.5000001924773,409147865.2809988
1-10,2050,BASN,NWPP,45,2143.6820330805017,0.8618757136715577,0.95,3350.0000007967574,3182.5000007569192,409147865.3535645
1-2,2030,BASN,CANO,46,1613.3847128003597,0.8766048605148281,0.95,100.0000001080971,95.00000010269224,9960886.273840293
1-2,2040,BASN,CANO,46,1613.3847128003597,0.8766048605148281,0.95,100.00000012743604,95.00000012106423,9960886.275766624
1-2,2050,BASN,CANO,46,1613.3847128003597,0.8766048605148281,0.95,100.00000247637078,95.00000235255224,9960886.509741342
1-3,2030,BASN,CASO,47,1052.8154002870249,0.9106395181356858,0.95,5920.000000153245,5624.000000145583,457328251.47815615
1-3,2040,BASN,CASO,47,1052.8154002870249,0.9106395181356858,0.95,5920.000000160771,5624.000000152732,457328251.47873753
1-3,2050,BASN,CASO,47,1052.8154002870249,0.9106395181356858,0.95,5920.000000190905,5624.00000018136,457328251.4810654
1-24,2030,BASN,SRSG,48,1196.8856954277987,0.8729281968055096,0.95,5385.000000068638,5115.750000065205,475499122.8378597
1-24,2040,BASN,SRSG,48,1196.8856954277987,0.8729281968055096,0.95,5385.00000007032,5115.750000066804,475499122.8380083
1-24,2050,BASN,SRSG,48,1196.8856954277987,0.8729281968055096,0.95,5385.000000127512,5115.7500001211365,475499122.84305835
10-2,2030,NWPP,CANO,49,1302.6110658309303,0.901279622215585,0.95,3675.0000002795155,3491.2500002655397,307697768.7265539
10-2,2040,NWPP,CANO,49,1302.6110658309303,0.901279622215585,0.95,4360.866475764987,4142.823151976737,365123505.906193
10-2,2050,NWPP,CANO,49,1302.6110658309303,0.901279622215585,0.95,4846.701546853129,4604.366469510473,405801156.88076663
10-3,2030,NWPP,CASO,50,1838.7215148883072,0.8790706842859054,0.95,2858.000000188283,2715.100000178869,278053675.88550586
10-3,2040,NWPP,CASO,50,1838.7215148883072,0.8790706842859054,0.95,2858.000000267616,2715.100000254235,278053675.8932241
10-3,2050,NWPP,CASO,50,1838.7215148883072,0.8790706842859054,0.95,4600.002067414703,4370.001964043968,447532359.6365716
2-3,2030,CANO,CASO,51,678.496525078502,0.9297057119885508,0.95,3675.0000001584267,3491.250000150505,221933289.9218014
2-3,2040,CANO,CASO,51,678.496525078502,0.9297057119885508,0.95,3675.000000173564,3491.2500001648855,221933289.9227155
2-3,2050,CANO,CASO,51,678.496525078502,0.9297057119885508,0.95,3675.000000221384,3491.2500002103147,221933289.9256034
3-24,2030,CASO,SRSG,52,670.4280089248628,0.9097977063908045,0.95,8604.153322128766,8173.945656022328,462849914.4115755
3-24,2040,CASO,SRSG,52,670.4280089248628,0.9097977063908045,0.95,13973.573338136572,13274.894671229742,751691303.1926552
3-24,2050,CASO,SRSG,52,670.4280089248628,0.9097977063908045,0.95,16376.404032209715,15557.58383059923,880948644.3231248
10-19,2030,NWPP,SPPN,53,2877.9361274282305,0.8314707744293214,0.95,0.0004968629779916348,0.000472019829092053,55.90545637519141
10-19,2040,NWPP,SPPN,53,2877.9361274282305,0.8314707744293214,0.95,0.0004970018997268555,0.0004721518047405127,55.921087411014085
10-19,2050,NWPP,SPPN,53,2877.9361274282305,0.8314707744293214,0.95,0.0006707517424333195,0.0006372141553116535,75.47087212406657
10-9,2030,NWPP,MISW,54,14040.700523946523,0.7758650777462648,0.95,200.00000016970222,190.0000001612171,31143947.569687843
10-9,2040,NWPP,MISW,54,14040.700523946523,0.7758650777462648,0.95,200.00000020703445,190.00000019668272,31143947.575501207
10-9,2050,NWPP,MISW,54,14040.700523946523,0.7758650777462648,0.95,200.00000511209436,190.00000485648962,31143948.33931585
17-19,2030,RMRG,SPPN,55,780.5713741841813,0.9555074295654297,0.95,10409.999996236733,9889.499996424896,357750079.7683435
17-19,2040,RMRG,SPPN,55,780.5713741841813,0.9555074295654297,0.95,10409.99999626242,9889.4999964493,357750079.7692263
17-19,2050,RMRG,SPPN,55,780.5713741841813,0.9555074295654297,0.95,10409.999996357672,9889.499996539787,357750079.77249974
17-18,2030,RMRG,SPPC,56,936.6269837220768,0.946612263671875,0.95,10209.999999556123,9699.499999578316,393241070.1319659
17-18,2040,RMRG,SPPC,56,936.6269837220768,0.946612263671875,0.95,10210.000001554106,9699.500001476401,393241070.20891875
17-18,2050,RMRG,SPPC,56,936.6269837220768,0.946612263671875,0.95,11888.136765380865,11293.72992711182,457874987.6294592
24-25,2030,SRSG,TRE,57,1692.23667175099,0.8544432871777949,0.95,186.69748648414523,177.36261215993795,14374283.309153238
24-25,2040,SRSG,TRE,57,1692.23667175099,0.8544432871777949,0.95,7764.022951247179,7375.821803684819,597770583.9626957
24-25,2050,SRSG,TRE,57,1692.23667175099,0.8544432871777949,0.95,9176.232195691675,8717.42058590709,706499930.852828
