TRANSMISSION_LINE,PERIOD,trans_lz1,trans_lz2,trans_dbid,trans_length_km,trans_efficiency,trans_derating_factor,TxCapacityNameplate,TxCapacityNameplateAvailable,TotalAnnualCost
25-26,2030,TRE,TRE_WEST,1,694.9819646586291,0.943376254132344,0.95,16529.00000035379,15702.5500003361,697961256.0621898
25-26,2040,TRE,TRE_WEST,1,694.9819646586291,0.943376254132344,0.95,16529.000001088236,15702.550001033824,697961256.0932028
25-26,2050,TRE,TRE_WEST,1,694.9819646586291,0.943376254132344,0.95,16529.000001114284,15702.55000105857,697961256.0943028
25-20,2030,TRE,SPPS,2,501.3042951289656,0.9578052407961624,0.95,10599.999999969345,10069.999999970876,349586897.6601937
25-20,2040,TRE,SPPS,2,501.3042951289656,0.9578052407961624,0.95,20599.99961117107,19569.999630612518,679385844.8954073
25-20,2050,TRE,SPPS,2,501.3042951289656,0.9578052407961624,0.95,23454.385672140714,22281.66638853368,773523200.3465171
26-20,2030,TRE_WEST,SPPS,3,594.5912331781975,0.9661112536396236,0.95,6233.560539381508,5921.882512412432,183592328.26503623
26-20,2040,TRE_WEST,SPPS,3,594.5912331781975,0.9661112536396236,0.95,8087.459021392986,7683.086070323337,238193793.4355781
26-20,2050,TRE_WEST,SPPS,3,594.5912331781975,0.9661112536396236,0.95,8087.459023233507,7683.086072071831,238193793.48978558
4-23,2030,FRCC,SRSE,4,930.705776696937,0.922862516082419,0.95,3600.0000004160574,3420.0000003952546,247763086.63516286
4-23,2040,FRCC,SRSE,4,930.705776696937,0.922862516082419,0.95,8611.156071866404,8180.598268273084,592646279.8933805
4-23,2050,FRCC,SRSE,4,930.705776696937,0.922862516082419,0.95,8657.766624471938,8224.878293248341,595854161.6661536
9-7,2030,MISW,MISE,5,1338.0895372438338,0.9095498714554684,0.95,324.3773245677087,308.15845833932326,29285003.20672272
9-7,2040,MISW,MISE,5,1338.0895372438338,0.9095498714554684,0.95,324.3773246422488,308.15845841013635,29285003.213452257
9-7,2050,MISW,MISE,5,1338.0895372438338,0.9095498714554684,0.95,324.3773247245256,308.1584584882993,29285003.22088026
9-13,2030,MISW,PJMC,6,577.3769837220765,0.9443337093609498,0.95,10035.051203155948,9533.29864299815,440835723.244644
9-13,2040,MISW,PJMC,6,577.3769837220765,0.9443337093609498,0.95,10035.051203587169,9533.29864340781,440835723.2635873
9-13,2050,MISW,PJMC,6,577.3769837220765,0.9443337093609498,0.95,10035.051204253712,9533.298644041026,440835723.29286826
9-6,2030,MISW,MISC,7,1370.4981771620598,0.8979094653249757,0.95,1655.0000000270027,1572.2500000256525,145174827.159006
