generation_project,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
BASN_batteries_1,BASN_batteries_1,Batteries,BASN,Electricity,2030,-82.98396850535524,68591.43653980273,0.0,935.8,0.0,5834713.0,12.909711622195411,0.05593491382061265,540.2602121040402,457.2762435986849
BASN_battery_moderate_0,BASN_battery_moderate_0,Battery_*_Moderate,BASN,Electricity,2030,-4.1790205072465294e-05,0.03492253482496883,0.0,9.853533888068006e-05,2.452123699926408,0.6170282920708186,13.332685652887594,0.27046424502443894,0.0002746071039055908,0.00023281689883312552
BASN_battery_moderate_0,BASN_battery_moderate_0,Battery_*_Moderate,BASN,Electricity,2040,-1352.3698992184268,1117818.245160978,0.0,4951.593412429231,121229377.14422396,30511718.60738892,20.51213352329391,0.17227502953556864,8804.491533624947,7452.1216344065215
BASN_battery_moderate_0,BASN_battery_moderate_0,Battery_*_Moderate,BASN,Electricity,2050,-3399.175236479404,2809630.7819051957,0.0,12357.406584990415,262000188.12650487,65939121.53750885,17.657957546025305,0.17350741191499772,22130.047115847377,18730.871879367973
BASN_biomass_1,BASN_biomass_1,Biomass,BASN,Waste_biomass,2030,90.76275578638804,416510.28630373476,0.0,29.0,0.0,4374650.0,52.78773484555522,0.3582589514114723,,
BASN_biomass_1,BASN_biomass_1,Biomass,BASN,Waste_biomass,2040,58.63822562080768,269090.8173738865,0.0,22.8,0.0,3439380.0,63.243230471454474,0.29439697812644433,,
BASN_biomass_1,BASN_biomass_1,Biomass,BASN,Waste_biomass,2050,38.09205245415234,174804.4287121051,0.0,15.3,0.0,2308005.0,65.17919798888282,0.2849904568441333,,
BASN_biomass_2,BASN_biomass_2,Biomass,BASN,Waste_biomass,2030,48.49356338660233,368308.61392124475,0.0,15.600000000000001,0.0,2353260.0,56.122264974100716,0.3558335342893122,,
BASN_biomass_2,BASN_biomass_2,Biomass,BASN,Waste_biomass,2040,38.22801251513975,290341.75505248643,0.0,15.600000000000001,0.0,2353260.0,69.15352332286484,0.2805075117634351,,
BASN_biomass_2,BASN_biomass_2,Biomass,BASN,Waste_biomass,2050,24.32075621224334,184716.14343198814,0.0,10.2,0.0,1538670.0,70.86071372091698,0.27293817123917413,,
BASN_conventional_hydroelectric_1,BASN_conventional_hydroelectric_1,Conventional Hydroelectric,BASN,Water,2030,8726.0464024678,0.0,0.0,2566.2999999999993,0.0,120739282.39999998,13.836653718212395,0.38922207964505684,,
BASN_conventional_hydroelectric_1,BASN_conventional_hydroelectric_1,Conventional Hydroelectric,BASN,Water,2040,5618.624387930231,0.0,0.0,1773.8,0.0,83453742.39999999,14.85305595071864,0.36258741321650817,,
BASN_conventional_hydroelectric_1,BASN_conventional_hydroelectric_1,Conventional Hydroelectric,BASN,Water,2050,4636.8431932405,0.0,0.0,1549.7,0.0,72910285.6,15.724121468305677,0.34250124220844264,,
BASN_conventional_steam_coal_1,BASN_conventional_steam_coal_1,Conventional Steam Coal,BASN,Coal,2030,2.3533320385484267e-06,0.004421910900432494,0.0027718888973283784,1183.2,0.0,88801526.4,37734380423.08562,2.2767346701389148e-10,,
BASN_conventional_steam_coal_1,BASN_conventional_steam_coal_1,Conventional Steam Coal,BASN,Coal,2040,2.5478875686618872e-06,0.004787480741515686,0.0030010475137078924,733.2,0.0,55028126.4,21597548919.1964,3.977820468890646e-10,,
BASN_conventional_steam_coal_1,BASN_conventional_steam_coal_1,Conventional Steam Coal,BASN,Coal,2050,3.666003246739299,6888.420100623142,4318.028026114999,733.2,0.0,55028126.4,15012.265706270482,0.000572344829232703,,
BASN_conventional_steam_coal_2,BASN_conventional_steam_coal_2,Conventional Steam Coal,BASN,Coal,2030,3.299160751732908e-06,0.006199123052506134,0.0032978965133328435,2949.2,0.0,193374080.49639997,58613112562.34724,1.2805207681781884e-10,,
BASN_conventional_steam_coal_2,BASN_conventional_steam_coal_2,Conventional Steam Coal,BASN,Coal,2040,10.201003653937187,19167.68586574797,10197.094629336998,2040.2,0.0,133772480.3434,13115.537702765887,0.0005723445273546354,,
