gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Batteries,BASN,Electricity,2030,-82.98396850535524,68591.43653980273,0.0,935.8,0.0,5834713.0,12.909711622195411,0.05593491382061265,540.2602121040402,457.2762435986849
Batteries,CANO,Electricity,2030,-555.634662327432,459266.77564040106,0.0,2678.6,0.0,16701071.0,5.604696013023816,0.1308438395575636,3617.4131665967725,3061.7785042693413
Batteries,CASO,Electricity,2030,-1737.777774040048,1436381.9414015994,0.0,8979.8,0.0,55989053.0,5.996883553691166,0.1220673138791689,11313.657383384045,9575.879609343996
Batteries,CASO,Electricity,2040,-22.618585995339714,18695.675034690343,0.0,95.0,0.0,592325.0,4.902369188870617,0.15018053976841417,147.256419559942,124.63783356460229
Batteries,FRCC,Electricity,2030,-82.76164255459564,68407.67022481894,0.0,555.1999999999999,0.0,3461672.0,7.740534779119124,0.09402675710369328,538.8127773867219,456.0511348321263
Batteries,ISNE,Electricity,2030,-60.72323889009623,50191.55220227556,0.0,368.4,0.0,2296974.0,7.014623325683461,0.10396977898161815,395.33358690526666,334.6103480151705
Batteries,MISC,Electricity,2030,-4.5340205500918165,3747.6514317510646,0.0,36.3,0.0,226330.5,9.208893447872574,0.07878593274888128,29.518363428432245,24.984342878340435
Batteries,MISE,Electricity,2030,-0.10410275891527032,86.04751025684166,0.0,1.3,0.0,8105.5,14.279694123291954,0.05051159379217249,0.6777528272942148,0.5736500683789445
Batteries,MISS,Electricity,2030,-1.684723031137025,1392.5289348569493,0.0,10.5,0.0,65467.5,7.202007864388682,0.10120711486546814,10.96824926351669,9.28352623237966
Batteries,MISW,Electricity,2030,-5.05195467617232,4175.756343293606,0.0,31.200000000000003,0.0,194532.0,7.137907722840115,0.10213548865715322,32.8903302981297,27.838375621957383
Batteries,NWPP,Electricity,2030,-9.100506894281049,7522.13778502799,0.0,136.0,0.0,847960.0,17.05928877335457,0.04220836130541634,59.24809212780097,50.14758523351993
Batteries,NWPP,Electricity,2040,-9.823126302567875,8119.427892208167,0.0,100.0,0.0,623500.0,11.668668709374405,0.06196144606385965,63.952645583955665,54.129519281387786
