gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
Battery_*_Moderate,ISNE,Electricity,2030,-489.83936165749674,404882.8473700292,0.0,2487.0265175001036,32863115.282118656,15573760.052585648,18.0947742659386,0.12423531864322894,3189.058344124358,2699.2189824668612
Battery_*_Moderate,ISNE,Electricity,2040,-6273.886963610321,5185759.693359162,0.0,29327.04008913522,381324457.34955955,180713221.02925122,16.40714586520133,0.13493986475804035,40845.6182526714,34571.73128906108
Battery_*_Moderate,ISNE,Electricity,2050,-8603.796153332398,7111575.257988815,0.0,28146.93192704271,596188904.496474,150192028.7626999,15.892945258592125,0.19281058091325717,56014.297873257834,47410.501719925436
Battery_*_Moderate,MISC,Electricity,2030,-9.857640998047063e-07,0.0008148001003873023,0.0,2.858388571967299e-06,0.03796155795616368,0.017899229237659228,10.433648805505246,0.2175333873431544,6.417764769053389e-06,5.432000669248682e-06
Battery_*_Moderate,MISC,Electricity,2040,-2645.491828515273,2186664.3395071607,0.0,7612.088119661729,99456543.16990416,46905686.99335557,10.190102693327464,0.21921710134648958,17223.254091896346,14577.76226338107
Battery_*_Moderate,MISC,Electricity,2050,-4208.231335147916,3478366.212958204,0.0,10837.775351652044,230672645.35321307,57830369.27641531,12.591315705409954,0.24492396128971017,27397.339421535944,23189.10808638803
Battery_*_Moderate,MISE,Electricity,2030,-6.580147958056586e-07,0.0005438948148749959,0.0,2.2320740573598996e-06,0.028700416784811264,0.013977247747187692,11.920014173183732,0.1859526767461115,4.283980228305632e-06,3.625965432499973e-06
Battery_*_Moderate,MISE,Electricity,2040,-1433.8174705654574,1185139.7530142656,0.0,4968.789293911696,62850321.75672522,30617679.62908387,11.979997409345701,0.18201831974196864,9334.749157327227,7900.931686761769
Battery_*_Moderate,MISE,Electricity,2050,-2823.249259704776,2333591.966224734,0.0,8491.143364811142,174964321.4717627,45308740.99463225,14.308841754761708,0.20972725032879114,18380.52903453634,15557.27977483156
Battery_*_Moderate,MISS,Electricity,2030,-6.488987928383787e-07,0.0005363598687677196,0.0,2.224417897337679e-06,0.029201275686176597,0.013929304873128545,12.212026748495502,0.18400770586016588,4.224631251289844e-06,3.5757324584514645e-06
Battery_*_Moderate,MISS,Electricity,2040,-601.8997736300471,497507.7816410897,0.0,2017.6798418948308,26056560.766336896,12432943.185755948,11.754694048743483,0.1881671202946238,3918.6183179039786,3316.718544273932
Battery_*_Moderate,MISS,Electricity,2050,-2388.847920475324,1974532.1092678905,0.0,6919.503521416636,145568085.46996832,36922470.79027917,14.013326562557952,0.21776364706479545,15552.395315594595,13163.54739511927
Battery_*_Moderate,MISW,Electricity,2030,-1.413817459449197e-06,0.0011686129546240945,0.0,3.8317720417356574e-06,0.04847738189699399,0.02399455652534869,9.452302118367482,0.23273791944893774,9.204570490276495e-06,7.790753030827298e-06
Battery_*_Moderate,MISW,Electricity,2040,-4006.9314821206585,3311979.303190362,0.0,11964.119108967225,148917880.45898783,73722901.94945604,10.233431780233884,0.21125305675948391,26086.79350338974,22079.862021269088
Battery_*_Moderate,MISW,Electricity,2050,-9042.600359992404,7474274.360056229,0.0,25995.403115373636,527095214.40946186,138711471.02363372,13.511966393512616,0.219416152137145,58871.096093700595,49828.495733708194
Battery_*_Moderate,NWPP,Electricity,2030,-5.704147129329012e-07,0.0004714878719410796,0.0,1.9319300626977752e-06,0.0253874458178807,0.012097746052613469,12.075606394551729,0.18624097684837623,3.713667192540099e-06,3.1432524796071974e-06
Battery_*_Moderate,NWPP,Electricity,2040,-23.493184516135674,19418.58532662287,0.0,444.31655693996635,5743566.542901885,2737878.623864073,65.66542007906648,0.03335194809813055,152.95042002695482,129.45723551081915
Battery_*_Moderate,NWPP,Electricity,2050,-3173.3184012287693,2622945.9910156606,0.0,17096.926989785643,360025792.870813,91229202.41749619,25.956192550322417,0.11707587347289614,20659.625007999843,17486.30660677107
Battery_*_Moderate,NYCW,Electricity,2030,-358.1675751300925,296047.8863186749,0.0,1208.1436021165744,15917691.803278439,7565395.236453989,12.04828814439897,0.18699910240215686,2331.8201505879256,1973.6525754578329
Battery_*_Moderate,NYCW,Electricity,2040,-1091.481209444903,902177.4371820105,0.0,3563.063433593858,46193748.03604327,21955596.877805352,11.480810676231716,0.19322553697281272,7105.997457324973,6014.51624788007
Battery_*_Moderate,NYCW,Electricity,2050,-1338.145105502183,1106060.5637668567,0.0,4046.552606754515,85461642.6533122,21592404.709642094,14.668289170129013,0.2085882462961143,8711.882197281226,7373.737091779044
Battery_*_Moderate,NYUP,Electricity,2030,-1.644237264533709e-06,0.0013590693250588345,0.0,4.55958978679423e-06,0.058736708150766544,0.02855215124490547,9.784040492219914,0.22746362377382529,1.0704699431592607e-05,9.060462167058897e-06
Battery_*_Moderate,NYUP,Electricity,2040,-724.1465288898121,598552.36528549,0.0,2443.812404341718,30973535.49588475,15058772.035553666,11.68590985547668,0.18690908095797928,4714.495630793079,3990.349101903267
Battery_*_Moderate,NYUP,Electricity,2050,-912.470234293844,754213.67803351,0.0,3151.721316275093,65072444.78650335,16817584.943643898,16.43650449770327,0.18261763362042574,5940.56142118391,5028.091186890067
Battery_*_Moderate,PJMC,Electricity,2030,-9.454036734963342e-07,0.0007814396847576767,0.0,2.7675725472312176e-06,0.03586808016686148,0.017330539290761886,10.361655581733125,0.2154728541313417,6.155001571880846e-06,5.209597898384512e-06
Battery_*_Moderate,PJMC,Electricity,2040,-136.17042923175745,112553.370411879,0.0,393.40914577856705,5015971.140362266,2424187.15628753,10.065507109324939,0.2183283678318118,886.5262319776176,750.35580274586
Battery_*_Moderate,PJMC,Electricity,2050,-674.2203866408901,557285.2883328651,0.0,2056.7800846187392,42719369.47422058,10974978.531525593,14.602475903241857,0.20676919429459167,4389.455642193325,3715.2352555524353
Battery_*_Moderate,PJMD,Electricity,2030,-8.179554405707428e-07,0.0006760957546464194,0.0,2.560905928689314e-06,0.0330916908144064,0.016036392925452485,11.049658088864557,0.20147014497119836,5.325260471546872e-06,4.507305030976129e-06
Battery_*_Moderate,PJMD,Electricity,2040,-3119.7490779922546,2578667.5972779784,0.0,7961.370949541269,101206063.67606258,49057967.7910733,8.890794953123468,0.24717447415684385,20310.866393178778,17191.117315186526
Battery_*_Moderate,PJMD,Electricity,2050,-5933.3962548222335,4904322.841876509,0.0,15345.848391255984,317786889.09621394,81885447.01574193,12.37408319144316,0.24388453579762018,38628.88186733229,32695.48561251006
Battery_*_Moderate,PJME,Electricity,2030,-1.2813539156510023e-06,0.0010591235570755733,0.0,3.972383621790818e-06,0.051326220909122096,0.024875066239654103,10.942124295561138,0.20346586575981285,8.342177629488159e-06,7.060823713837157e-06
Battery_*_Moderate,PJME,Electricity,2040,-5094.877499815666,4211234.683441392,0.0,16793.398395970642,213480034.80455142,103480920.9159711,11.439834676044612,0.19136696490651825,33169.77538942495,28074.89788960928
Battery_*_Moderate,PJME,Electricity,2050,-6590.809328385509,5447715.835493654,0.0,19941.728272910943,412959885.2717225,106409062.0642528,14.450551727169298,0.20847201643504032,42908.914898343195,36318.10556995769
Battery_*_Moderate,PJMW,Electricity,2030,-9.984369051486064e-07,0.0008252749657207761,0.0,2.929785273487615e-06,0.03748128988982241,0.018346315382579446,10.297091743594205,0.21496066408121275,6.5002700099537805e-06,5.5018331048051745e-06
Battery_*_Moderate,PJMW,Electricity,2040,-7257.150116217528,5998488.1429360565,0.0,19253.411136750543,242321554.5862829,118639519.42465684,9.17630126316116,0.23775531562515081,47247.07106912456,39989.920952907036
Battery_*_Moderate,PJMW,Electricity,2050,-11186.683492579381,9246493.07433515,0.0,28979.577027602318,594159167.6145324,154635023.01928598,12.29721383470552,0.24348999562237256,72829.97065481373,61643.28716223435
Battery_*_Moderate,RMRG,Electricity,2030,-8.765263410766187e-07,0.0007245082635003785,0.0,2.4649460028454326e-06,0.03134604373626499,0.015435491869818099,9.835507666965064,0.22430143331189137,5.706581431079142e-06,4.830055090002524e-06
Battery_*_Moderate,RMRG,Electricity,2040,-207.22051803676402,171280.7094397673,0.0,626.9792024568213,7843610.024772492,3863445.845538933,10.402516972229442,0.20847377646301773,1349.0919143018793,1141.8713962651154
Battery_*_Moderate,RMRG,Electricity,2050,-2699.030008979607,2230916.991797211,0.0,6302.441612795658,128439346.49892572,33629828.445877634,11.047033072546654,0.27012867971343113,17571.80995429435,14872.77994531474
Battery_*_Moderate,SPPC,Electricity,2030,-8.970470606977882e-07,0.0007414699218587411,0.0,2.5908490838772793e-06,0.0332790915807447,0.016223896963239524,10.164496964331711,0.21839743714692325,5.840179873089395e-06,4.943132812391607e-06
Battery_*_Moderate,SPPC,Electricity,2040,-100.76459670951797,83288.23696771526,0.0,316.21921134611404,3995871.6690945774,1948542.7803147547,10.855739488242879,0.20099790624617972,656.0195098276199,555.2549131181019
Battery_*_Moderate,SPPC,Electricity,2050,-884.5110056451937,731103.62810361,0.0,2088.5418373861903,42992515.71149011,11144459.244292712,11.25724380404333,0.2671356657230402,5758.535193002594,4874.0241873574005
Battery_*_Moderate,SPPN,Electricity,2030,-9.250726029529098e-07,0.0007646347847832513,0.0,2.633625462075681e-06,0.03342297622182745,0.016491762643517916,9.941878395807196,0.221562447680138,6.0226378348412515e-06,5.097565231888342e-06
Battery_*_Moderate,SPPN,Electricity,2040,-539.8117892001299,446188.182010737,0.0,1558.2150314398648,19454177.96468745,9601721.023732446,9.918041880047161,0.21851778478866585,3514.3996692717096,2974.58788007158
Battery_*_Moderate,SPPN,Electricity,2050,-677.9722794066146,560386.4621970346,0.0,1518.8142666253716,30889904.1906636,8104392.926712983,10.587697842796741,0.2815652683850784,4413.882027386846,3735.9097479802313
Battery_*_Moderate,SPPS,Electricity,2030,-9.019346943281563e-07,0.0007455098575871967,0.0,2.6199405555458347e-06,0.03345101113023182,0.016406067758828018,10.181472766252812,0.21714911728998407,5.8720004115761355e-06,4.970065717247978e-06
Battery_*_Moderate,SPPS,Electricity,2040,-629.7530438774377,520530.2503299488,0.0,1899.7790168534502,23862468.640284564,11706438.30185096,10.399809762138544,0.2090927634157195,4099.954712743764,3470.2016688663252
Battery_*_Moderate,SPPS,Electricity,2050,-3.3758951847251616e-05,0.02790388809716102,0.0,7.632955740181249e-05,1.5618358427559005,0.40729451829607144,10.735247228964017,0.2789768029994664,0.00021978487249499178,0.00018602592064774015
Battery_*_Moderate,SRCA,Electricity,2030,-8.431713672444585e-07,0.0006969382940886264,0.0,2.583035936861776e-06,0.034239160386135836,0.01617497103662844,11.000486732549957,0.2059017297971148,5.4894266611686345e-06,4.646255293924177e-06
Battery_*_Moderate,SRCA,Electricity,2040,-3042.0124240591613,2514413.394261406,0.0,8410.728412728755,109678912.20021072,51826908.47923458,9.7848011656345,0.2281388182033619,19804.76838580187,16762.75596174271
Battery_*_Moderate,SRCA,Electricity,2050,-5039.524299102791,4165481.803477156,0.0,13735.09435321018,291774659.1715889,73290463.46872951,13.296082729334401,0.2314353580921733,32809.402988950504,27769.878689847712
Battery_*_Moderate,SRCE,Electricity,2030,-6.461317695205667e-07,0.0005340727510985075,0.0,2.1806533703753717e-06,0.028710834961963947,0.013655251405290577,12.048964966883398,0.186900257181437,4.206616776843951e-06,3.560485007323384e-06
Battery_*_Moderate,SRCE,Electricity,2040,-3029.1718445590723,2503799.8527683634,0.0,8922.576867976295,115565143.31662315,54980918.66046993,10.36723412447642,0.21414376156463358,19721.170863014828,16691.999018455757
Battery_*_Moderate,SRCE,Electricity,2050,-4963.7444686004,4102845.037327524,0.0,12717.587319003942,268329048.54321644,67861045.93420504,12.441108660652928,0.2461934541167782,32316.04471745056,27352.300248850162
Battery_*_Moderate,SRSE,Electricity,2030,-7.286830197390794e-07,0.0006023065184938164,0.0,2.484023830423566e-06,0.032449009521346016,0.015554957226112371,12.10503417450177,0.1850367198300348,4.744059809697856e-06,4.015376789958776e-06
Battery_*_Moderate,SRSE,Electricity,2040,-7210.201038472254,5959681.795862229,0.0,21067.080211822515,270733083.81086653,129815348.26525034,10.231455163114964,0.21588120768163327,46941.41301088711,39731.211972414865
Battery_*_Moderate,SRSE,Electricity,2050,-6192.932408523288,5118845.693920037,0.0,17747.549691034557,371536752.3652257,94700925.1513604,13.812387149226772,0.22010492121450956,40318.57036799021,34125.63795946691
Battery_*_Moderate,SRSG,Electricity,2030,-7.055509246520609e-07,0.0005831863980142245,0.0,2.133979295772102e-06,0.027713214241238432,0.013362978350124902,10.715110759929308,0.2085514915308244,4.593460244746891e-06,3.88790932009483e-06
Battery_*_Moderate,SRSG,Electricity,2040,-2746.677581214454,2270300.688222578,0.0,7223.230724568942,92278643.80387291,44509547.72479382,9.187670135828471,0.23985457633684973,17882.01550269831,15135.33792148385
Battery_*_Moderate,SRSG,Electricity,2050,-5369.097293662843,4437894.481793199,0.0,13977.415647186124,290886116.9352989,74583489.89338516,12.502804071662286,0.24229597935522787,34955.060505617505,29585.963211954662
Battery_*_Moderate,TRE,Electricity,2030,-8.056472613021285e-07,0.0006660675933807004,0.0,2.505966387902954e-06,0.03215695781051083,0.015692361521048297,10.925780072566184,0.20283326342510855,5.246097883840131e-06,4.440450622538003e-06
Battery_*_Moderate,TRE,Electricity,2040,-2787.7811676819692,2304275.3714122763,0.0,8189.529667889853,103382769.90171371,50463881.81353728,10.164861089776739,0.21471952267974193,18149.616977097146,15361.835809415175
Battery_*_Moderate,TRE,Electricity,2050,-5945.649943012962,4914451.2810218,0.0,12900.603637185211,265292904.0308013,68837621.00802028,10.34840789741281,0.2907107674685861,38708.6584831583,32763.008540145336
Battery_*_Moderate,TRE_WEST,Electricity,2030,-8.879791206104857e-07,0.0007341779679569283,0.0,2.5106614736646327e-06,0.03221718699812295,0.01572176214808793,9.944413188320429,0.223156378485972,5.782498906990007e-06,4.894519786379522e-06
Battery_*_Moderate,TRE_WEST,Electricity,2040,-1.2966799848602574e-05,0.010718078225167894,0.0,3.206969383888059e-05,0.4048493828363206,0.1976134534351822,8.581495230975499,0.25504582818644,8.44206546830552e-05,7.145385483445262e-05
Battery_*_Moderate,TRE_WEST,Electricity,2050,-2.9232948909651813e-05,0.02416306705844568,0.0,5.920661529305766e-05,1.2175616558352929,0.3159264992037557,9.669620282453241,0.31144254568792223,0.000190320062632623,0.0001610871137229712
Biomass,BASN,Waste_biomass,2030,199.58546458713516,1084579.8593866036,0.0,44.6,0.0,6727910.0,39.14358130010926,0.5122493608919311,0.0,0.0
Biomass,BASN,Waste_biomass,2040,104.49705672811287,519487.2491113144,0.0,38.400000000000006,0.0,5792640.0,60.40483288954838,0.3115015475001456,0.0,0.0
Biomass,BASN,Waste_biomass,2050,75.01550741361184,420287.34933893033,0.0,25.5,0.0,3846675.0,56.88107028073869,0.3367427431839934,0.0,0.0
Biomass,CANO,Waste_biomass,2030,1651.0063526268268,14348064.659849547,0.0,1316.0000000000002,0.0,198518600.0,128.9314631171279,0.1436085276717891,0.0,0.0
Biomass,CANO,Waste_biomass,2040,250.57854184137747,2322082.876942969,0.0,414.20000000000005,0.0,62482070.0,258.6181258807294,0.0692502200503291,0.0,0.0
Biomass,CANO,Waste_biomass,2050,325.4948069879266,2929985.4049659,0.0,360.0,0.0,54306000.0,175.84300632817445,0.1034972804067227,0.0,0.0
Biomass,CASO,Waste_biomass,2030,3.190112309287406e-07,0.0019213949041549706,0.0,306.79999999999995,0.0,46280780.0,145075707420.02936,1.1902494575367548e-10,0.0,0.0
Biomass,CASO,Waste_biomass,2040,2.1274668301455389e-07,0.0012919512922857112,0.0,248.8,0.0,37531480.0,176413937314.94485,9.78813152097807e-11,0.0,0.0
Biomass,CASO,Waste_biomass,2050,5.542150237636266,35383.53119965895,0.0,174.20000000000002,0.0,26278070.0,4747.878062292007,0.0036418119656605663,0.0,0.0
Biomass,FRCC,Waste_biomass,2030,24.175044697248758,118892.87043250796,0.0,1279.0,0.0,192937150.0,7985.757432432099,0.0021636355863785058,0.0,0.0
Biomass,FRCC,Waste_biomass,2040,8.045808101264038,39569.285194611206,0.0,1009.0,0.0,152207650.0,18922.55164043445,0.0009127795015719375,0.0,0.0
Biomass,FRCC,Waste_biomass,2050,285.78683654991625,1876861.2438382115,0.0,728.5999999999999,0.0,109909310.0,391.1522748680321,0.044899388773013846,0.0,0.0
Biomass,ISNE,Waste_biomass,2030,998.835277909152,6378275.742742296,0.0,832.0,0.0,125507200.0,132.03926479130408,0.13742252410300876,0.0,0.0
Biomass,ISNE,Waste_biomass,2040,217.88804981834974,1480856.907727344,0.0,452.19999999999993,0.0,68214370.0,319.8671380363966,0.055155678115970524,0.0,0.0
Biomass,ISNE,Waste_biomass,2050,150.3926089412886,831520.7348363845,0.0,165.7,0.0,24995845.0,171.7329456324484,0.10389421345817319,0.0,0.0
Biomass,MISC,Waste_biomass,2030,70.18203328765827,318486.0676336196,0.0,200.20000000000002,0.0,30200170.0,434.84998421954265,0.0401281601226488,0.0,0.0
Biomass,MISC,Waste_biomass,2040,2.9829498594985537,13536.626811693008,0.0,196.20000000000002,0.0,29596770.0,9926.518386664839,0.0017403408928866374,0.0,0.0
Biomass,MISC,Waste_biomass,2050,53.11143935267867,246641.99251081716,0.0,161.9,0.0,24422615.0,464.4810476458425,0.03755161305131618,0.0,0.0
Biomass,MISE,Waste_biomass,2030,217.7913710721394,1626634.0914609325,0.0,548.4000000000001,0.0,82726140.0,387.30999155848383,0.04546012206007456,0.0,0.0
Biomass,MISE,Waste_biomass,2040,133.0983403921066,922059.4871475754,0.0,378.20000000000005,0.0,57051470.0,435.5691387011893,0.04028454756048344,0.0,0.0
Biomass,MISE,Waste_biomass,2050,282.62012980819617,1831932.5100418972,0.0,183.60000000000002,0.0,27696060.0,104.47943863758556,0.17620482208707672,0.0,0.0
Biomass,MISS,Waste_biomass,2030,4.5596530799129806e-07,0.0022222293153839334,0.0,495.20000000000005,0.0,74700920.0,163830271060.1129,1.0539949725961214e-10,0.0,0.0
Biomass,MISS,Waste_biomass,2040,2.3369978332293887e-07,0.0011352850005381125,0.0,234.1,0.0,35313985.0,151108334372.46506,1.14273168832108e-10,0.0,0.0
Biomass,MISS,Waste_biomass,2050,8.85388085149335,36048.05856375135,0.0,157.1,0.0,23698535.0,2680.6982674225314,0.006451264718097178,0.0,0.0
Biomass,MISW,Waste_biomass,2030,501.78153002565193,2141653.1311851577,0.0,517.8,0.0,78110130.0,159.93371283929594,0.11092769786304713,0.0,0.0
Biomass,MISW,Waste_biomass,2040,142.90624577664002,616631.7155834156,0.0,405.69999999999993,0.0,61199845.0,432.56665500961725,0.04032121192891408,0.0,0.0
Biomass,MISW,Waste_biomass,2050,119.97811315920622,524265.0935603566,0.0,263.6,0.0,39764060.0,335.7972886279628,0.05210075255861631,0.0,0.0
Biomass,NWPP,Waste_biomass,2030,437.8796532553569,2166190.651616626,0.0,455.8,0.0,68757430.0,161.9705782726934,0.10996837797753581,0.0,0.0
Biomass,NWPP,Waste_biomass,2040,238.36224395348395,1262020.6654949049,0.0,291.9,0.0,44033115.0,190.0264694367208,0.0934739821774778,0.0,0.0
Biomass,NWPP,Waste_biomass,2050,152.22887675397382,904050.7393767291,0.0,217.5,0.0,32809875.0,221.4686625709248,0.08011708809838208,0.0,0.0
Biomass,NYCW,Waste_biomass,2030,42.03985479350863,309581.4906993976,0.0,27.5,0.0,4148375.0,106.04119620764604,0.17499107056905025,0.0,0.0
