generation_project,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
MISC_naturalgas_ccccsavgcf_conservative_0,MISC_naturalgas_ccccsavgcf_conservative_0,NaturalGas_CCCCSAvgCF_Conservative,MISC,Naturalgas,2030,2.6794726800809385e-08,0.0002924108535772329,1.0179573941004772e-06,6.076246690772058e-08,0.008847504365958407,0.004099976742107495,494.1230436894471,0.050477903658851964,,
MISC_naturalgas_ccccsavgcf_conservative_0,MISC_naturalgas_ccccsavgcf_conservative_0,NaturalGas_CCCCSAvgCF_Conservative,MISC,Naturalgas,2040,2.353035417851092e-08,0.0002567867551500897,8.939407443816411e-07,7.984533460827745e-08,0.011440873946876026,0.0053876024381448034,726.0946014902753,0.033733879838799184,,
MISC_naturalgas_ccccsavgcf_conservative_0,MISC_naturalgas_ccccsavgcf_conservative_0,NaturalGas_CCCCSAvgCF_Conservative,MISC,Naturalgas,2050,2.5241182593441916e-08,0.0002754570256422317,9.58936758260148e-07,1.4044552736126735e-07,0.019029105641297117,0.009476629653445702,1140.2473800044093,0.020572598954257587,,
MISC_naturalgas_ctavgcf_moderate_0,MISC_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,MISC,Naturalgas,2030,2.0486889365743583e-08,0.00010243444682871792,1.0565973879534568e-05,1.6641731745985685e-07,0.00814644785955756,0.0034947636666569936,573.2273828100027,0.014091748370848547,,
MISC_naturalgas_ctavgcf_moderate_0,MISC_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,MISC,Naturalgas,2040,2.7476859060705114e-08,0.00013738429530352555,1.4171003217917053e-05,2.2378253975017214e-07,0.0107970208484249,0.004699433334753615,568.9820093316315,0.014054916256474943,,
MISC_naturalgas_ctavgcf_moderate_0,MISC_naturalgas_ctavgcf_moderate_0,NaturalGas_CTAvgCF_Moderate,MISC,Naturalgas,2050,2.9612276625229544e-08,0.00014806138312614773,1.5272330305981086e-05,3.9787918325582366e-07,0.018449078774882992,0.008355462848372297,910.1834130314021,0.008519379304768667,,
MISC_nuclear_1,MISC_nuclear_1,Nuclear,MISC,Uranium,2030,18778.381396362653,53349381.5470663,0.0,2373.0,0.0,652980783.0,37.6140067473484,0.9058322777096006,,
MISC_nuclear_1,MISC_nuclear_1,Nuclear,MISC,Uranium,2040,14046.688737501361,39906642.70324137,0.0,2373.0,0.0,652980783.0,49.32745636011672,0.6775847068391775,,
MISC_nuclear_1,MISC_nuclear_1,Nuclear,MISC,Uranium,2050,12770.146205181789,36279985.368921466,0.0,2373.0,0.0,652980783.0,53.97438347959068,0.616006799497909,,
MISC_nuclear_nuclear_moderate_0,MISC_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,MISC,Uranium,2030,7.06745508832349e-07,0.002007157245083871,0.0,1.1214339154207527e-07,0.028589583782486192,0.016368449429481305,66.45276110016603,0.721401009475941,,
MISC_nuclear_nuclear_moderate_0,MISC_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,MISC,Uranium,2040,9.626428312570003e-07,0.00273390564076988,0.0,1.7309218845836698e-07,0.04342659100763308,0.025264535827383243,74.19681542999784,0.636612389990006,,
MISC_nuclear_nuclear_moderate_0,MISC_nuclear_nuclear_moderate_0,Nuclear_Nuclear_Moderate,MISC,Uranium,2050,8.705002442154524e-07,0.0024722206935718846,0.0,1.7326572284763356e-07,0.04357842056410468,0.025289864906840594,81.95345910421143,0.5751003305070215,,
MISC_onshore_wind_turbine_1,MISC_onshore_wind_turbine_1,Onshore Wind Turbine,MISC,Wind,2030,11209.360230455733,0.0,0.0,6436.999999999999,0.0,276791000.0,24.692845471052067,0.1993355191863783,,
MISC_onshore_wind_turbine_1,MISC_onshore_wind_turbine_1,Onshore Wind Turbine,MISC,Wind,2040,9209.253154062113,0.0,0.0,5736.799999999999,0.0,246682400.0,26.78636322329686,0.1837562318978871,,
MISC_onshore_wind_turbine_1,MISC_onshore_wind_turbine_1,Onshore Wind Turbine,MISC,Wind,2050,4610.441666110795,0.0,0.0,3343.2000000000003,0.0,143757600.0,31.18087385351712,0.15785834596184561,,
MISC_petroleum_liquids_1,MISC_petroleum_liquids_1,Petroleum Liquids,MISC,Distillate,2030,6.769544846468848e-08,0.0003962891553122864,5.6352872988084544e-05,323.40000000000003,0.0,6791400.0,100322845249.17271,2.3961104253133654e-11,,
MISC_petroleum_liquids_1,MISC_petroleum_liquids_1,Petroleum Liquids,MISC,Distillate,2040,7.202691481239183e-08,0.0004216455593117418,5.995858915483115e-05,247.80000000000007,0.0,5203800.0,72247992489.69582,3.327215153256709e-11,,
MISC_petroleum_liquids_1,MISC_petroleum_liquids_1,Petroleum Liquids,MISC,Distillate,2050,0.4716000583318497,2760.746741474648,392.58205375817346,39.3,0.0,825300.0,1755.8537835438415,0.0013736265435291878,,
MISC_small_hydroelectric_1,MISC_small_hydroelectric_1,Small Hydroelectric,MISC,Water,2030,135.75743999979477,0.0,0.0,30.0,0.0,1411440.0,10.396778253936828,0.5179999999992169,,
MISC_small_hydroelectric_1,MISC_small_hydroelectric_1,Small Hydroelectric,MISC,Water,2040,122.18169599968967,0.0,0.0,27.0,0.0,1270296.0,10.396778253947518,0.5179999999986843,,
MISC_small_hydroelectric_1,MISC_small_hydroelectric_1,Small Hydroelectric,MISC,Water,2050,122.1816959995374,0.0,0.0,27.0,0.0,1270296.0,10.396778253960475,0.5179999999980387,,
MISC_solar_photovoltaic_1,MISC_solar_photovoltaic_1,Solar Photovoltaic,MISC,Solar,2030,7911.504226921735,0.0,0.0,3922.1,0.0,88729668.3,11.215271553298983,0.23090204357266578,,
MISC_solar_photovoltaic_1,MISC_solar_photovoltaic_1,Solar Photovoltaic,MISC,Solar,2040,7006.721811638379,0.0,0.0,3922.1,0.0,88729668.3,12.663506656225069,0.20449542067450352,,
MISC_solar_photovoltaic_1,MISC_solar_photovoltaic_1,Solar Photovoltaic,MISC,Solar,2050,5764.969706896599,0.0,0.0,3697.6000000000004,0.0,83650804.8,14.510189828045245,0.1784696927860926,,
MISC_utilitypv_class1_moderate_0,MISC_utilitypv_class1_moderate_0,UtilityPV_Class1_Moderate,MISC,Solar,2030,35534.82800992252,-436367687.9618485,0.0,15895.734900576965,1007521944.3409685,274710090.5517711,23.80381148023841,0.2558945174182911,,
MISC_utilitypv_class1_moderate_0,MISC_utilitypv_class1_moderate_0,UtilityPV_Class1_Moderate,MISC,Solar,2040,53462.70583884342,-656522027.7009972,0.0,23736.109999804037,1402499584.9102492,389736233.63253075,21.243103449818808,0.2578272189021647,,
MISC_utilitypv_class1_moderate_0,MISC_utilitypv_class1_moderate_0,UtilityPV_Class1_Moderate,MISC,Solar,2050,53179.41283353734,-653043189.5958384,0.0,23736.10999982025,1402499584.9110718,389736233.63274974,21.421684976362826,0.25646102079161565,,
MISC_utilitypv_class1_moderate_1,MISC_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate,MISC,Solar,2030,14331.248303576136,-175987729.16791496,0.0,6301.722999973814,398794049.55577916,108906376.88554744,23.1461133215198,0.26032272756808217,,
MISC_utilitypv_class1_moderate_1,MISC_utilitypv_class1_moderate_1,UtilityPV_Class1_Moderate,MISC,Solar,2040,14224.219160166509,-174673411.28684473,0.0,6301.722999982608,398794049.5562424,108906376.88567576,23.412674636487743,0.25837857602198944,,
