TRANSMISSION_LINE,PERIOD,trans_lz1,trans_lz2,trans_dbid,trans_length_km,trans_efficiency,trans_derating_factor,TxCapacityNameplate,TxCapacityNameplateAvailable,TotalAnnualCost
25-26,2030,TRE,TRE_WEST,1,694.9819646586291,0.943376254132344,0.95,16529.000000000102,15702.550000000096,697961256.0472548
25-26,2040,TRE,TRE_WEST,1,694.9819646586291,0.943376254132344,0.95,16529.00000000026,15702.550000000245,697961256.0472615
25-26,2050,TRE,TRE_WEST,1,694.9819646586291,0.943376254132344,0.95,16529.00000003099,15702.550000029438,697961256.0485591
25-20,2030,TRE,SPPS,2,501.3042951289656,0.9578052407961624,0.95,5422.348352984686,5151.230935335451,178828484.78851503
25-20,2040,TRE,SPPS,2,501.3042951289656,0.9578052407961624,0.95,7729.296659134745,7342.831826178008,254911400.0160405
25-20,2050,TRE,SPPS,2,501.3042951289656,0.9578052407961624,0.95,14014.6578301899,13313.924938680406,462201957.7961696
26-20,2030,TRE_WEST,SPPS,3,594.5912331781975,0.9661112536396236,0.95,270.0799952682173,256.57599550480643,7954461.151992238
26-20,2040,TRE_WEST,SPPS,3,594.5912331781975,0.9661112536396236,0.95,8211.534278350673,7800.957564433139,241848087.82496163
26-20,2050,TRE_WEST,SPPS,3,594.5912331781975,0.9661112536396236,0.95,8211.534278381645,7800.957564462562,241848087.82587382
4-23,2030,FRCC,SRSE,4,930.705776696937,0.922862516082419,0.95,3600.00000000155,3420.000000001472,247763086.60663518
4-23,2040,FRCC,SRSE,4,930.705776696937,0.922862516082419,0.95,3600.0000003085893,3420.0000002931597,247763086.62776658
4-23,2050,FRCC,SRSE,4,930.705776696937,0.922862516082419,0.95,10687.306679648325,10152.94134566591,735533358.4611775
9-7,2030,MISW,MISE,5,1338.0895372438338,0.9095498714554684,0.95,1.193928350939119e-06,1.1342319333921631e-06,0.10778865517941297
9-7,2040,MISW,MISE,5,1338.0895372438338,0.9095498714554684,0.95,3.8698851832056885e-06,3.676390924045404e-06,0.3493758392355553
9-7,2050,MISW,MISE,5,1338.0895372438338,0.9095498714554684,0.95,4.754911280447615e-06,4.517165716425234e-06,0.42927659102300997
9-13,2030,MISW,PJMC,6,577.3769837220765,0.9443337093609498,0.95,3200.0000000068258,3040.0000000064842,140574700.20105362
9-13,2040,MISW,PJMC,6,577.3769837220765,0.9443337093609498,0.95,3282.8639155791966,3118.7207198002366,144214878.35388067
9-13,2050,MISW,PJMC,6,577.3769837220765,0.9443337093609498,0.95,9848.06689172098,9355.663547134931,432621578.3939518
9-6,2030,MISW,MISC,7,1370.4981771620598,0.8979094653249757,0.95,1655.0000000088914,1572.2500000084467,145174827.1574173
9-6,2040,MISW,MISC,7,1370.4981771620598,0.8979094653249757,0.95,1655.000000011668,1572.2500000110845,145174827.15766084
9-6,2050,MISW,MISC,7,1370.4981771620598,0.8979094653249757,0.95,1655.000000207198,1572.2500001968378,145174827.17481253
9-19,2030,MISW,SPPN,8,1014.1486283848258,0.9329095304287599,0.95,5512.000000007202,5236.400000006842,355981407.0720568
9-19,2040,MISW,SPPN,8,1014.1486283848258,0.9329095304287599,0.95,5512.000000018665,5236.400000017731,355981407.07279706
9-19,2050,MISW,SPPN,8,1014.1486283848258,0.9329095304287599,0.95,5512.000000038829,5236.400000036887,355981407.0740993
9-18,2030,MISW,SPPC,9,1195.0293103479462,0.9225993318813966,0.95,1.0844178861540444e-06,1.030196991846342e-06,0.07588030639573559
9-18,2040,MISW,SPPC,9,1195.0293103479462,0.9225993318813966,0.95,2.920474752715286e-06,2.7744510150795217e-06,0.2043552784277539
9-18,2050,MISW,SPPC,9,1195.0293103479462,0.9225993318813966,0.95,968.626196065486,920.1948862622118,67777978.83900277
7-6,2030,MISE,MISC,10,993.3851724175372,0.9259966673153565,0.95,1.7444539738780896e-06,1.657231275184185e-06,0.1040859741823464
7-6,2040,MISE,MISC,10,993.3851724175372,0.9259966673153565,0.95,2452.6909093001213,2330.056363835115,146344200.8132506
7-6,2050,MISE,MISC,10,993.3851724175372,0.9259966673153565,0.95,5474.891835379049,5201.147243610096,326669237.91720927
7-16,2030,MISE,PJMW,11,672.2944948093907,0.9124339212689138,0.95,2662.0000000037026,2528.900000003517,137883556.4085421
7-16,2040,MISE,PJMW,11,672.2944948093907,0.9124339212689138,0.95,2662.000000003966,2528.900000003767,137883556.40855572
7-16,2050,MISE,PJMW,11,672.2944948093907,0.9124339212689138,0.95,2662.000000007321,2528.900000006955,137883556.40872952
13-6,2030,PJMC,MISC,12,626.2046711986147,0.9533516120098756,0.95,5244.000000004345,4981.8000000041275,191091551.0702242
13-6,2040,PJMC,MISC,12,626.2046711986147,0.9533516120098756,0.95,5244.000000019715,4981.800000018729,191091551.0707843
13-6,2050,PJMC,MISC,12,626.2046711986147,0.9533516120098756,0.95,5244.000000021005,4981.8000000199545,191091551.0708313
13-16,2030,PJMC,PJMW,13,484.9526117173539,0.9263947470467947,0.95,980.0000000010358,931.000000000984,36139852.956165776
13-16,2040,PJMC,PJMW,13,484.9526117173539,0.9263947470467947,0.95,2522.139514566934,2396.0325388385872,93009950.19519182
13-16,2050,PJMC,PJMW,13,484.9526117173539,0.9263947470467947,0.95,9935.588459273718,9438.809036310033,366398679.5415819
6-19,2030,MISC,SPPN,14,919.2234841721058,0.9410931721523927,0.95,5.687919185596027e-05,5.4035232263162256e-05,2.969595881355868
6-19,2040,MISC,SPPN,14,919.2234841721058,0.9410931721523927,0.95,137.2825042481484,130.41837903574097,7167358.499570551
6-19,2050,MISC,SPPN,14,919.2234841721058,0.9410931721523927,0.95,6705.945255145443,6370.647992388171,350109534.9720776
6-18,2030,MISC,SPPC,15,696.0754685319118,0.9481500944878907,0.95,7015.827598485221,6665.036218560959,293625073.0302762
6-18,2040,MISC,SPPC,15,696.0754685319118,0.9481500944878907,0.95,7015.827598490476,6665.0362185659515,293625073.0304961
6-18,2050,MISC,SPPC,15,696.0754685319118,0.9481500944878907,0.95,8077.300548154957,7673.435520747209,338049635.63408536
6-20,2030,MISC,SPPS,16,1164.3004320004338,0.9271267398789302,0.95,3687.775519691999,3503.3867437073986,215007135.6802054
6-20,2040,MISC,SPPS,16,1164.3004320004338,0.9271267398789302,0.95,3687.7755196983658,3503.3867437134472,215007135.68057662
6-20,2050,MISC,SPPS,16,1164.3004320004338,0.9271267398789302,0.95,15216.855424687705,14456.01265345332,887183203.3841237
6-8,2030,MISC,MISS,17,1432.2313664952487,0.9118546781113521,0.95,1039.0000000001796,987.0500000001706,69279036.60955648
6-8,2040,MISC,MISS,17,1432.2313664952487,0.9118546781113521,0.95,1039.0000000003108,987.0500000002952,69279036.60956523
6-8,2050,MISC,MISS,17,1432.2313664952487,0.9118546781113521,0.95,1039.000000001198,987.0500000011381,69279036.60962439
6-16,2030,MISC,PJMW,18,636.7767278564246,0.8808216794997143,0.95,5441.000000013022,5168.950000012371,279631044.3665773
6-16,2040,MISC,PJMW,18,636.7767278564246,0.8808216794997143,0.95,5441.000000071077,5168.9500000675225,279631044.36956096
6-16,2050,MISC,PJMW,18,636.7767278564246,0.8808216794997143,0.95,17740.67323097038,16853.63956942186,911752064.5709531
6-22,2030,MISC,SRCE,19,807.5788459671032,0.8994314050331473,0.95,3745.0000000154882,3557.750000014714,218469302.53457493
6-22,2040,MISC,SRCE,19,807.5788459671032,0.8994314050331473,0.95,3745.000000033621,3557.7500000319396,218469302.5356327
6-22,2050,MISC,SRCE,19,807.5788459671032,0.8994314050331473,0.95,3745.000000035054,3557.750000033301,218469302.53571633
19-18,2030,SPPN,SPPC,20,261.19343417595013,0.9805410901794434,0.95,2444.3214342326437,2322.1053625210116,38861520.87110747
19-18,2040,SPPN,SPPC,20,261.19343417595013,0.9805410901794434,0.95,2444.3214342437527,2322.105362531565,38861520.87128409
19-18,2050,SPPN,SPPC,20,261.19343417595013,0.9805410901794434,0.95,2444.321434256473,2322.1053625436493,38861520.87148632
19-20,2030,SPPN,SPPS,21,679.4249275747745,0.9612727791748047,0.95,559.4506380898022,531.4781061853121,18302997.83065885
19-20,2040,SPPN,SPPS,21,679.4249275747745,0.9612727791748047,0.95,4732.582889260901,4495.9537447978555,154831272.78451914
19-20,2050,SPPN,SPPS,21,679.4249275747745,0.9612727791748047,0.95,6984.774980326824,6635.536231310482,228514032.5321088
18-20,2030,SPPC,SPPS,22,455.0277413171593,0.9661004356079101,0.95,3372.000000154756,3203.400000147018,91157505.61022715
18-20,2040,SPPC,SPPS,22,455.0277413171593,0.9661004356079101,0.95,3372.000000178031,3203.4000001691293,91157505.61085637
18-20,2050,SPPC,SPPS,22,455.0277413171593,0.9661004356079101,0.95,3509.5892092639488,3334.1097488007513,94877045.67567863
18-8,2030,SPPC,MISS,23,1264.309793619994,0.9279343405761719,0.95,3.1903313144989605e-06,3.0308147487740123e-06,0.15940036180301798
18-8,2040,SPPC,MISS,23,1264.309793619994,0.9279343405761719,0.95,1923.3493742196686,1827.181905508685,96097413.058923
18-8,2050,SPPC,MISS,23,1264.309793619994,0.9279343405761719,0.95,3885.678029506027,3691.3941280307254,194142370.3984712
20-8,2030,SPPS,MISS,24,1083.4402589451677,0.9382468606952876,0.95,16385.42041760822,15566.14939672781,731419645.3919368
20-8,2040,SPPS,MISS,24,1083.4402589451677,0.9382468606952876,0.95,25250.103789890953,23987.598600396403,1127125303.4353008
20-8,2050,SPPS,MISS,24,1083.4402589451677,0.9382468606952876,0.95,42220.10378656311,40109.09859723495,1884639670.6912448
20-24,2030,SPPS,SRSG,25,1530.6511537017682,0.8724003059946697,0.95,1010.0000000010137,959.500000000963,63825378.570130855
20-24,2040,SPPS,SRSG,25,1530.6511537017682,0.8724003059946697,0.95,3548.9325915119925,3371.485961936393,224269273.438516
20-24,2050,SPPS,SRSG,25,1530.6511537017682,0.8724003059946697,0.95,10430.269536760075,9908.75605992207,659124655.2193534
8-23,2030,MISS,SRSE,26,825.7437764420143,0.9483456161651612,0.95,891.0000000006601,846.450000000627,50344848.63991091
8-23,2040,MISS,SRSE,26,825.7437764420143,0.9483456161651612,0.95,9586.227911385335,9106.916515816067,541657904.8552485
8-23,2050,MISS,SRSE,26,825.7437764420143,0.9483456161651612,0.95,19586.227911201928,18606.91651564183,1106695487.783983
8-22,2030,MISS,SRCE,27,910.5740119711644,0.943088938652119,0.95,4092.000000007505,3887.4000000071296,219413147.14991838
8-22,2040,MISS,SRCE,27,910.5740119711644,0.943088938652119,0.95,4092.000000021618,3887.400000020537,219413147.1506751
