TRANSMISSION_LINE,PERIOD,trans_lz1,trans_lz2,trans_dbid,trans_length_km,trans_efficiency,trans_derating_factor,TxCapacityNameplate,TxCapacityNameplateAvailable,TotalAnnualCost
6-16,2030,MISC,PJMW,18,636.7767278564246,0.8808216794997143,0.95,5441.000000231686,5168.950000220101,279631044.3778151
6-16,2040,MISC,PJMW,18,636.7767278564246,0.8808216794997143,0.95,12011.65879489799,11411.07585515309,617319002.6436813
6-16,2050,MISC,PJMW,18,636.7767278564246,0.8808216794997143,0.95,15168.568250619317,14410.139838088351,779563054.8531951
6-22,2030,MISC,SRCE,19,807.5788459671032,0.8994314050331473,0.95,3745.0000000095733,3557.7500000090945,218469302.53422987
6-22,2040,MISC,SRCE,19,807.5788459671032,0.8994314050331473,0.95,3745.000000014537,3557.7500000138098,218469302.5345194
6-22,2050,MISC,SRCE,19,807.5788459671032,0.8994314050331473,0.95,3745.000000033867,3557.7500000321734,218469302.53564706
19-18,2030,SPPN,SPPC,20,261.19343417595013,0.9805410901794434,0.95,2491.031798583388,2366.4802086542186,39604154.705467865
19-18,2040,SPPN,SPPC,20,261.19343417595013,0.9805410901794434,0.95,2757.543736325957,2619.666549509659,43841346.70727739
19-18,2050,SPPN,SPPC,20,261.19343417595013,0.9805410901794434,0.95,2757.543738147691,2619.666551240306,43841346.73624058
19-20,2030,SPPN,SPPS,21,679.4249275747745,0.9612727791748047,0.95,3312.0829890686055,3146.478839615175,108358170.74205208
19-20,2040,SPPN,SPPS,21,679.4249275747745,0.9612727791748047,0.95,5890.261203386273,5595.74814321696,192705898.76472273
19-20,2050,SPPN,SPPS,21,679.4249275747745,0.9612727791748047,0.95,6685.541401015221,6351.264330964459,218724300.99886596
18-20,2030,SPPC,SPPS,22,455.0277413171593,0.9661004356079101,0.95,3372.0000001280014,3203.4000001216014,91157505.60950388
18-20,2040,SPPC,SPPS,22,455.0277413171593,0.9661004356079101,0.95,3611.0297830828017,3430.4782939286615,97619355.78142369
18-20,2050,SPPC,SPPS,22,455.0277413171593,0.9661004356079101,0.95,4305.922684835279,4090.626550593515,116404855.06585468
18-8,2030,SPPC,MISS,23,1264.309793619994,0.9279343405761719,0.95,4407.270039129324,4186.9065371728575,220202972.52768114
18-8,2040,SPPC,MISS,23,1264.309793619994,0.9279343405761719,0.95,4407.270039187508,4186.906537228132,220202972.5305882
18-8,2050,SPPC,MISS,23,1264.309793619994,0.9279343405761719,0.95,4407.270039518271,4186.906537542357,220202972.5471143
20-8,2030,SPPS,MISS,24,1083.4402589451677,0.9382468606952876,0.95,18666.999999506777,17733.649999531437,833265804.1229265
20-8,2040,SPPS,MISS,24,1083.4402589451677,0.9382468606952876,0.95,32992.45614416465,31342.833336956417,1472731852.9857035
20-8,2050,SPPS,MISS,24,1083.4402589451677,0.9382468606952876,0.95,37363.872299990064,35495.67868499056,1667865061.232131
20-24,2030,SPPS,SRSG,25,1530.6511537017682,0.8724003059946697,0.95,4254.622765247303,4041.8916269849374,268864266.00468665
20-24,2040,SPPS,SRSG,25,1530.6511537017682,0.8724003059946697,0.95,5884.626555825404,5590.395228034133,371869819.47428185
20-24,2050,SPPS,SRSG,25,1530.6511537017682,0.8724003059946697,0.95,6524.808761148934,6198.5683230914865,412325137.8986329
8-23,2030,MISS,SRSE,26,825.7437764420143,0.9483456161651612,0.95,5775.381836138279,5486.612744331365,326330779.3241942
8-23,2040,MISS,SRSE,26,825.7437764420143,0.9483456161651612,0.95,15013.461260925651,14262.788197879368,848316986.2423209
8-23,2050,MISS,SRSE,26,825.7437764420143,0.9483456161651612,0.95,16623.604352909984,15792.424135264484,939296122.3304121
8-22,2030,MISS,SRCE,27,910.5740119711644,0.943088938652119,0.95,4092.000000009831,3887.4000000093392,219413147.1500431
8-22,2040,MISS,SRCE,27,910.5740119711644,0.943088938652119,0.95,4092.0000000264436,3887.4000000251212,219413147.15093383
8-22,2050,MISS,SRCE,27,910.5740119711644,0.943088938652119,0.95,4092.000000069235,3887.400000065773,219413147.1532283
23-21,2030,SRSE,SRCA,28,750.9564568673487,0.8963313736775718,0.95,1400.0000000084171,1330.0000000079963,96035395.17969288
23-21,2040,SRSE,SRCA,28,750.9564568673487,0.8963313736775718,0.95,1400.0000000583516,1330.000000055434,96035395.18311822
23-21,2050,SRSE,SRCA,28,750.9564568673487,0.8963313736775718,0.95,1400.0000003017078,1330.0000002866223,96035395.19981165
23-22,2030,SRSE,SRCE,29,808.9930595294763,0.9397319224320263,0.95,3196.0000005364827,3036.2000005096584,197589437.24085614
23-22,2040,SRSE,SRCE,29,808.9930595294763,0.9397319224320263,0.95,3196.000000564237,3036.200000536025,197589437.242572
23-22,2050,SRSE,SRCE,29,808.9930595294763,0.9397319224320263,0.95,3196.000000660283,3036.2000006272688,197589437.24850997
21-14,2030,SRCA,PJMD,30,525.2547915890101,0.8886073669284953,0.95,1000.0000000639546,950.0000000607569,50825943.508725904
21-14,2040,SRCA,PJMD,30,525.2547915890101,0.8886073669284953,0.95,1047.0935641138647,994.7388859081714,53219518.33459812
21-14,2050,SRCA,PJMD,30,525.2547915890101,0.8886073669284953,0.95,1047.0935644947472,994.7388862700097,53219518.353956826
21-16,2030,SRCA,PJMW,31,900.2912298442393,0.8579852671144543,0.95,1219.0000000065043,1158.050000006179,91431908.93229386
21-16,2040,SRCA,PJMW,31,900.2912298442393,0.8579852671144543,0.95,1219.0000000219954,1158.0500000208956,91431908.93345578
21-16,2050,SRCA,PJMW,31,900.2912298442393,0.8579852671144543,0.95,1219.0000000656519,1158.0500000623692,91431908.93673027
21-22,2030,SRCA,SRCE,32,1047.313910703395,0.8844974272974392,0.95,216.0000000109452,205.20000001039793,17442329.442922264
21-22,2040,SRCA,SRCE,32,1047.313910703395,0.8844974272974392,0.95,626.5171516569552,595.1912940741074,50592215.55688964
21-22,2050,SRCA,SRCE,32,1047.313910703395,0.8844974272974392,0.95,1229.5783889640732,1168.0994695158695,99290330.25519548
14-16,2030,PJMD,PJMW,33,493.7545177764829,0.9012002265648081,0.95,6930.000000012729,6583.500000012093,370739627.6399283
14-16,2040,PJMD,PJMW,33,493.7545177764829,0.9012002265648081,0.95,6930.000000030495,6583.50000002897,370739627.64087874
14-16,2050,PJMD,PJMW,33,493.7545177764829,0.9012002265648081,0.95,6930.000000082146,6583.500000078038,370739627.64364195
14-15,2030,PJMD,PJME,34,139.26433395480618,0.9518681721217893,0.95,3245.5967912770666,3083.3169517132133,82876758.4830659
14-15,2040,PJMD,PJME,34,139.26433395480618,0.9518681721217893,0.95,13356.3976295604,12688.57774808238,341057442.35509866
14-15,2050,PJMD,PJME,34,139.26433395480618,0.9518681721217893,0.95,16531.82627904471,15705.234965092475,422142447.729401
16-15,2030,PJMW,PJME,35,482.9870637110516,0.9154459895476824,0.95,9749.536241325228,9262.059429258967,524955231.9236
16-15,2040,PJMW,PJME,35,482.9870637110516,0.9154459895476824,0.95,19182.94694726413,18223.79959990092,1032888961.5277066
16-15,2050,PJMW,PJME,35,482.9870637110516,0.9154459895476824,0.95,26742.33052604572,25405.21399974343,1439917343.3473673
16-22,2030,PJMW,SRCE,36,542.940224506259,0.8899235724886801,0.95,3333.0000000194996,3166.3500000185245,177127690.850679
16-22,2040,PJMW,SRCE,36,542.940224506259,0.8899235724886801,0.95,3333.000055300832,3166.3500525357904,177127693.78852922
16-22,2050,PJMW,SRCE,36,542.940224506259,0.8899235724886801,0.95,3969.8870598578605,3771.3927068649673,210974175.77152723
15-12,2030,PJME,NYUP,37,316.61636032760543,0.9174623308644391,0.95,5423.73454819359,5152.5478207839105,251605114.19911617
15-12,2040,PJME,NYUP,37,316.61636032760543,0.9174623308644391,0.95,6291.34089914802,5976.773854190619,291853063.84932023
15-12,2050,PJME,NYUP,37,316.61636032760543,0.9174623308644391,0.95,6291.3408994179035,5976.7738544470085,291853063.86184
15-11,2030,PJME,NYCW,38,81.02077938846139,0.9720055805683624,0.95,6536.756366217242,6209.91854790638,398059893.2505753
15-11,2040,PJME,NYCW,38,81.02077938846139,0.9720055805683624,0.95,11234.849872703478,10673.107379068304,684153254.3766156
15-11,2050,PJME,NYCW,38,81.02077938846139,0.9720055805683624,0.95,13523.071790691967,12846.918201157368,823495968.3127668
12-11,2030,NYUP,NYCW,39,319.03239545042265,0.9166373349747516,0.95,3634.2602486159412,3452.547236185144,345590035.61078835
12-11,2040,NYUP,NYCW,39,319.03239545042265,0.9166373349747516,0.95,4820.987980633714,4579.938581602028,458438662.59740037
12-11,2050,NYUP,NYCW,39,319.03239545042265,0.9166373349747516,0.95,4820.987984307818,4579.938585092426,458438662.9467792
12-5,2030,NYUP,ISNE,40,422.4133412443228,0.8808793230583774,0.95,6126.541123459137,5820.214067286181,381819208.02406347
12-5,2040,NYUP,ISNE,40,422.4133412443228,0.8808793230583774,0.95,6890.613458919909,6546.082785973914,429437837.87078667
12-5,2050,NYUP,ISNE,40,422.4133412443228,0.8808793230583774,0.95,6890.613459010506,6546.08278605998,429437837.87643284
11-5,2030,NYCW,ISNE,41,208.76319678780865,0.9278510176048604,0.95,772.501805635778,733.8767153539891,97046722.95845155
11-5,2040,NYCW,ISNE,41,208.76319678780865,0.9278510176048604,0.95,772.5018056563517,733.8767153735341,97046722.96103616
11-5,2050,NYCW,ISNE,41,208.76319678780865,0.9278510176048604,0.95,772.5018056891462,733.8767154046889,97046722.965156
17-1,2030,RMRG,BASN,42,1478.968739910536,0.9042512408779786,0.95,3750.000000021612,3562.500000020531,313532567.72653335
17-1,2040,RMRG,BASN,42,1478.968739910536,0.9042512408779786,0.95,3902.080215527437,3706.976204751065,326247794.5179123
17-1,2050,RMRG,BASN,42,1478.968739910536,0.9042512408779786,0.95,3902.080215742401,3706.9762049552805,326247794.53588516
17-10,2030,RMRG,NWPP,43,9335.734366692814,0.8681197287750245,0.95,5217.577165189058,4956.698306929605,508264563.1265985
17-10,2040,RMRG,NWPP,43,9335.734366692814,0.8681197287750245,0.95,7002.348147172923,6652.230739814277,682126072.9268448
17-10,2050,RMRG,NWPP,43,9335.734366692814,0.8681197287750245,0.95,8847.86318031834,8405.470021302423,861904897.9193137
17-24,2030,RMRG,SRSG,44,1451.9389962866967,0.87688689205424,0.95,1085.2270251248317,1030.96567386859,68957385.84231877
17-24,2040,RMRG,SRSG,44,1451.9389962866967,0.87688689205424,0.95,7213.4213613453785,6852.750293278109,458354490.3890506
17-24,2050,RMRG,SRSG,44,1451.9389962866967,0.87688689205424,0.95,7213.421362452481,6852.750294329857,458354490.45939803
1-10,2030,BASN,NWPP,45,2143.6820330805017,0.8618757136715577,0.95,3350.000000100113,3182.500000095107,409147865.2684808
1-10,2040,BASN,NWPP,45,2143.6820330805017,0.8618757136715577,0.95,3350.0000059013582,3182.50000560629,409147865.9770083
1-10,2050,BASN,NWPP,45,2143.6820330805017,0.8618757136715577,0.95,3350.0000059256067,3182.500005629326,409147865.9799698
1-2,2030,BASN,CANO,46,1613.3847128003597,0.8766048605148281,0.95,100.000000005602,95.0000000053219,9960886.263630874
1-2,2040,BASN,CANO,46,1613.3847128003597,0.8766048605148281,0.95,100.0000000165742,95.00000001574548,9960886.264723802
1-2,2050,BASN,CANO,46,1613.3847128003597,0.8766048605148281,0.95,100.00000005038926,95.00000004786979,9960886.268092081
1-3,2030,BASN,CASO,47,1052.8154002870249,0.9106395181356858,0.95,5920.000000013791,5624.000000013101,457328251.4673831
1-3,2040,BASN,CASO,47,1052.8154002870249,0.9106395181356858,0.95,5920.00000002576,5624.000000024472,457328251.4683077
1-3,2050,BASN,CASO,47,1052.8154002870249,0.9106395181356858,0.95,5920.000000089076,5624.000000084622,457328251.47319895
1-24,2030,BASN,SRSG,48,1196.8856954277987,0.8729281968055096,0.95,5385.000000027135,5115.750000025778,475499122.83419496
1-24,2040,BASN,SRSG,48,1196.8856954277987,0.8729281968055096,0.95,5385.0000000340715,5115.750000032368,475499122.83480746
1-24,2050,BASN,SRSG,48,1196.8856954277987,0.8729281968055096,0.95,5385.000000048254,5115.750000045841,475499122.8360598
10-2,2030,NWPP,CANO,49,1302.6110658309303,0.901279622215585,0.95,3675.000000025163,3491.2500000239047,307697768.70525765
10-2,2040,NWPP,CANO,49,1302.6110658309303,0.901279622215585,0.95,3981.3755560980835,3782.3067782931794,333349761.89949566
10-2,2050,NWPP,CANO,49,1302.6110658309303,0.901279622215585,0.95,5858.177561091477,5565.268683036903,490489296.3849561
10-3,2030,NWPP,CASO,50,1838.7215148883072,0.8790706842859054,0.95,2858.0000000145756,2715.1000000138465,278053675.8686059
10-3,2040,NWPP,CASO,50,1838.7215148883072,0.8790706842859054,0.95,2858.000000041005,2715.1000000389545,278053675.8711772
10-3,2050,NWPP,CASO,50,1838.7215148883072,0.8790706842859054,0.95,3499.8298894502686,3324.838394977755,340497048.8703642
2-3,2030,CANO,CASO,51,678.496525078502,0.9297057119885508,0.95,3675.000000108683,3491.2500001032486,221933289.91879734
2-3,2040,CANO,CASO,51,678.496525078502,0.9297057119885508,0.95,3675.0000019916324,3491.2500018920505,221933290.0325087
2-3,2050,CANO,CASO,51,678.496525078502,0.9297057119885508,0.95,3675.0000064237042,3491.250006102519,221933290.30016157
3-24,2030,CASO,SRSG,52,670.4280089248628,0.9097977063908045,0.95,4354.000000059059,4136.300000056106,234218109.78104928
3-24,2040,CASO,SRSG,52,670.4280089248628,0.9097977063908045,0.95,10253.367839677026,9740.699447693174,551567394.1815294
3-24,2050,CASO,SRSG,52,670.4280089248628,0.9097977063908045,0.95,12246.668678610167,11634.335244679658,658794577.1658121
10-19,2030,NWPP,SPPN,53,2877.9361274282305,0.8314707744293214,0.95,0.0003922890695862043,0.00037267461610689405,44.13912977550363
10-19,2040,NWPP,SPPN,53,2877.9361274282305,0.8314707744293214,0.95,0.0003935366675869469,0.0003738598342075996,44.27950557062972
10-19,2050,NWPP,SPPN,53,2877.9361274282305,0.8314707744293214,0.95,0.00048693224551853045,0.0004625856332426039,54.78808165491556
10-9,2030,NWPP,MISW,54,14040.700523946523,0.7758650777462648,0.95,200.00000000607915,190.00000000577518,31143947.5442085
10-9,2040,NWPP,MISW,54,14040.700523946523,0.7758650777462648,0.95,200.00000001879852,190.00000001785858,31143947.54618916
10-9,2050,NWPP,MISW,54,14040.700523946523,0.7758650777462648,0.95,200.0000000441235,190.00000004191733,31143947.55013276
17-19,2030,RMRG,SPPN,55,780.5713741841813,0.9555074295654297,0.95,3617.2318402367127,3436.370248224877,124309796.33555111
17-19,2040,RMRG,SPPN,55,780.5713741841813,0.9555074295654297,0.95,4609.607937799297,4379.127540909332,158413795.20121437
17-19,2050,RMRG,SPPN,55,780.5713741841813,0.9555074295654297,0.95,4609.607939846352,4379.127542854034,158413795.27156344
17-18,2030,RMRG,SPPC,56,936.6269837220768,0.946612263671875,0.95,10209.999999540612,9699.49999956358,393241070.13136846
17-18,2040,RMRG,SPPC,56,936.6269837220768,0.946612263671875,0.95,12833.801936692873,12192.11183985823,494297552.17102927
17-18,2050,RMRG,SPPC,56,936.6269837220768,0.946612263671875,0.95,12833.801936914526,12192.1118400688,494297552.17956626
24-25,2030,SRSG,TRE,57,1692.23667175099,0.8544432871777949,0.95,123.68060305518905,117.49657290242959,9522463.64769987
24-25,2040,SRSG,TRE,57,1692.23667175099,0.8544432871777949,0.95,9377.959234275291,8909.061272561526,722031375.1069725
24-25,2050,SRSG,TRE,57,1692.23667175099,0.8544432871777949,0.95,11151.784700509355,10594.195465483886,858602414.5612427
