
Population-weighted average concentrations
full-base-200,GenX,2027,0.1556281796682853
full-base-200,GenX,2030,0.03539019673366826
full-base-200,GenX,2035,0.02058367750397225
full-base-200,GenX,2040,0.016973606101028643
full-base-200,GenX,2045,0.01656901678490998
full-base-200,GenX,2050,0.0137597827907427
full-base-50,GenX,2027,0.1556172563249764
full-base-50,GenX,2030,0.0831265311887212
full-base-50,GenX,2035,0.08419496085298583
full-base-50,GenX,2040,0.05312566503104354
full-base-50,GenX,2045,0.03504377792490337
full-base-50,GenX,2050,0.024674844813844375
full-base-1000,GenX,2027,0.15563838034577127
full-base-1000,GenX,2030,0.03535275096177961
full-base-1000,GenX,2035,0.020590019987149776
full-base-1000,GenX,2040,0.01196474130549692
full-base-1000,GenX,2045,0.004998228912141912
full-base-1000,GenX,2050,0.0026848953520942865
full-base-200,SWITCH,2027,0.1555242862778426
full-base-200,SWITCH,2030,0.03440336953768962
full-base-200,SWITCH,2035,0.019958478942707546
full-base-200,SWITCH,2040,0.016711981648006097
full-base-200,SWITCH,2045,0.016313707601430617
full-base-200,SWITCH,2050,0.013771911583534606
full-base-50,SWITCH,2027,0.15551093968519947
full-base-50,SWITCH,2030,0.08361154679634684
full-base-50,SWITCH,2035,0.0835247122391757
full-base-50,SWITCH,2040,0.051128898384301645
full-base-50,SWITCH,2045,0.035540781366463436
full-base-50,SWITCH,2050,0.025246502623099142
full-base-1000,SWITCH,2027,0.15551262431610002
full-base-1000,SWITCH,2030,0.034397786964231666
full-base-1000,SWITCH,2035,0.01997606120447068
full-base-1000,SWITCH,2040,0.011427602720844112
full-base-1000,SWITCH,2045,0.004533323409227398
full-base-1000,SWITCH,2050,0.0022759498303667096
full-base-200,2027,GenX,112.77969268044727,354.44846741690066,364.30395243806294,8.878125802425808,1445.4708636890193,14139717.911553394,37743046.97325311,50381988.16079647,1951751.6204357399,196138688.89403862,7.976092124744322e-06,9.391093084458263e-06,7.230837164967961e-06,4.548798991361265e-06,7.369636617026211e-06
full-base-200,2030,GenX,34.482217340328724,78.52725474384431,103.37369494988819,1.621415430437448,270.66668396962774,14139717.911553394,37743046.97325311,50381988.16079647,1951751.6204357399,196138688.89403862,2.4386778828277554e-06,2.0805753917931754e-06,2.0517986431969735e-06,8.307488583385716e-07,1.3799760031834e-06
full-base-200,2035,GenX,19.465870667891306,44.874309032090224,60.58674856177991,1.035943697019702,159.18373457878283,14139717.911553394,37743046.97325311,50381988.16079647,1951751.6204357399,196138688.89403862,1.376680269695195e-06,1.1889424047796337e-06,1.2025477908576072e-06,5.307763990934572e-07,8.115876346291872e-07
full-base-200,2040,GenX,15.747730983132927,37.07887700321583,49.75937688212803,0.877596462846814,131.9136373142813,14139717.911553394,37743046.97325311,50381988.16079647,1951751.6204357399,196138688.89403862,1.1137231366027214e-06,9.82402852358265e-07,9.876421852055274e-07,4.496455664019818e-07,6.725528658221322e-07
full-base-200,2045,GenX,15.255930964120411,36.40571013281587,49.00494166364681,0.85757823774135,128.20267998168916,14139717.911553394,37743046.97325311,50381988.16079647,1951751.6204357399,196138688.89403862,1.0789416775885588e-06,9.645673323252108e-07,9.726678809745508e-07,4.3938902305094064e-07,6.536327978155752e-07
full-base-200,2050,GenX,12.874099230050264,30.256066693165458,41.10472947333957,0.697258976879881,105.79242880030206,14139717.911553394,37743046.97325311,50381988.16079647,1951751.6204357399,196138688.89403862,9.104919426667623e-07,8.016328600763644e-07,8.158616000256263e-07,3.572478022199433e-07,5.393756295447404e-07
full-current-policies,2027,GenX,166.4855983863927,805.8288646046936,557.6012851659574,21.40220883510296,3511.9475125686304,14139717.911553394,37743046.97325311,50381988.16079647,1951751.6204357399,196138688.89403862,1.1774322474309003e-05,2.1350392435877005e-05,1.1067472831487848e-05,1.0965641637497292e-05,1.7905429736332716e-05
full-current-policies,2030,GenX,151.42113213698872,762.3822306954992,495.6056440159762,19.98583695155577,3244.6101399985096,14139717.911553394,37743046.97325311,50381988.16079647,1951751.6204357399,196138688.89403862,1.0708921711462457e-05,2.019927620670814e-05,9.836960828822945e-06,1.0239948947547851e-05,1.6542428004866332e-05
full-current-policies,2035,GenX,139.54439209086243,637.2632448516969,468.56452684293356,17.017787449717783,2689.918489488765,14139717.911553394,37743046.97325311,50381988.16079647,1951751.6204357399,196138688.89403862,9.86896577171758e-06,1.6884255404798086e-05,9.300238913706382e-06,8.71923828397717e-06,1.3714369687369321e-05
full-current-policies,2040,GenX,88.26208658727887,394.8284866523151,327.1344948648239,11.918796815034787,1636.3801337845287,14139717.911553394,37743046.97325311,50381988.16079647,1951751.6204357399,196138688.89403862,6.242139138798588e-06,1.0460959522746356e-05,6.493084270925531e-06,6.106718032273925e-06,8.342974774694052e-06
full-current-policies,2045,GenX,64.31463202897277,296.8396313585409,245.0184637917517,9.146496375775145,1221.5847691474914,14139717.911553394,37743046.97325311,50381988.16079647,1951751.6204357399,196138688.89403862,4.5485088480034e-06,7.864750070891163e-06,4.86321546124309e-06,4.6863014125399504e-06,6.228168323320631e-06
full-current-policies,2050,GenX,44.32894980360757,176.95205293828317,176.43654940035108,5.28074683157805,742.6782718449379,14139717.911553394,37743046.97325311,50381988.16079647,1951751.6204357399,196138688.89403862,3.135066065737204e-06,4.688335127359525e-06,3.5019767151158385e-06,2.705644907008758e-06,3.7864955457419224e-06
full-base-50,2027,GenX,112.76566498042881,354.43608685566824,364.25715893886115,8.877643447889366,1445.4166043378368,14139717.911553394,37743046.97325311,50381988.16079647,1951751.6204357399,196138688.89403862,7.975100046959872e-06,9.39076506215415e-06,7.229908390600176e-06,4.548551852057579e-06,7.369359979349635e-06
full-base-50,2030,GenX,71.68712947088511,189.79333568122814,225.59041026484013,4.091929810901498,689.4188249057353,14139717.911553394,37743046.97325311,50381988.16079647,1951751.6204357399,196138688.89403862,5.069912279672172e-06,5.028564223119734e-06,4.477600398476888e-06,2.096542289529623e-06,3.514955814139172e-06
full-base-50,2035,GenX,67.24715708417239,190.92731492818174,226.89340089511907,4.530401764850457,714.54205505271,14139717.911553394,37743046.97325311,50381988.16079647,1951751.6204357399,196138688.89403862,4.755905139325696e-06,5.0586089422903195e-06,4.503462629759234e-06,2.3211979011135742e-06,3.6430449243939428e-06
full-base-50,2040,GenX,40.48373923658205,125.12561179003026,144.93179915741072,3.060841345713176,448.7536442501977,14139717.911553394,37743046.97325311,50381988.16079647,1951751.6204357399,196138688.89403862,2.8631221280237334e-06,3.3151963559990657e-06,2.8766589896145844e-06,1.5682535183599977e-06,2.2879404710033065e-06
