,Race,Cluster,Pollutant,Exposure,year
3110,Black,MISE_conventional_steam_coal_1,NH3,3.246853410592979e-14,2030
3111,Black,MISE_conventional_steam_coal_1,NOx,2.139975510519981e-11,2030
3112,Black,MISE_conventional_steam_coal_1,PM2_5,2.6202701420244035e-12,2030
3113,Black,MISE_conventional_steam_coal_1,SOx,5.057137262983314e-11,2030
3114,Black,MISE_conventional_steam_coal_1,VOC,8.368782685803902e-14,2030
3115,Black,MISE_hydroelectric_pumped_storage_1,NH3,0.0,2030
3116,Black,MISE_hydroelectric_pumped_storage_1,NOx,0.0,2030
3117,Black,MISE_hydroelectric_pumped_storage_1,PM2_5,0.0,2030
3118,Black,MISE_hydroelectric_pumped_storage_1,SOx,0.0,2030
3119,Black,MISE_hydroelectric_pumped_storage_1,VOC,0.0,2030
3120,Black,MISE_natural_gas_fired_combined_cycle_1,NH3,6.224051088911826e-12,2030
3121,Black,MISE_natural_gas_fired_combined_cycle_1,NOx,1.4532847164556296e-11,2030
3122,Black,MISE_natural_gas_fired_combined_cycle_1,PM2_5,2.8888266343991262e-11,2030
3123,Black,MISE_natural_gas_fired_combined_cycle_1,SOx,3.17803526054663e-13,2030
3124,Black,MISE_natural_gas_fired_combined_cycle_1,VOC,8.998079949746152e-14,2030
3125,Black,MISE_natural_gas_fired_combined_cycle_2,NH3,1.3989711388392622e-11,2030
3126,Black,MISE_natural_gas_fired_combined_cycle_2,NOx,2.4473548294723302e-11,2030
3127,Black,MISE_natural_gas_fired_combined_cycle_2,PM2_5,3.3488101211888164e-11,2030
3128,Black,MISE_natural_gas_fired_combined_cycle_2,SOx,5.633013989408202e-13,2030
3129,Black,MISE_natural_gas_fired_combined_cycle_2,VOC,7.948116397505046e-13,2030
3130,Black,MISE_natural_gas_fired_combustion_turbine_1,NH3,3.342801752756606e-11,2030
3131,Black,MISE_natural_gas_fired_combustion_turbine_1,NOx,1.5671278547504702e-11,2030
3132,Black,MISE_natural_gas_fired_combustion_turbine_1,PM2_5,3.060340684200017e-11,2030
3133,Black,MISE_natural_gas_fired_combustion_turbine_1,SOx,3.908470489700118e-13,2030
3134,Black,MISE_natural_gas_fired_combustion_turbine_1,VOC,3.207653741625881e-13,2030
3135,Black,MISE_natural_gas_fired_combustion_turbine_2,NH3,6.758007875285165e-12,2030
3136,Black,MISE_natural_gas_fired_combustion_turbine_2,NOx,6.792668675760699e-12,2030
3137,Black,MISE_natural_gas_fired_combustion_turbine_2,PM2_5,1.0310460979858374e-11,2030
3138,Black,MISE_natural_gas_fired_combustion_turbine_2,SOx,2.918559704209714e-13,2030
3139,Black,MISE_natural_gas_fired_combustion_turbine_2,VOC,1.559748401248413e-13,2030
3140,Black,MISE_natural_gas_internal_combustion_engine_1,NH3,0.0,2030
3141,Black,MISE_natural_gas_internal_combustion_engine_1,NOx,1.7324343877613547e-10,2030
3142,Black,MISE_natural_gas_internal_combustion_engine_1,PM2_5,4.170084779313264e-10,2030
3143,Black,MISE_natural_gas_internal_combustion_engine_1,SOx,7.723383622311404e-12,2030
3144,Black,MISE_natural_gas_internal_combustion_engine_1,VOC,7.755585123355705e-12,2030
3145,Black,MISE_natural_gas_steam_turbine_1,NH3,9.671378076016612e-12,2030
3146,Black,MISE_natural_gas_steam_turbine_1,NOx,9.0926468186629e-11,2030
3147,Black,MISE_natural_gas_steam_turbine_1,PM2_5,5.538662144888217e-11,2030
3148,Black,MISE_natural_gas_steam_turbine_1,SOx,2.0238371008044945e-12,2030
3149,Black,MISE_natural_gas_steam_turbine_1,VOC,2.2422115101387876e-12,2030
3150,Black,MISE_naturalgas_ccavgcf_moderate_0,NH3,3.860499327963334e-10,2030
3151,Black,MISE_naturalgas_ccavgcf_moderate_0,NOx,1.4193233162846624e-10,2030
3152,Black,MISE_naturalgas_ccavgcf_moderate_0,PM2_5,1.1373110252507162e-09,2030
3153,Black,MISE_naturalgas_ccavgcf_moderate_0,SOx,1.845822312269958e-11,2030
3154,Black,MISE_naturalgas_ccavgcf_moderate_0,VOC,1.1191551182705742e-11,2030
3155,Black,MISE_naturalgas_ccccsavgcf_conservative_0,NH3,4.3460966864857516e-10,2030
3156,Black,MISE_naturalgas_ccccsavgcf_conservative_0,NOx,1.5978545570633893e-10,2030
3157,Black,MISE_naturalgas_ccccsavgcf_conservative_0,PM2_5,1.2803690161589469e-09,2030
3158,Black,MISE_naturalgas_ccccsavgcf_conservative_0,SOx,2.0780012219246543e-11,2030
3159,Black,MISE_naturalgas_ccccsavgcf_conservative_0,VOC,1.259929349503423e-11,2030
3160,Black,MISE_naturalgas_ctavgcf_moderate_0,NH3,1.5322684606605648e-09,2030
3161,Black,MISE_naturalgas_ctavgcf_moderate_0,NOx,4.6450321947085414e-10,2030
3162,Black,MISE_naturalgas_ctavgcf_moderate_0,PM2_5,8.5893921282135e-10,2030
3163,Black,MISE_naturalgas_ctavgcf_moderate_0,SOx,1.6919913309724397e-11,2030
3164,Black,MISE_naturalgas_ctavgcf_moderate_0,VOC,1.5247062034530127e-11,2030
3165,Black,MISE_nuclear_1,NH3,0.0,2030
3166,Black,MISE_nuclear_1,NOx,0.0,2030
3167,Black,MISE_nuclear_1,PM2_5,0.0,2030
3168,Black,MISE_nuclear_1,SOx,0.0,2030
3169,Black,MISE_nuclear_1,VOC,0.0,2030
3170,Black,MISE_onshore_wind_turbine_1,NH3,0.0,2030
3171,Black,MISE_onshore_wind_turbine_1,NOx,0.0,2030
3172,Black,MISE_onshore_wind_turbine_1,PM2_5,0.0,2030
3173,Black,MISE_onshore_wind_turbine_1,SOx,0.0,2030
3174,Black,MISE_onshore_wind_turbine_1,VOC,0.0,2030
3175,Black,MISE_petroleum_liquids_1,NH3,5.002799224156265e-11,2030
3176,Black,MISE_petroleum_liquids_1,NOx,1.7808893007771516e-11,2030
3177,Black,MISE_petroleum_liquids_1,PM2_5,6.354230780828247e-11,2030
3178,Black,MISE_petroleum_liquids_1,SOx,2.4642141905570427e-12,2030
3179,Black,MISE_petroleum_liquids_1,VOC,1.0964508846682138e-13,2030
3180,Black,MISE_small_hydroelectric_1,NH3,0.0,2030
3181,Black,MISE_small_hydroelectric_1,NOx,0.0,2030
3182,Black,MISE_small_hydroelectric_1,PM2_5,0.0,2030
3183,Black,MISE_small_hydroelectric_1,SOx,0.0,2030
3184,Black,MISE_small_hydroelectric_1,VOC,0.0,2030
3185,Black,MISE_solar_photovoltaic_1,NH3,0.0,2030
3186,Black,MISE_solar_photovoltaic_1,NOx,0.0,2030
3187,Black,MISE_solar_photovoltaic_1,PM2_5,0.0,2030
3188,Black,MISE_solar_photovoltaic_1,SOx,0.0,2030
3189,Black,MISE_solar_photovoltaic_1,VOC,0.0,2030
3190,Black,MISS_batteries_1,NH3,0.0,2030
3191,Black,MISS_batteries_1,NOx,0.0,2030
3192,Black,MISS_batteries_1,PM2_5,0.0,2030
3193,Black,MISS_batteries_1,SOx,0.0,2030
3194,Black,MISS_batteries_1,VOC,0.0,2030
3195,Black,MISS_biomass_1,NH3,3.5642219000321716e-11,2030
3196,Black,MISS_biomass_1,NOx,9.613546299944076e-11,2030
3197,Black,MISS_biomass_1,PM2_5,1.0872979837736703e-10,2030
3198,Black,MISS_biomass_1,SOx,1.6105905331642006e-10,2030
3199,Black,MISS_biomass_1,VOC,3.707657683015275e-12,2030
3200,Black,MISS_biomass_2,NH3,2.0618842340882387e-11,2030
3201,Black,MISS_biomass_2,NOx,7.374582392456336e-11,2030
3202,Black,MISS_biomass_2,PM2_5,5.1253768664766563e-11,2030
3203,Black,MISS_biomass_2,SOx,1.5960487287065375e-10,2030
3204,Black,MISS_biomass_2,VOC,1.9815741916230947e-12,2030
3205,Black,MISS_conventional_hydroelectric_1,NH3,0.0,2030
3206,Black,MISS_conventional_hydroelectric_1,NOx,0.0,2030
3207,Black,MISS_conventional_hydroelectric_1,PM2_5,0.0,2030
3208,Black,MISS_conventional_hydroelectric_1,SOx,0.0,2030
3209,Black,MISS_conventional_hydroelectric_1,VOC,0.0,2030
3210,Black,MISS_conventional_steam_coal_1,NH3,1.6002480787394857e-11,2030
3211,Black,MISS_conventional_steam_coal_1,NOx,1.0355980212144368e-10,2030
3212,Black,MISS_conventional_steam_coal_1,PM2_5,2.426949939744581e-11,2030
3213,Black,MISS_conventional_steam_coal_1,SOx,6.443504963036228e-10,2030
3214,Black,MISS_conventional_steam_coal_1,VOC,8.174411635773099e-13,2030
3215,Black,MISS_conventional_steam_coal_2,NH3,2.4740597881316186e-12,2030
3216,Black,MISS_conventional_steam_coal_2,NOx,1.1374822649303656e-10,2030
3217,Black,MISS_conventional_steam_coal_2,PM2_5,4.035208633564882e-11,2030
3218,Black,MISS_conventional_steam_coal_2,SOx,7.848769165881048e-10,2030
3219,Black,MISS_conventional_steam_coal_2,VOC,7.680373597794828e-13,2030
3220,Black,MISS_natural_gas_fired_combined_cycle_1,NH3,1.569170706051911e-11,2030
3221,Black,MISS_natural_gas_fired_combined_cycle_1,NOx,1.4378213792743215e-11,2030
3222,Black,MISS_natural_gas_fired_combined_cycle_1,PM2_5,3.376702870602011e-11,2030
3223,Black,MISS_natural_gas_fired_combined_cycle_1,SOx,9.273898573704612e-13,2030
3224,Black,MISS_natural_gas_fired_combined_cycle_1,VOC,6.90471960388458e-13,2030
3225,Black,MISS_natural_gas_fired_combined_cycle_2,NH3,9.92218740038066e-11,2030
3226,Black,MISS_natural_gas_fired_combined_cycle_2,NOx,4.232757435010258e-11,2030
3227,Black,MISS_natural_gas_fired_combined_cycle_2,PM2_5,8.042912081691477e-11,2030
3228,Black,MISS_natural_gas_fired_combined_cycle_2,SOx,1.7951311443373714e-12,2030
3229,Black,MISS_natural_gas_fired_combined_cycle_2,VOC,1.0142997354822259e-12,2030
3230,Black,MISS_natural_gas_fired_combustion_turbine_1,NH3,1.4031390433446199e-11,2030
3231,Black,MISS_natural_gas_fired_combustion_turbine_1,NOx,3.3918625525271546e-11,2030
3232,Black,MISS_natural_gas_fired_combustion_turbine_1,PM2_5,4.702590928200348e-11,2030
3233,Black,MISS_natural_gas_fired_combustion_turbine_1,SOx,1.089326185652926e-12,2030
3234,Black,MISS_natural_gas_fired_combustion_turbine_1,VOC,2.1664527403144496e-12,2030
3235,Black,MISS_natural_gas_fired_combustion_turbine_2,NH3,4.4794877670761313e-11,2030
3236,Black,MISS_natural_gas_fired_combustion_turbine_2,NOx,3.019698949335131e-11,2030
3237,Black,MISS_natural_gas_fired_combustion_turbine_2,PM2_5,8.873882343057225e-11,2030
3238,Black,MISS_natural_gas_fired_combustion_turbine_2,SOx,1.3788158232747444e-12,2030
3239,Black,MISS_natural_gas_fired_combustion_turbine_2,VOC,1.340758998946534e-12,2030
3240,Black,MISS_natural_gas_internal_combustion_engine_1,NH3,0.0,2030
3241,Black,MISS_natural_gas_internal_combustion_engine_1,NOx,4.238844491000315e-10,2030
3242,Black,MISS_natural_gas_internal_combustion_engine_1,PM2_5,8.296655711984953e-10,2030
3243,Black,MISS_natural_gas_internal_combustion_engine_1,SOx,1.426892523720313e-11,2030
3244,Black,MISS_natural_gas_internal_combustion_engine_1,VOC,2.481364401535927e-11,2030
3245,Black,MISS_natural_gas_steam_turbine_1,NH3,2.8797372169431972e-11,2030
3246,Black,MISS_natural_gas_steam_turbine_1,NOx,2.3401482684329805e-10,2030
3247,Black,MISS_natural_gas_steam_turbine_1,PM2_5,8.123763072621465e-11,2030
3248,Black,MISS_natural_gas_steam_turbine_1,SOx,1.0472067783144403e-12,2030
3249,Black,MISS_natural_gas_steam_turbine_1,VOC,6.101314566337457e-12,2030
3250,Black,MISS_natural_gas_steam_turbine_2,NH3,3.138080598059496e-11,2030
3251,Black,MISS_natural_gas_steam_turbine_2,NOx,1.7482280679816728e-10,2030
3252,Black,MISS_natural_gas_steam_turbine_2,PM2_5,1.4188586409818084e-10,2030
3253,Black,MISS_natural_gas_steam_turbine_2,SOx,7.1731804255208194e-12,2030
3254,Black,MISS_natural_gas_steam_turbine_2,VOC,6.227809259499739e-12,2030
3255,Black,MISS_naturalgas_ccavgcf_moderate_0,NH3,3.860499327963334e-10,2030
3256,Black,MISS_naturalgas_ccavgcf_moderate_0,NOx,1.4193233162846624e-10,2030
3257,Black,MISS_naturalgas_ccavgcf_moderate_0,PM2_5,1.1373110252507162e-09,2030
3258,Black,MISS_naturalgas_ccavgcf_moderate_0,SOx,1.845822312269958e-11,2030
3259,Black,MISS_naturalgas_ccavgcf_moderate_0,VOC,1.1191551182705742e-11,2030
3260,Black,MISS_naturalgas_ccccsavgcf_conservative_0,NH3,4.3460966864857516e-10,2030
3261,Black,MISS_naturalgas_ccccsavgcf_conservative_0,NOx,1.5978545570633893e-10,2030
3262,Black,MISS_naturalgas_ccccsavgcf_conservative_0,PM2_5,1.2803690161589469e-09,2030
3263,Black,MISS_naturalgas_ccccsavgcf_conservative_0,SOx,2.0780012219246543e-11,2030
3264,Black,MISS_naturalgas_ccccsavgcf_conservative_0,VOC,1.259929349503423e-11,2030
3265,Black,MISS_naturalgas_ctavgcf_moderate_0,NH3,1.5322684606605648e-09,2030
3266,Black,MISS_naturalgas_ctavgcf_moderate_0,NOx,4.6450321947085414e-10,2030
3267,Black,MISS_naturalgas_ctavgcf_moderate_0,PM2_5,8.5893921282135e-10,2030
3268,Black,MISS_naturalgas_ctavgcf_moderate_0,SOx,1.6919913309724397e-11,2030
3269,Black,MISS_naturalgas_ctavgcf_moderate_0,VOC,1.5247062034530127e-11,2030
3270,Black,MISS_nuclear_1,NH3,0.0,2030
3271,Black,MISS_nuclear_1,NOx,0.0,2030
3272,Black,MISS_nuclear_1,PM2_5,0.0,2030
3273,Black,MISS_nuclear_1,SOx,0.0,2030
3274,Black,MISS_nuclear_1,VOC,0.0,2030
3275,Black,MISS_petroleum_liquids_1,NH3,2.8061768431401994e-11,2030
3276,Black,MISS_petroleum_liquids_1,NOx,3.414734306205723e-12,2030
3277,Black,MISS_petroleum_liquids_1,PM2_5,6.4734922335860356e-12,2030
3278,Black,MISS_petroleum_liquids_1,SOx,1.184218615968554e-12,2030
3279,Black,MISS_petroleum_liquids_1,VOC,1.6392816648991294e-13,2030
3280,Black,MISS_small_hydroelectric_1,NH3,0.0,2030
3281,Black,MISS_small_hydroelectric_1,NOx,0.0,2030
3282,Black,MISS_small_hydroelectric_1,PM2_5,0.0,2030
3283,Black,MISS_small_hydroelectric_1,SOx,0.0,2030
3284,Black,MISS_small_hydroelectric_1,VOC,0.0,2030
3285,Black,MISS_solar_photovoltaic_1,NH3,0.0,2030
3286,Black,MISS_solar_photovoltaic_1,NOx,0.0,2030
3287,Black,MISS_solar_photovoltaic_1,PM2_5,0.0,2030
3288,Black,MISS_solar_photovoltaic_1,SOx,0.0,2030
3289,Black,MISS_solar_photovoltaic_1,VOC,0.0,2030
3290,Black,MISW_batteries_1,NH3,0.0,2030
3291,Black,MISW_batteries_1,NOx,0.0,2030
3292,Black,MISW_batteries_1,PM2_5,0.0,2030
3293,Black,MISW_batteries_1,SOx,0.0,2030
3294,Black,MISW_batteries_1,VOC,0.0,2030
3295,Black,MISW_biomass_1,NH3,7.082963476515122e-12,2030
3296,Black,MISW_biomass_1,NOx,2.0473475605150874e-11,2030
3297,Black,MISW_biomass_1,PM2_5,1.8042846662730025e-11,2030
3298,Black,MISW_biomass_1,SOx,2.7106884987279166e-11,2030
3299,Black,MISW_biomass_1,VOC,3.744458081806249e-13,2030
3300,Black,MISW_biomass_2,NH3,2.3739833038477386e-11,2030
3301,Black,MISW_biomass_2,NOx,4.1466450751493075e-11,2030
3302,Black,MISW_biomass_2,PM2_5,1.0039819192030747e-10,2030
3303,Black,MISW_biomass_2,SOx,3.224357962879775e-11,2030
3304,Black,MISW_biomass_2,VOC,1.6810283414761635e-12,2030
3305,Black,MISW_conventional_hydroelectric_1,NH3,0.0,2030
3306,Black,MISW_conventional_hydroelectric_1,NOx,0.0,2030
3307,Black,MISW_conventional_hydroelectric_1,PM2_5,0.0,2030
3308,Black,MISW_conventional_hydroelectric_1,SOx,0.0,2030
3309,Black,MISW_conventional_hydroelectric_1,VOC,0.0,2030
3310,Black,MISW_conventional_steam_coal_1,NH3,2.7873119595229133e-13,2030
3311,Black,MISW_conventional_steam_coal_1,NOx,5.438112861459034e-11,2030
3312,Black,MISW_conventional_steam_coal_1,PM2_5,8.136096001656892e-12,2030
3313,Black,MISW_conventional_steam_coal_1,SOx,1.4638300245805155e-10,2030
3314,Black,MISW_conventional_steam_coal_1,VOC,1.4766587880014095e-13,2030
3315,Black,MISW_conventional_steam_coal_2,NH3,1.3888114441937962e-12,2030
3316,Black,MISW_conventional_steam_coal_2,NOx,5.011528975637896e-11,2030
3317,Black,MISW_conventional_steam_coal_2,PM2_5,2.187912285657072e-11,2030
3318,Black,MISW_conventional_steam_coal_2,SOx,1.7827437800668846e-10,2030
3319,Black,MISW_conventional_steam_coal_2,VOC,2.8553339320896883e-13,2030
3320,Black,MISW_natural_gas_fired_combined_cycle_1,NH3,3.406340006593328e-11,2030
3321,Black,MISW_natural_gas_fired_combined_cycle_1,NOx,1.9811455831533263e-11,2030
3322,Black,MISW_natural_gas_fired_combined_cycle_1,PM2_5,6.696200897986372e-12,2030
3323,Black,MISW_natural_gas_fired_combined_cycle_1,SOx,6.037677401132774e-13,2030
3324,Black,MISW_natural_gas_fired_combined_cycle_1,VOC,3.176022201732695e-13,2030
3325,Black,MISW_natural_gas_fired_combined_cycle_2,NH3,1.2885808692208724e-11,2030
3326,Black,MISW_natural_gas_fired_combined_cycle_2,NOx,4.311921050595156e-12,2030
3327,Black,MISW_natural_gas_fired_combined_cycle_2,PM2_5,5.925051002984617e-12,2030
3328,Black,MISW_natural_gas_fired_combined_cycle_2,SOx,3.4831633362208664e-13,2030
3329,Black,MISW_natural_gas_fired_combined_cycle_2,VOC,1.4430251510008997e-13,2030
3330,Black,MISW_natural_gas_fired_combustion_turbine_1,NH3,5.937970979117018e-12,2030
3331,Black,MISW_natural_gas_fired_combustion_turbine_1,NOx,1.3229284666663991e-11,2030
3332,Black,MISW_natural_gas_fired_combustion_turbine_1,PM2_5,1.0195949048320512e-11,2030
3333,Black,MISW_natural_gas_fired_combustion_turbine_1,SOx,2.3736126731640556e-13,2030
3334,Black,MISW_natural_gas_fired_combustion_turbine_1,VOC,1.2089592496686745e-13,2030
3335,Black,MISW_natural_gas_fired_combustion_turbine_2,NH3,1.0871089389784226e-11,2030
3336,Black,MISW_natural_gas_fired_combustion_turbine_2,NOx,1.6377701895418877e-11,2030
3337,Black,MISW_natural_gas_fired_combustion_turbine_2,PM2_5,3.650061332261813e-11,2030
3338,Black,MISW_natural_gas_fired_combustion_turbine_2,SOx,5.721924225853207e-13,2030
3339,Black,MISW_natural_gas_fired_combustion_turbine_2,VOC,1.4685076896537588e-13,2030
3340,Black,MISW_natural_gas_fired_combustion_turbine_3,NH3,9.021851046847436e-12,2030
3341,Black,MISW_natural_gas_fired_combustion_turbine_3,NOx,2.3144395209585936e-10,2030
3342,Black,MISW_natural_gas_fired_combustion_turbine_3,PM2_5,4.1424374192735e-11,2030
3343,Black,MISW_natural_gas_fired_combustion_turbine_3,SOx,9.764648377344403e-13,2030
3344,Black,MISW_natural_gas_fired_combustion_turbine_3,VOC,9.27781122041356e-13,2030
3345,Black,MISW_natural_gas_internal_combustion_engine_1,NH3,0.0,2030
3346,Black,MISW_natural_gas_internal_combustion_engine_1,NOx,6.464916657343634e-11,2030
3347,Black,MISW_natural_gas_internal_combustion_engine_1,PM2_5,9.999346589098299e-11,2030
3348,Black,MISW_natural_gas_internal_combustion_engine_1,SOx,3.217384748911206e-12,2030
3349,Black,MISW_natural_gas_internal_combustion_engine_1,VOC,1.883788467789995e-12,2030
3350,Black,MISW_natural_gas_steam_turbine_1,NH3,3.4850397054352185e-12,2030
3351,Black,MISW_natural_gas_steam_turbine_1,NOx,4.1955009137203076e-11,2030
3352,Black,MISW_natural_gas_steam_turbine_1,PM2_5,1.4267645975828538e-11,2030
3353,Black,MISW_natural_gas_steam_turbine_1,SOx,1.36888509187977e-12,2030
3354,Black,MISW_natural_gas_steam_turbine_1,VOC,6.161448485665117e-13,2030
3355,Black,MISW_naturalgas_ccavgcf_moderate_0,NH3,3.860499327963334e-10,2030
3356,Black,MISW_naturalgas_ccavgcf_moderate_0,NOx,1.4193233162846624e-10,2030
3357,Black,MISW_naturalgas_ccavgcf_moderate_0,PM2_5,1.1373110252507162e-09,2030
3358,Black,MISW_naturalgas_ccavgcf_moderate_0,SOx,1.845822312269958e-11,2030
3359,Black,MISW_naturalgas_ccavgcf_moderate_0,VOC,1.1191551182705742e-11,2030
3360,Black,MISW_naturalgas_ccccsavgcf_conservative_0,NH3,4.3460966864857516e-10,2030
3361,Black,MISW_naturalgas_ccccsavgcf_conservative_0,NOx,1.5978545570633893e-10,2030
3362,Black,MISW_naturalgas_ccccsavgcf_conservative_0,PM2_5,1.2803690161589469e-09,2030
3363,Black,MISW_naturalgas_ccccsavgcf_conservative_0,SOx,2.0780012219246543e-11,2030
3364,Black,MISW_naturalgas_ccccsavgcf_conservative_0,VOC,1.259929349503423e-11,2030
3365,Black,MISW_naturalgas_ctavgcf_moderate_0,NH3,1.5322684606605648e-09,2030
3366,Black,MISW_naturalgas_ctavgcf_moderate_0,NOx,4.6450321947085414e-10,2030
3367,Black,MISW_naturalgas_ctavgcf_moderate_0,PM2_5,8.5893921282135e-10,2030
3368,Black,MISW_naturalgas_ctavgcf_moderate_0,SOx,1.6919913309724397e-11,2030
3369,Black,MISW_naturalgas_ctavgcf_moderate_0,VOC,1.5247062034530127e-11,2030
3370,Black,MISW_nuclear_1,NH3,0.0,2030
3371,Black,MISW_nuclear_1,NOx,0.0,2030
3372,Black,MISW_nuclear_1,PM2_5,0.0,2030
3373,Black,MISW_nuclear_1,SOx,0.0,2030
3374,Black,MISW_nuclear_1,VOC,0.0,2030
3375,Black,MISW_onshore_wind_turbine_1,NH3,0.0,2030
3376,Black,MISW_onshore_wind_turbine_1,NOx,0.0,2030
3377,Black,MISW_onshore_wind_turbine_1,PM2_5,0.0,2030
3378,Black,MISW_onshore_wind_turbine_1,SOx,0.0,2030
3379,Black,MISW_onshore_wind_turbine_1,VOC,0.0,2030
3380,Black,MISW_petroleum_liquids_1,NH3,8.712721041108308e-12,2030
3381,Black,MISW_petroleum_liquids_1,NOx,1.8811251780418402e-11,2030
3382,Black,MISW_petroleum_liquids_1,PM2_5,1.200760988709848e-11,2030
3383,Black,MISW_petroleum_liquids_1,SOx,7.404262174432553e-12,2030
3384,Black,MISW_petroleum_liquids_1,VOC,2.8109473814987896e-14,2030
3385,Black,MISW_small_hydroelectric_1,NH3,0.0,2030
3386,Black,MISW_small_hydroelectric_1,NOx,0.0,2030
3387,Black,MISW_small_hydroelectric_1,PM2_5,0.0,2030
3388,Black,MISW_small_hydroelectric_1,SOx,0.0,2030
3389,Black,MISW_small_hydroelectric_1,VOC,0.0,2030
3390,Black,MISW_solar_photovoltaic_1,NH3,0.0,2030
3391,Black,MISW_solar_photovoltaic_1,NOx,0.0,2030
3392,Black,MISW_solar_photovoltaic_1,PM2_5,0.0,2030
3393,Black,MISW_solar_photovoltaic_1,SOx,0.0,2030
3394,Black,MISW_solar_photovoltaic_1,VOC,0.0,2030
3395,Black,NWPP_batteries_1,NH3,0.0,2030
3396,Black,NWPP_batteries_1,NOx,0.0,2030
3397,Black,NWPP_batteries_1,PM2_5,0.0,2030
3398,Black,NWPP_batteries_1,SOx,0.0,2030
3399,Black,NWPP_batteries_1,VOC,0.0,2030
3400,Black,NWPP_biomass_1,NH3,6.822601507796228e-12,2030
3401,Black,NWPP_biomass_1,NOx,1.0239387805523037e-11,2030
3402,Black,NWPP_biomass_1,PM2_5,3.189756227891427e-11,2030
3403,Black,NWPP_biomass_1,SOx,1.0818626349869572e-11,2030
3404,Black,NWPP_biomass_1,VOC,2.9520319852569255e-13,2030
3405,Black,NWPP_biomass_2,NH3,1.3528112758883085e-12,2030
3406,Black,NWPP_biomass_2,NOx,6.715344391970887e-12,2030
3407,Black,NWPP_biomass_2,PM2_5,4.862544717824779e-12,2030
3408,Black,NWPP_biomass_2,SOx,7.479863038976752e-12,2030
3409,Black,NWPP_biomass_2,VOC,8.62498120236361e-14,2030
3410,Black,NWPP_conventional_hydroelectric_1,NH3,0.0,2030
3411,Black,NWPP_conventional_hydroelectric_1,NOx,0.0,2030
3412,Black,NWPP_conventional_hydroelectric_1,PM2_5,0.0,2030
3413,Black,NWPP_conventional_hydroelectric_1,SOx,0.0,2030
3414,Black,NWPP_conventional_hydroelectric_1,VOC,0.0,2030
3415,Black,NWPP_conventional_steam_coal_1,NH3,8.087013486180006e-16,2030
3416,Black,NWPP_conventional_steam_coal_1,NOx,1.951836688445325e-11,2030
3417,Black,NWPP_conventional_steam_coal_1,PM2_5,3.886361950997614e-12,2030
3418,Black,NWPP_conventional_steam_coal_1,SOx,1.3335577887853215e-11,2030
3419,Black,NWPP_conventional_steam_coal_1,VOC,7.87968645731556e-14,2030
3420,Black,NWPP_conventional_steam_coal_2,NH3,1.9220201235405284e-13,2030
3421,Black,NWPP_conventional_steam_coal_2,NOx,1.3425240252428973e-11,2030
3422,Black,NWPP_conventional_steam_coal_2,PM2_5,2.470689079819875e-12,2030
3423,Black,NWPP_conventional_steam_coal_2,SOx,2.7732001028798593e-11,2030
3424,Black,NWPP_conventional_steam_coal_2,VOC,2.6553315231116326e-14,2030
3425,Black,NWPP_geothermal_1,NH3,0.0,2030
3426,Black,NWPP_geothermal_1,NOx,0.0,2030
3427,Black,NWPP_geothermal_1,PM2_5,0.0,2030
3428,Black,NWPP_geothermal_1,SOx,0.0,2030
3429,Black,NWPP_geothermal_1,VOC,0.0,2030
3430,Black,NWPP_hydroelectric_pumped_storage_1,NH3,0.0,2030
3431,Black,NWPP_hydroelectric_pumped_storage_1,NOx,0.0,2030
3432,Black,NWPP_hydroelectric_pumped_storage_1,PM2_5,0.0,2030
3433,Black,NWPP_hydroelectric_pumped_storage_1,SOx,0.0,2030
3434,Black,NWPP_hydroelectric_pumped_storage_1,VOC,0.0,2030
3435,Black,NWPP_natural_gas_fired_combined_cycle_1,NH3,4.2845145828846655e-13,2030
3436,Black,NWPP_natural_gas_fired_combined_cycle_1,NOx,8.41844784931363e-13,2030
3437,Black,NWPP_natural_gas_fired_combined_cycle_1,PM2_5,2.4949608289139208e-12,2030
3438,Black,NWPP_natural_gas_fired_combined_cycle_1,SOx,1.8290233619786294e-13,2030
3439,Black,NWPP_natural_gas_fired_combined_cycle_1,VOC,1.9451053371910652e-14,2030
3440,Black,NWPP_natural_gas_fired_combined_cycle_2,NH3,1.2730917844234768e-12,2030
3441,Black,NWPP_natural_gas_fired_combined_cycle_2,NOx,1.1862685392550746e-12,2030
3442,Black,NWPP_natural_gas_fired_combined_cycle_2,PM2_5,7.197171749277475e-12,2030
3443,Black,NWPP_natural_gas_fired_combined_cycle_2,SOx,1.3811442237191064e-13,2030
3444,Black,NWPP_natural_gas_fired_combined_cycle_2,VOC,8.780048354339906e-14,2030
3445,Black,NWPP_natural_gas_fired_combustion_turbine_1,NH3,3.899771812467632e-13,2030
3446,Black,NWPP_natural_gas_fired_combustion_turbine_1,NOx,1.3616580399569297e-12,2030
3447,Black,NWPP_natural_gas_fired_combustion_turbine_1,PM2_5,1.3933158152361913e-12,2030
3448,Black,NWPP_natural_gas_fired_combustion_turbine_1,SOx,3.7813961524841434e-14,2030
3449,Black,NWPP_natural_gas_fired_combustion_turbine_1,VOC,2.6742218352574745e-14,2030
3450,Black,NWPP_natural_gas_fired_combustion_turbine_2,NH3,6.320476795180253e-12,2030
3451,Black,NWPP_natural_gas_fired_combustion_turbine_2,NOx,4.829457119934399e-12,2030
