,Race,Cluster,Pollutant,Exposure,year
43,Asian,BASN_natural_gas_fired_combined_cycle_2,SOx,2.305379280408508e-13,2030
44,Asian,BASN_natural_gas_fired_combined_cycle_2,VOC,6.44129180776734e-13,2030
45,Asian,BASN_natural_gas_fired_combustion_turbine_1,NH3,3.166110705406532e-11,2030
46,Asian,BASN_natural_gas_fired_combustion_turbine_1,NOx,9.09562080277283e-12,2030
47,Asian,BASN_natural_gas_fired_combustion_turbine_1,PM2_5,2.1902827545752408e-10,2030
48,Asian,BASN_natural_gas_fired_combustion_turbine_1,SOx,2.2990333452769557e-13,2030
49,Asian,BASN_natural_gas_fired_combustion_turbine_1,VOC,1.750123386335398e-12,2030
50,Asian,BASN_natural_gas_fired_combustion_turbine_2,NH3,1.2902469005386725e-11,2030
51,Asian,BASN_natural_gas_fired_combustion_turbine_2,NOx,5.720270565060511e-12,2030
52,Asian,BASN_natural_gas_fired_combustion_turbine_2,PM2_5,3.69600003433663e-11,2030
53,Asian,BASN_natural_gas_fired_combustion_turbine_2,SOx,1.3700340510649257e-13,2030
54,Asian,BASN_natural_gas_fired_combustion_turbine_2,VOC,5.001333751406965e-13,2030
55,Asian,BASN_natural_gas_internal_combustion_engine_1,NH3,0.0,2030
56,Asian,BASN_natural_gas_internal_combustion_engine_1,NOx,5.308859435887887e-11,2030
57,Asian,BASN_natural_gas_internal_combustion_engine_1,PM2_5,2.0927350177386532e-10,2030
58,Asian,BASN_natural_gas_internal_combustion_engine_1,SOx,2.015689399386486e-12,2030
59,Asian,BASN_natural_gas_internal_combustion_engine_1,VOC,4.119874945256639e-12,2030
60,Asian,BASN_natural_gas_steam_turbine_1,NH3,1.5197785145761232e-11,2030
61,Asian,BASN_natural_gas_steam_turbine_1,NOx,3.8995048069107843e-11,2030
62,Asian,BASN_natural_gas_steam_turbine_1,PM2_5,8.949361027881841e-11,2030
63,Asian,BASN_natural_gas_steam_turbine_1,SOx,2.048789392336343e-13,2030
64,Asian,BASN_natural_gas_steam_turbine_1,VOC,3.057306136630533e-12,2030
65,Asian,BASN_naturalgas_ccavgcf_moderate_0,NH3,6.945039686174491e-10,2030
66,Asian,BASN_naturalgas_ccavgcf_moderate_0,NOx,1.73978433369955e-10,2030
67,Asian,BASN_naturalgas_ccavgcf_moderate_0,PM2_5,2.192694935317383e-09,2030
68,Asian,BASN_naturalgas_ccavgcf_moderate_0,SOx,2.108694182935366e-11,2030
69,Asian,BASN_naturalgas_ccavgcf_moderate_0,VOC,1.6010308360054704e-11,2030
70,Asian,BASN_naturalgas_ctavgcf_moderate_0,NH3,2.7565515244282747e-09,2030
71,Asian,BASN_naturalgas_ctavgcf_moderate_0,NOx,5.693807882486521e-10,2030
72,Asian,BASN_naturalgas_ctavgcf_moderate_0,PM2_5,1.6560040504232403e-09,2030
73,Asian,BASN_naturalgas_ctavgcf_moderate_0,SOx,1.9329554406739238e-11,2030
74,Asian,BASN_naturalgas_ctavgcf_moderate_0,VOC,2.181200446850514e-11,2030
75,Asian,BASN_onshore_wind_turbine_1,NH3,0.0,2030
76,Asian,BASN_onshore_wind_turbine_1,NOx,0.0,2030
77,Asian,BASN_onshore_wind_turbine_1,PM2_5,0.0,2030
78,Asian,BASN_onshore_wind_turbine_1,SOx,0.0,2030
79,Asian,BASN_onshore_wind_turbine_1,VOC,0.0,2030
80,Asian,BASN_petroleum_liquids_1,NH3,6.113943949519609e-12,2030
81,Asian,BASN_petroleum_liquids_1,NOx,4.773353513321048e-12,2030
82,Asian,BASN_petroleum_liquids_1,PM2_5,9.173231494890488e-12,2030
83,Asian,BASN_petroleum_liquids_1,SOx,9.773988561897596e-13,2030
84,Asian,BASN_petroleum_liquids_1,VOC,2.861897272443264e-14,2030
85,Asian,BASN_small_hydroelectric_1,NH3,0.0,2030
86,Asian,BASN_small_hydroelectric_1,NOx,0.0,2030
87,Asian,BASN_small_hydroelectric_1,PM2_5,0.0,2030
88,Asian,BASN_small_hydroelectric_1,SOx,0.0,2030
89,Asian,BASN_small_hydroelectric_1,VOC,0.0,2030
90,Asian,BASN_solar_photovoltaic_1,NH3,0.0,2030
91,Asian,BASN_solar_photovoltaic_1,NOx,0.0,2030
92,Asian,BASN_solar_photovoltaic_1,PM2_5,0.0,2030
93,Asian,BASN_solar_photovoltaic_1,SOx,0.0,2030
94,Asian,BASN_solar_photovoltaic_1,VOC,0.0,2030
95,Asian,CANO_batteries_1,NH3,0.0,2030
96,Asian,CANO_batteries_1,NOx,0.0,2030
97,Asian,CANO_batteries_1,PM2_5,0.0,2030
98,Asian,CANO_batteries_1,SOx,0.0,2030
99,Asian,CANO_batteries_1,VOC,0.0,2030
100,Asian,CANO_biomass_1,NH3,6.636966671264246e-11,2030
101,Asian,CANO_biomass_1,NOx,1.0778217918163794e-10,2030
102,Asian,CANO_biomass_1,PM2_5,2.9324142562534095e-10,2030
103,Asian,CANO_biomass_1,SOx,2.0914433777175525e-10,2030
104,Asian,CANO_biomass_1,VOC,4.94822946919316e-12,2030
105,Asian,CANO_biomass_2,NH3,7.713302843627679e-12,2030
106,Asian,CANO_biomass_2,NOx,2.6626398287302843e-11,2030
107,Asian,CANO_biomass_2,PM2_5,3.22397976889319e-11,2030
108,Asian,CANO_biomass_2,SOx,5.4990225574604576e-11,2030
109,Asian,CANO_biomass_2,VOC,7.675380532496476e-13,2030
110,Asian,CANO_conventional_hydroelectric_1,NH3,0.0,2030
111,Asian,CANO_conventional_hydroelectric_1,NOx,0.0,2030
112,Asian,CANO_conventional_hydroelectric_1,PM2_5,0.0,2030
113,Asian,CANO_conventional_hydroelectric_1,SOx,0.0,2030
114,Asian,CANO_conventional_hydroelectric_1,VOC,0.0,2030
115,Asian,CANO_hydroelectric_pumped_storage_1,NH3,0.0,2030
116,Asian,CANO_hydroelectric_pumped_storage_1,NOx,0.0,2030
117,Asian,CANO_hydroelectric_pumped_storage_1,PM2_5,0.0,2030
118,Asian,CANO_hydroelectric_pumped_storage_1,SOx,0.0,2030
119,Asian,CANO_hydroelectric_pumped_storage_1,VOC,0.0,2030
120,Asian,CANO_natural_gas_fired_combined_cycle_1,NH3,9.601162227875721e-11,2030
121,Asian,CANO_natural_gas_fired_combined_cycle_1,NOx,2.968688517194734e-11,2030
122,Asian,CANO_natural_gas_fired_combined_cycle_1,PM2_5,3.268960483322694e-10,2030
123,Asian,CANO_natural_gas_fired_combined_cycle_1,SOx,1.9671882855353774e-12,2030
124,Asian,CANO_natural_gas_fired_combined_cycle_1,VOC,2.9745839184595127e-12,2030
125,Asian,CANO_natural_gas_fired_combined_cycle_2,NH3,2.773506532871229e-11,2030
126,Asian,CANO_natural_gas_fired_combined_cycle_2,NOx,7.1294779335310736e-12,2030
127,Asian,CANO_natural_gas_fired_combined_cycle_2,PM2_5,9.670041357185136e-11,2030
128,Asian,CANO_natural_gas_fired_combined_cycle_2,SOx,1.478326469295833e-12,2030
129,Asian,CANO_natural_gas_fired_combined_cycle_2,VOC,8.57053488520702e-13,2030
130,Asian,CANO_natural_gas_fired_combustion_turbine_1,NH3,1.5891954783039163e-11,2030
131,Asian,CANO_natural_gas_fired_combustion_turbine_1,NOx,9.05723562226574e-12,2030
132,Asian,CANO_natural_gas_fired_combustion_turbine_1,PM2_5,4.8936998146698976e-11,2030
133,Asian,CANO_natural_gas_fired_combustion_turbine_1,SOx,1.0170485978575313e-12,2030
134,Asian,CANO_natural_gas_fired_combustion_turbine_1,VOC,6.231160537019238e-13,2030
135,Asian,CANO_natural_gas_fired_combustion_turbine_2,NH3,1.1157794583249725e-10,2030
136,Asian,CANO_natural_gas_fired_combustion_turbine_2,NOx,6.791597494897178e-11,2030
137,Asian,CANO_natural_gas_fired_combustion_turbine_2,PM2_5,3.0796616870178994e-10,2030
138,Asian,CANO_natural_gas_fired_combustion_turbine_2,SOx,2.1742577525538834e-12,2030
139,Asian,CANO_natural_gas_fired_combustion_turbine_2,VOC,7.087467228992269e-12,2030
140,Asian,CANO_natural_gas_internal_combustion_engine_1,NH3,0.0,2030
141,Asian,CANO_natural_gas_internal_combustion_engine_1,NOx,3.520793535123216e-10,2030
142,Asian,CANO_natural_gas_internal_combustion_engine_1,PM2_5,2.078156516024496e-09,2030
143,Asian,CANO_natural_gas_internal_combustion_engine_1,SOx,1.3775863276602351e-11,2030
144,Asian,CANO_natural_gas_internal_combustion_engine_1,VOC,2.798638254572921e-11,2030
145,Asian,CANO_natural_gas_steam_turbine_1,NH3,5.1372603365042646e-11,2030
146,Asian,CANO_natural_gas_steam_turbine_1,NOx,5.846838940851108e-10,2030
147,Asian,CANO_natural_gas_steam_turbine_1,PM2_5,5.047874417725549e-10,2030
148,Asian,CANO_natural_gas_steam_turbine_1,SOx,4.316157752715121e-12,2030
149,Asian,CANO_natural_gas_steam_turbine_1,VOC,1.3440586211155855e-11,2030
150,Asian,CANO_naturalgas_ccavgcf_moderate_0,NH3,6.945039686174491e-10,2030
151,Asian,CANO_naturalgas_ccavgcf_moderate_0,NOx,1.73978433369955e-10,2030
152,Asian,CANO_naturalgas_ccavgcf_moderate_0,PM2_5,2.192694935317383e-09,2030
153,Asian,CANO_naturalgas_ccavgcf_moderate_0,SOx,2.108694182935366e-11,2030
154,Asian,CANO_naturalgas_ccavgcf_moderate_0,VOC,1.6010308360054704e-11,2030
155,Asian,CANO_naturalgas_ccccsavgcf_conservative_0,NH3,7.818629462730957e-10,2030
156,Asian,CANO_naturalgas_ccccsavgcf_conservative_0,NOx,1.9586251467413028e-10,2030
157,Asian,CANO_naturalgas_ccccsavgcf_conservative_0,PM2_5,2.4685056109599347e-09,2030
158,Asian,CANO_naturalgas_ccccsavgcf_conservative_0,SOx,2.373938737441064e-11,2030
159,Asian,CANO_naturalgas_ccccsavgcf_conservative_0,VOC,1.802418361457023e-11,2030
160,Asian,CANO_naturalgas_ctavgcf_moderate_0,NH3,2.7565515244282747e-09,2030
161,Asian,CANO_naturalgas_ctavgcf_moderate_0,NOx,5.693807882486521e-10,2030
162,Asian,CANO_naturalgas_ctavgcf_moderate_0,PM2_5,1.6560040504232403e-09,2030
163,Asian,CANO_naturalgas_ctavgcf_moderate_0,SOx,1.9329554406739238e-11,2030
164,Asian,CANO_naturalgas_ctavgcf_moderate_0,VOC,2.181200446850514e-11,2030
165,Asian,CANO_onshore_wind_turbine_1,NH3,0.0,2030
166,Asian,CANO_onshore_wind_turbine_1,NOx,0.0,2030
167,Asian,CANO_onshore_wind_turbine_1,PM2_5,0.0,2030
168,Asian,CANO_onshore_wind_turbine_1,SOx,0.0,2030
169,Asian,CANO_onshore_wind_turbine_1,VOC,0.0,2030
170,Asian,CANO_petroleum_liquids_1,NH3,5.797368077776319e-10,2030
171,Asian,CANO_petroleum_liquids_1,NOx,2.4962389965453424e-10,2030
172,Asian,CANO_petroleum_liquids_1,PM2_5,1.5500664506821133e-09,2030
173,Asian,CANO_petroleum_liquids_1,SOx,1.7812801335138435e-11,2030
174,Asian,CANO_petroleum_liquids_1,VOC,2.5094001553826447e-12,2030
175,Asian,CANO_small_hydroelectric_1,NH3,0.0,2030
176,Asian,CANO_small_hydroelectric_1,NOx,0.0,2030
177,Asian,CANO_small_hydroelectric_1,PM2_5,0.0,2030
178,Asian,CANO_small_hydroelectric_1,SOx,0.0,2030
179,Asian,CANO_small_hydroelectric_1,VOC,0.0,2030
180,Asian,CANO_solar_photovoltaic_1,NH3,0.0,2030
181,Asian,CANO_solar_photovoltaic_1,NOx,0.0,2030
182,Asian,CANO_solar_photovoltaic_1,PM2_5,0.0,2030
183,Asian,CANO_solar_photovoltaic_1,SOx,0.0,2030
184,Asian,CANO_solar_photovoltaic_1,VOC,0.0,2030
185,Asian,CASO_batteries_1,NH3,0.0,2030
186,Asian,CASO_batteries_1,NOx,0.0,2030
187,Asian,CASO_batteries_1,PM2_5,0.0,2030
188,Asian,CASO_batteries_1,SOx,0.0,2030
189,Asian,CASO_batteries_1,VOC,0.0,2030
190,Asian,CASO_biomass_1,NH3,4.36967818157712e-10,2030
191,Asian,CASO_biomass_1,NOx,3.765939663084509e-10,2030
192,Asian,CASO_biomass_1,PM2_5,1.4763306903077467e-09,2030
193,Asian,CASO_biomass_1,SOx,1.2138176636384567e-09,2030
194,Asian,CASO_biomass_1,VOC,2.2782604147039938e-11,2030
195,Asian,CASO_biomass_2,NH3,2.5285791920947634e-10,2030
196,Asian,CASO_biomass_2,NOx,2.4393614882568674e-10,2030
197,Asian,CASO_biomass_2,PM2_5,9.729047994309617e-10,2030
198,Asian,CASO_biomass_2,SOx,6.826926377665894e-10,2030
199,Asian,CASO_biomass_2,VOC,1.4832735149927104e-11,2030
200,Asian,CASO_conventional_hydroelectric_1,NH3,0.0,2030
201,Asian,CASO_conventional_hydroelectric_1,NOx,0.0,2030
202,Asian,CASO_conventional_hydroelectric_1,PM2_5,0.0,2030
203,Asian,CASO_conventional_hydroelectric_1,SOx,0.0,2030
204,Asian,CASO_conventional_hydroelectric_1,VOC,0.0,2030
205,Asian,CASO_conventional_steam_coal_1,NH3,1.4622850561157227e-12,2030
206,Asian,CASO_conventional_steam_coal_1,NOx,2.5656736249779963e-11,2030
207,Asian,CASO_conventional_steam_coal_1,PM2_5,3.3247816258444764e-11,2030
208,Asian,CASO_conventional_steam_coal_1,SOx,1.6949202619993076e-10,2030
209,Asian,CASO_conventional_steam_coal_1,VOC,2.540571353979773e-13,2030
210,Asian,CASO_hydroelectric_pumped_storage_1,NH3,0.0,2030
211,Asian,CASO_hydroelectric_pumped_storage_1,NOx,0.0,2030
212,Asian,CASO_hydroelectric_pumped_storage_1,PM2_5,0.0,2030
213,Asian,CASO_hydroelectric_pumped_storage_1,SOx,0.0,2030
214,Asian,CASO_hydroelectric_pumped_storage_1,VOC,0.0,2030
215,Asian,CASO_natural_gas_fired_combined_cycle_1,NH3,2.6368326613641664e-10,2030
216,Asian,CASO_natural_gas_fired_combined_cycle_1,NOx,9.70408306060741e-11,2030
217,Asian,CASO_natural_gas_fired_combined_cycle_1,PM2_5,8.946233506946559e-10,2030
218,Asian,CASO_natural_gas_fired_combined_cycle_1,SOx,1.1585416893553778e-11,2030
219,Asian,CASO_natural_gas_fired_combined_cycle_1,VOC,5.785352855408176e-12,2030
220,Asian,CASO_natural_gas_fired_combined_cycle_2,NH3,1.1405930770756478e-10,2030
221,Asian,CASO_natural_gas_fired_combined_cycle_2,NOx,1.3254065794244001e-11,2030
222,Asian,CASO_natural_gas_fired_combined_cycle_2,PM2_5,1.1024807124961186e-10,2030
223,Asian,CASO_natural_gas_fired_combined_cycle_2,SOx,3.890160192721822e-12,2030
224,Asian,CASO_natural_gas_fired_combined_cycle_2,VOC,1.839770448473169e-12,2030
225,Asian,CASO_natural_gas_fired_combustion_turbine_1,NH3,1.5710190861674674e-10,2030
226,Asian,CASO_natural_gas_fired_combustion_turbine_1,NOx,5.5226323614710215e-11,2030
227,Asian,CASO_natural_gas_fired_combustion_turbine_1,PM2_5,5.458085244604903e-10,2030
228,Asian,CASO_natural_gas_fired_combustion_turbine_1,SOx,3.976495535069987e-12,2030
229,Asian,CASO_natural_gas_fired_combustion_turbine_1,VOC,3.664635962576281e-12,2030
230,Asian,CASO_natural_gas_fired_combustion_turbine_2,NH3,2.2960985935997453e-10,2030
231,Asian,CASO_natural_gas_fired_combustion_turbine_2,NOx,5.881155511284747e-11,2030
232,Asian,CASO_natural_gas_fired_combustion_turbine_2,PM2_5,3.8352265390707937e-10,2030
233,Asian,CASO_natural_gas_fired_combustion_turbine_2,SOx,5.629997047825787e-12,2030
234,Asian,CASO_natural_gas_fired_combustion_turbine_2,VOC,4.465847924678946e-12,2030
235,Asian,CASO_natural_gas_internal_combustion_engine_1,NH3,0.0,2030
236,Asian,CASO_natural_gas_internal_combustion_engine_1,NOx,5.373732668134254e-10,2030
237,Asian,CASO_natural_gas_internal_combustion_engine_1,PM2_5,3.0024418948630827e-09,2030
238,Asian,CASO_natural_gas_internal_combustion_engine_1,SOx,5.891833326656222e-11,2030
239,Asian,CASO_natural_gas_internal_combustion_engine_1,VOC,4.317035236907718e-11,2030
240,Asian,CASO_natural_gas_steam_turbine_1,NH3,3.449792923647402e-10,2030
241,Asian,CASO_natural_gas_steam_turbine_1,NOx,1.2120523964328218e-09,2030
242,Asian,CASO_natural_gas_steam_turbine_1,PM2_5,1.8498258049879385e-09,2030
243,Asian,CASO_natural_gas_steam_turbine_1,SOx,6.827841632284095e-11,2030
244,Asian,CASO_natural_gas_steam_turbine_1,VOC,3.6385773808503895e-11,2030
245,Asian,CASO_naturalgas_ccavgcf_moderate_0,NH3,6.945039686174491e-10,2030
246,Asian,CASO_naturalgas_ccavgcf_moderate_0,NOx,1.73978433369955e-10,2030
247,Asian,CASO_naturalgas_ccavgcf_moderate_0,PM2_5,2.192694935317383e-09,2030
248,Asian,CASO_naturalgas_ccavgcf_moderate_0,SOx,2.108694182935366e-11,2030
249,Asian,CASO_naturalgas_ccavgcf_moderate_0,VOC,1.6010308360054704e-11,2030
250,Asian,CASO_naturalgas_ccccsavgcf_conservative_0,NH3,7.818629462730957e-10,2030
251,Asian,CASO_naturalgas_ccccsavgcf_conservative_0,NOx,1.9586251467413028e-10,2030
252,Asian,CASO_naturalgas_ccccsavgcf_conservative_0,PM2_5,2.4685056109599347e-09,2030
253,Asian,CASO_naturalgas_ccccsavgcf_conservative_0,SOx,2.373938737441064e-11,2030
254,Asian,CASO_naturalgas_ccccsavgcf_conservative_0,VOC,1.802418361457023e-11,2030
255,Asian,CASO_naturalgas_ctavgcf_moderate_0,NH3,2.7565515244282747e-09,2030
256,Asian,CASO_naturalgas_ctavgcf_moderate_0,NOx,5.693807882486521e-10,2030
257,Asian,CASO_naturalgas_ctavgcf_moderate_0,PM2_5,1.6560040504232403e-09,2030
258,Asian,CASO_naturalgas_ctavgcf_moderate_0,SOx,1.9329554406739238e-11,2030
259,Asian,CASO_naturalgas_ctavgcf_moderate_0,VOC,2.181200446850514e-11,2030
260,Asian,CASO_onshore_wind_turbine_1,NH3,0.0,2030
261,Asian,CASO_onshore_wind_turbine_1,NOx,0.0,2030
262,Asian,CASO_onshore_wind_turbine_1,PM2_5,0.0,2030
263,Asian,CASO_onshore_wind_turbine_1,SOx,0.0,2030
264,Asian,CASO_onshore_wind_turbine_1,VOC,0.0,2030
265,Asian,CASO_petroleum_liquids_1,NH3,2.8205593386321043e-10,2030
266,Asian,CASO_petroleum_liquids_1,NOx,1.1636893409954286e-10,2030
267,Asian,CASO_petroleum_liquids_1,PM2_5,4.992127743056549e-10,2030
268,Asian,CASO_petroleum_liquids_1,SOx,2.1576294699901302e-11,2030
269,Asian,CASO_petroleum_liquids_1,VOC,7.981552580756742e-13,2030
270,Asian,CASO_small_hydroelectric_1,NH3,0.0,2030
271,Asian,CASO_small_hydroelectric_1,NOx,0.0,2030
272,Asian,CASO_small_hydroelectric_1,PM2_5,0.0,2030
273,Asian,CASO_small_hydroelectric_1,SOx,0.0,2030
274,Asian,CASO_small_hydroelectric_1,VOC,0.0,2030
275,Asian,CASO_solar_photovoltaic_1,NH3,0.0,2030
276,Asian,CASO_solar_photovoltaic_1,NOx,0.0,2030
277,Asian,CASO_solar_photovoltaic_1,PM2_5,0.0,2030
278,Asian,CASO_solar_photovoltaic_1,SOx,0.0,2030
279,Asian,CASO_solar_photovoltaic_1,VOC,0.0,2030
280,Asian,FRCC_batteries_1,NH3,0.0,2030
281,Asian,FRCC_batteries_1,NOx,0.0,2030
282,Asian,FRCC_batteries_1,PM2_5,0.0,2030
283,Asian,FRCC_batteries_1,SOx,0.0,2030
284,Asian,FRCC_batteries_1,VOC,0.0,2030
285,Asian,FRCC_biomass_1,NH3,2.681879962904604e-11,2030
286,Asian,FRCC_biomass_1,NOx,8.404165022564275e-12,2030
287,Asian,FRCC_biomass_1,PM2_5,5.799623807874052e-11,2030
288,Asian,FRCC_biomass_1,SOx,4.874415718315251e-11,2030
289,Asian,FRCC_biomass_1,VOC,1.5670153232171597e-12,2030
290,Asian,FRCC_biomass_2,NH3,9.432425920620354e-12,2030
291,Asian,FRCC_biomass_2,NOx,8.716981672564299e-12,2030
292,Asian,FRCC_biomass_2,PM2_5,1.9544200286457673e-11,2030
293,Asian,FRCC_biomass_2,SOx,3.43238384981812e-11,2030
294,Asian,FRCC_biomass_2,VOC,7.082197882067644e-13,2030
295,Asian,FRCC_conventional_hydroelectric_1,NH3,0.0,2030
296,Asian,FRCC_conventional_hydroelectric_1,NOx,0.0,2030
297,Asian,FRCC_conventional_hydroelectric_1,PM2_5,0.0,2030
298,Asian,FRCC_conventional_hydroelectric_1,SOx,0.0,2030
299,Asian,FRCC_conventional_hydroelectric_1,VOC,0.0,2030
300,Asian,FRCC_conventional_steam_coal_1,NH3,1.2557414622902336e-11,2030
301,Asian,FRCC_conventional_steam_coal_1,NOx,8.286442709926538e-12,2030
302,Asian,FRCC_conventional_steam_coal_1,PM2_5,4.930450269059138e-11,2030
303,Asian,FRCC_conventional_steam_coal_1,SOx,8.332487102262426e-11,2030
304,Asian,FRCC_conventional_steam_coal_1,VOC,3.704445460694562e-13,2030
305,Asian,FRCC_conventional_steam_coal_2,NH3,2.6326498226965997e-12,2030
306,Asian,FRCC_conventional_steam_coal_2,NOx,1.708694977934398e-11,2030
307,Asian,FRCC_conventional_steam_coal_2,PM2_5,2.7521136200104117e-11,2030
308,Asian,FRCC_conventional_steam_coal_2,SOx,6.039480106828687e-11,2030
309,Asian,FRCC_conventional_steam_coal_2,VOC,2.7455351290639977e-13,2030
310,Asian,FRCC_natural_gas_fired_combined_cycle_1,NH3,8.779953169021606e-12,2030
311,Asian,FRCC_natural_gas_fired_combined_cycle_1,NOx,3.9470282085920964e-12,2030
312,Asian,FRCC_natural_gas_fired_combined_cycle_1,PM2_5,2.0721568838602802e-11,2030
313,Asian,FRCC_natural_gas_fired_combined_cycle_1,SOx,5.530957903242037e-13,2030
314,Asian,FRCC_natural_gas_fired_combined_cycle_1,VOC,6.275826982487673e-13,2030
315,Asian,FRCC_natural_gas_fired_combined_cycle_2,NH3,6.420081186246135e-12,2030
316,Asian,FRCC_natural_gas_fired_combined_cycle_2,NOx,1.08924676763842e-12,2030
317,Asian,FRCC_natural_gas_fired_combined_cycle_2,PM2_5,1.3438116139409024e-11,2030
318,Asian,FRCC_natural_gas_fired_combined_cycle_2,SOx,2.864902455293794e-13,2030
319,Asian,FRCC_natural_gas_fired_combined_cycle_2,VOC,1.797517628059771e-13,2030
320,Asian,FRCC_natural_gas_fired_combustion_turbine_1,NH3,1.928564871334201e-11,2030
321,Asian,FRCC_natural_gas_fired_combustion_turbine_1,NOx,8.51777408757076e-12,2030
322,Asian,FRCC_natural_gas_fired_combustion_turbine_1,PM2_5,2.8990968347657537e-11,2030
323,Asian,FRCC_natural_gas_fired_combustion_turbine_1,SOx,4.325313522316941e-12,2030
324,Asian,FRCC_natural_gas_fired_combustion_turbine_1,VOC,9.161677514564942e-13,2030
325,Asian,FRCC_natural_gas_fired_combustion_turbine_2,NH3,1.476917691730493e-11,2030
326,Asian,FRCC_natural_gas_fired_combustion_turbine_2,NOx,1.0241708421124756e-11,2030
327,Asian,FRCC_natural_gas_fired_combustion_turbine_2,PM2_5,2.8171927233769415e-11,2030
328,Asian,FRCC_natural_gas_fired_combustion_turbine_2,SOx,5.319002451246179e-13,2030
329,Asian,FRCC_natural_gas_fired_combustion_turbine_2,VOC,6.367432276417602e-13,2030
330,Asian,FRCC_natural_gas_internal_combustion_engine_1,NH3,0.0,2030
331,Asian,FRCC_natural_gas_internal_combustion_engine_1,NOx,4.295860059303074e-11,2030
332,Asian,FRCC_natural_gas_internal_combustion_engine_1,PM2_5,2.150191462573677e-10,2030
333,Asian,FRCC_natural_gas_internal_combustion_engine_1,SOx,2.167843825918639e-12,2030
334,Asian,FRCC_natural_gas_internal_combustion_engine_1,VOC,6.050221667177819e-12,2030
335,Asian,FRCC_natural_gas_steam_turbine_1,NH3,7.068365372523526e-12,2030
336,Asian,FRCC_natural_gas_steam_turbine_1,NOx,1.2040169816960989e-11,2030
337,Asian,FRCC_natural_gas_steam_turbine_1,PM2_5,2.3738750237396008e-11,2030
338,Asian,FRCC_natural_gas_steam_turbine_1,SOx,1.3663128257649244e-12,2030
339,Asian,FRCC_natural_gas_steam_turbine_1,VOC,1.2206652679680978e-12,2030
340,Asian,FRCC_naturalgas_ccavgcf_moderate_0,NH3,6.945039686174491e-10,2030
341,Asian,FRCC_naturalgas_ccavgcf_moderate_0,NOx,1.73978433369955e-10,2030
