,Race,Cluster,Pollutant,Exposure
2499,Asian,TRE_onshore_wind_turbine_1,VOC,0.0
2500,Asian,TRE_petroleum_liquids_1,NH3,8.926785361941577e-11
2501,Asian,TRE_petroleum_liquids_1,NOx,3.781292899108945e-11
2502,Asian,TRE_petroleum_liquids_1,PM2_5,1.9219056846145664e-10
2503,Asian,TRE_petroleum_liquids_1,SOx,4.764546174968072e-12
2504,Asian,TRE_petroleum_liquids_1,VOC,4.929314568809602e-13
2505,Asian,TRE_small_hydroelectric_1,NH3,0.0
2506,Asian,TRE_small_hydroelectric_1,NOx,0.0
2507,Asian,TRE_small_hydroelectric_1,PM2_5,0.0
2508,Asian,TRE_small_hydroelectric_1,SOx,0.0
2509,Asian,TRE_small_hydroelectric_1,VOC,0.0
2510,Asian,TRE_solar_photovoltaic_1,NH3,0.0
2511,Asian,TRE_solar_photovoltaic_1,NOx,0.0
2512,Asian,TRE_solar_photovoltaic_1,PM2_5,0.0
2513,Asian,TRE_solar_photovoltaic_1,SOx,0.0
2514,Asian,TRE_solar_photovoltaic_1,VOC,0.0
2515,Black,BASN_batteries_1,NH3,0.0
2516,Black,BASN_batteries_1,NOx,0.0
2517,Black,BASN_batteries_1,PM2_5,0.0
2518,Black,BASN_batteries_1,SOx,0.0
2519,Black,BASN_batteries_1,VOC,0.0
2520,Black,BASN_biomass_1,NH3,1.7041409587132306e-12
2521,Black,BASN_biomass_1,NOx,1.202528373326125e-11
2522,Black,BASN_biomass_1,PM2_5,4.27222305615257e-12
2523,Black,BASN_biomass_1,SOx,1.0402226647786416e-11
2524,Black,BASN_biomass_1,VOC,1.3897824509328303e-13
2525,Black,BASN_biomass_2,NH3,5.070664972447718e-12
2526,Black,BASN_biomass_2,NOx,1.7412465669076266e-11
2527,Black,BASN_biomass_2,PM2_5,1.833767424958242e-11
2528,Black,BASN_biomass_2,SOx,2.1253793753725578e-11
2529,Black,BASN_biomass_2,VOC,4.4038567919133576e-13
2530,Black,BASN_conventional_hydroelectric_1,NH3,0.0
2531,Black,BASN_conventional_hydroelectric_1,NOx,0.0
2532,Black,BASN_conventional_hydroelectric_1,PM2_5,0.0
2533,Black,BASN_conventional_hydroelectric_1,SOx,0.0
2534,Black,BASN_conventional_hydroelectric_1,VOC,0.0
2535,Black,BASN_conventional_steam_coal_1,NH3,2.677284053738748e-14
2536,Black,BASN_conventional_steam_coal_1,NOx,3.260805701971119e-11
2537,Black,BASN_conventional_steam_coal_1,PM2_5,1.899791763090383e-12
2538,Black,BASN_conventional_steam_coal_1,SOx,4.7708650830948774e-11
2539,Black,BASN_conventional_steam_coal_1,VOC,1.1825496712471522e-13
2540,Black,BASN_conventional_steam_coal_2,NH3,5.441183182356644e-14
2541,Black,BASN_conventional_steam_coal_2,NOx,3.762559118744633e-11
2542,Black,BASN_conventional_steam_coal_2,PM2_5,3.012615767390832e-12
2543,Black,BASN_conventional_steam_coal_2,SOx,1.475956725813728e-11
2544,Black,BASN_conventional_steam_coal_2,VOC,5.823640817781594e-14
2545,Black,BASN_geothermal_1,NH3,0.0
2546,Black,BASN_geothermal_1,NOx,0.0
2547,Black,BASN_geothermal_1,PM2_5,0.0
2548,Black,BASN_geothermal_1,SOx,0.0
2549,Black,BASN_geothermal_1,VOC,0.0
2550,Black,BASN_natural_gas_fired_combined_cycle_1,NH3,1.5452268899005435e-11
2551,Black,BASN_natural_gas_fired_combined_cycle_1,NOx,3.328465557675518e-12
2552,Black,BASN_natural_gas_fired_combined_cycle_1,PM2_5,7.783939727954244e-11
2553,Black,BASN_natural_gas_fired_combined_cycle_1,SOx,2.1013218153642134e-13
2554,Black,BASN_natural_gas_fired_combined_cycle_1,VOC,2.5856405813014625e-12
2555,Black,BASN_natural_gas_fired_combined_cycle_2,NH3,5.6012593080082484e-12
2556,Black,BASN_natural_gas_fired_combined_cycle_2,NOx,1.8053066521265188e-12
2557,Black,BASN_natural_gas_fired_combined_cycle_2,PM2_5,1.682014442879588e-11
2558,Black,BASN_natural_gas_fired_combined_cycle_2,SOx,1.5301803946476672e-13
2559,Black,BASN_natural_gas_fired_combined_cycle_2,VOC,3.9543462056013776e-13
2560,Black,BASN_natural_gas_fired_combustion_turbine_1,NH3,1.2465463982398272e-11
2561,Black,BASN_natural_gas_fired_combustion_turbine_1,NOx,7.398516246418327e-12
2562,Black,BASN_natural_gas_fired_combustion_turbine_1,PM2_5,8.570451795469252e-11
2563,Black,BASN_natural_gas_fired_combustion_turbine_1,SOx,1.5253023614509486e-13
2564,Black,BASN_natural_gas_fired_combustion_turbine_1,VOC,6.778016968599291e-13
2565,Black,BASN_natural_gas_fired_combustion_turbine_2,NH3,4.287055534293126e-12
2566,Black,BASN_natural_gas_fired_combustion_turbine_2,NOx,5.093860873103598e-12
2567,Black,BASN_natural_gas_fired_combustion_turbine_2,PM2_5,1.1400860795211577e-11
2568,Black,BASN_natural_gas_fired_combustion_turbine_2,SOx,1.1560569400118027e-13
2569,Black,BASN_natural_gas_fired_combustion_turbine_2,VOC,1.582353867031286e-13
2570,Black,BASN_natural_gas_internal_combustion_engine_1,NH3,0.0
2571,Black,BASN_natural_gas_internal_combustion_engine_1,NOx,5.406785139133596e-11
2572,Black,BASN_natural_gas_internal_combustion_engine_1,PM2_5,4.3349949829490773e-11
2573,Black,BASN_natural_gas_internal_combustion_engine_1,SOx,1.5058095678664491e-12
2574,Black,BASN_natural_gas_internal_combustion_engine_1,VOC,1.0889502559200362e-12
2575,Black,BASN_natural_gas_steam_turbine_1,NH3,5.262221701811616e-12
2576,Black,BASN_natural_gas_steam_turbine_1,NOx,3.4549944086637734e-11
2577,Black,BASN_natural_gas_steam_turbine_1,PM2_5,2.8392507484743906e-11
2578,Black,BASN_natural_gas_steam_turbine_1,SOx,1.8610094729464108e-13
2579,Black,BASN_natural_gas_steam_turbine_1,VOC,1.0357108604835073e-12
2580,Black,BASN_naturalgas_ccavgcf_moderate_0,NH3,3.860499327963334e-10
2581,Black,BASN_naturalgas_ccavgcf_moderate_0,NOx,1.4193233162846624e-10
2582,Black,BASN_naturalgas_ccavgcf_moderate_0,PM2_5,1.1373110252507162e-09
2583,Black,BASN_naturalgas_ccavgcf_moderate_0,SOx,1.845822312269958e-11
2584,Black,BASN_naturalgas_ccavgcf_moderate_0,VOC,1.1191551182705742e-11
2585,Black,BASN_naturalgas_ctavgcf_moderate_0,NH3,1.5322684606605648e-09
2586,Black,BASN_naturalgas_ctavgcf_moderate_0,NOx,4.6450321947085414e-10
2587,Black,BASN_naturalgas_ctavgcf_moderate_0,PM2_5,8.5893921282135e-10
2588,Black,BASN_naturalgas_ctavgcf_moderate_0,SOx,1.6919913309724397e-11
2589,Black,BASN_naturalgas_ctavgcf_moderate_0,VOC,1.5247062034530127e-11
2590,Black,BASN_onshore_wind_turbine_1,NH3,0.0
2591,Black,BASN_onshore_wind_turbine_1,NOx,0.0
2592,Black,BASN_onshore_wind_turbine_1,PM2_5,0.0
2593,Black,BASN_onshore_wind_turbine_1,SOx,0.0
2594,Black,BASN_onshore_wind_turbine_1,VOC,0.0
2595,Black,BASN_petroleum_liquids_1,NH3,2.159383284896426e-12
2596,Black,BASN_petroleum_liquids_1,NOx,4.847808190336176e-12
2597,Black,BASN_petroleum_liquids_1,PM2_5,2.595104693742718e-12
2598,Black,BASN_petroleum_liquids_1,SOx,5.939319412735458e-13
2599,Black,BASN_petroleum_liquids_1,VOC,9.610273178726106e-15
2600,Black,BASN_small_hydroelectric_1,NH3,0.0
2601,Black,BASN_small_hydroelectric_1,NOx,0.0
2602,Black,BASN_small_hydroelectric_1,PM2_5,0.0
2603,Black,BASN_small_hydroelectric_1,SOx,0.0
2604,Black,BASN_small_hydroelectric_1,VOC,0.0
2605,Black,BASN_solar_photovoltaic_1,NH3,0.0
2606,Black,BASN_solar_photovoltaic_1,NOx,0.0
2607,Black,BASN_solar_photovoltaic_1,PM2_5,0.0
2608,Black,BASN_solar_photovoltaic_1,SOx,0.0
2609,Black,BASN_solar_photovoltaic_1,VOC,0.0
2610,Black,CANO_batteries_1,NH3,0.0
2611,Black,CANO_batteries_1,NOx,0.0
2612,Black,CANO_batteries_1,PM2_5,0.0
2613,Black,CANO_batteries_1,SOx,0.0
2614,Black,CANO_batteries_1,VOC,0.0
2615,Black,CANO_biomass_1,NH3,1.3505804727334095e-11
2616,Black,CANO_biomass_1,NOx,2.6471583574771318e-11
2617,Black,CANO_biomass_1,PM2_5,5.30832447066978e-11
2618,Black,CANO_biomass_1,SOx,4.0516279121150944e-11
2619,Black,CANO_biomass_1,VOC,8.928148230427498e-13
2620,Black,CANO_biomass_2,NH3,1.8335881995861014e-12
2621,Black,CANO_biomass_2,NOx,1.1810020614980108e-11
2622,Black,CANO_biomass_2,PM2_5,6.540936680282602e-12
2623,Black,CANO_biomass_2,SOx,1.2996313997499412e-11
2624,Black,CANO_biomass_2,VOC,1.8967959598505307e-13
2625,Black,CANO_conventional_hydroelectric_1,NH3,0.0
2626,Black,CANO_conventional_hydroelectric_1,NOx,0.0
2627,Black,CANO_conventional_hydroelectric_1,PM2_5,0.0
2628,Black,CANO_conventional_hydroelectric_1,SOx,0.0
2629,Black,CANO_conventional_hydroelectric_1,VOC,0.0
2630,Black,CANO_hydroelectric_pumped_storage_1,NH3,0.0
2631,Black,CANO_hydroelectric_pumped_storage_1,NOx,0.0
2632,Black,CANO_hydroelectric_pumped_storage_1,PM2_5,0.0
2633,Black,CANO_hydroelectric_pumped_storage_1,SOx,0.0
2634,Black,CANO_hydroelectric_pumped_storage_1,VOC,0.0
2635,Black,CANO_natural_gas_fired_combined_cycle_1,NH3,9.109278725421396e-12
2636,Black,CANO_natural_gas_fired_combined_cycle_1,NOx,5.595763717209372e-12
2637,Black,CANO_natural_gas_fired_combined_cycle_1,PM2_5,3.086330656814758e-11
2638,Black,CANO_natural_gas_fired_combined_cycle_1,SOx,3.567629248916657e-13
2639,Black,CANO_natural_gas_fired_combined_cycle_1,VOC,3.0776701760661335e-13
2640,Black,CANO_natural_gas_fired_combined_cycle_2,NH3,5.4289768130589386e-12
2641,Black,CANO_natural_gas_fired_combined_cycle_2,NOx,1.8459867332419444e-12
2642,Black,CANO_natural_gas_fired_combined_cycle_2,PM2_5,1.992658901276219e-11
2643,Black,CANO_natural_gas_fired_combined_cycle_2,SOx,2.692102666985859e-13
2644,Black,CANO_natural_gas_fired_combined_cycle_2,VOC,1.8864336497489109e-13
2645,Black,CANO_natural_gas_fired_combustion_turbine_1,NH3,3.623617541709665e-12
2646,Black,CANO_natural_gas_fired_combustion_turbine_1,NOx,2.5000415091293262e-12
2647,Black,CANO_natural_gas_fired_combustion_turbine_1,PM2_5,1.02913006070716e-11
2648,Black,CANO_natural_gas_fired_combustion_turbine_1,SOx,2.3564690417223543e-13
2649,Black,CANO_natural_gas_fired_combustion_turbine_1,VOC,1.348407170227757e-13
2650,Black,CANO_natural_gas_fired_combustion_turbine_2,NH3,2.130910057672668e-11
2651,Black,CANO_natural_gas_fired_combustion_turbine_2,NOx,1.5796704372619834e-11
2652,Black,CANO_natural_gas_fired_combustion_turbine_2,PM2_5,6.358275616011637e-11
2653,Black,CANO_natural_gas_fired_combustion_turbine_2,SOx,5.034526272742249e-13
2654,Black,CANO_natural_gas_fired_combustion_turbine_2,VOC,1.552144887499869e-12
2655,Black,CANO_natural_gas_internal_combustion_engine_1,NH3,0.0
2656,Black,CANO_natural_gas_internal_combustion_engine_1,NOx,7.093299353658681e-11
2657,Black,CANO_natural_gas_internal_combustion_engine_1,PM2_5,2.173810399178489e-10
2658,Black,CANO_natural_gas_internal_combustion_engine_1,SOx,2.4466303282664185e-12
2659,Black,CANO_natural_gas_internal_combustion_engine_1,VOC,3.514378790469823e-12
2660,Black,CANO_natural_gas_steam_turbine_1,NH3,1.6084779219473874e-11
2661,Black,CANO_natural_gas_steam_turbine_1,NOx,1.7544708292258125e-10
2662,Black,CANO_natural_gas_steam_turbine_1,PM2_5,1.5586105995145787e-10
2663,Black,CANO_natural_gas_steam_turbine_1,SOx,1.1219389701164282e-12
2664,Black,CANO_natural_gas_steam_turbine_1,VOC,4.0545518818989826e-12
2665,Black,CANO_naturalgas_ccavgcf_moderate_0,NH3,3.860499327963334e-10
2666,Black,CANO_naturalgas_ccavgcf_moderate_0,NOx,1.4193233162846624e-10
2667,Black,CANO_naturalgas_ccavgcf_moderate_0,PM2_5,1.1373110252507162e-09
2668,Black,CANO_naturalgas_ccavgcf_moderate_0,SOx,1.845822312269958e-11
2669,Black,CANO_naturalgas_ccavgcf_moderate_0,VOC,1.1191551182705742e-11
2670,Black,CANO_naturalgas_ccccsavgcf_conservative_0,NH3,4.3460966864857516e-10
2671,Black,CANO_naturalgas_ccccsavgcf_conservative_0,NOx,1.5978545570633893e-10
2672,Black,CANO_naturalgas_ccccsavgcf_conservative_0,PM2_5,1.2803690161589469e-09
2673,Black,CANO_naturalgas_ccccsavgcf_conservative_0,SOx,2.0780012219246543e-11
2674,Black,CANO_naturalgas_ccccsavgcf_conservative_0,VOC,1.259929349503423e-11
2675,Black,CANO_naturalgas_ctavgcf_moderate_0,NH3,1.5322684606605648e-09
2676,Black,CANO_naturalgas_ctavgcf_moderate_0,NOx,4.6450321947085414e-10
2677,Black,CANO_naturalgas_ctavgcf_moderate_0,PM2_5,8.5893921282135e-10
2678,Black,CANO_naturalgas_ctavgcf_moderate_0,SOx,1.6919913309724397e-11
2679,Black,CANO_naturalgas_ctavgcf_moderate_0,VOC,1.5247062034530127e-11
2680,Black,CANO_onshore_wind_turbine_1,NH3,0.0
2681,Black,CANO_onshore_wind_turbine_1,NOx,0.0
2682,Black,CANO_onshore_wind_turbine_1,PM2_5,0.0
2683,Black,CANO_onshore_wind_turbine_1,SOx,0.0
2684,Black,CANO_onshore_wind_turbine_1,VOC,0.0
2685,Black,CANO_petroleum_liquids_1,NH3,2.4031966440768512e-11
2686,Black,CANO_petroleum_liquids_1,NOx,1.4237908588816158e-11
2687,Black,CANO_petroleum_liquids_1,PM2_5,6.199773948051792e-11
2688,Black,CANO_petroleum_liquids_1,SOx,1.7820176303787807e-12
2689,Black,CANO_petroleum_liquids_1,VOC,1.0389998993855326e-13
2690,Black,CANO_small_hydroelectric_1,NH3,0.0
2691,Black,CANO_small_hydroelectric_1,NOx,0.0
2692,Black,CANO_small_hydroelectric_1,PM2_5,0.0
2693,Black,CANO_small_hydroelectric_1,SOx,0.0
2694,Black,CANO_small_hydroelectric_1,VOC,0.0
2695,Black,CANO_solar_photovoltaic_1,NH3,0.0
2696,Black,CANO_solar_photovoltaic_1,NOx,0.0
2697,Black,CANO_solar_photovoltaic_1,PM2_5,0.0
2698,Black,CANO_solar_photovoltaic_1,SOx,0.0
2699,Black,CANO_solar_photovoltaic_1,VOC,0.0
2700,Black,CASO_batteries_1,NH3,0.0
2701,Black,CASO_batteries_1,NOx,0.0
2702,Black,CASO_batteries_1,PM2_5,0.0
2703,Black,CASO_batteries_1,SOx,0.0
2704,Black,CASO_batteries_1,VOC,0.0
2705,Black,CASO_biomass_1,NH3,1.0232591235529545e-10
2706,Black,CASO_biomass_1,NOx,9.084256699707777e-11
2707,Black,CASO_biomass_1,PM2_5,3.517384617345464e-10
2708,Black,CASO_biomass_1,SOx,2.2859351910131764e-10
2709,Black,CASO_biomass_1,VOC,5.148713334991987e-12
2710,Black,CASO_biomass_2,NH3,3.5375962362550426e-11
2711,Black,CASO_biomass_2,NOx,4.059647943779817e-11
2712,Black,CASO_biomass_2,PM2_5,1.1790235460359424e-10
2713,Black,CASO_biomass_2,SOx,1.4309718326565108e-10
2714,Black,CASO_biomass_2,VOC,1.9356180037591302e-12
2715,Black,CASO_conventional_hydroelectric_1,NH3,0.0
2716,Black,CASO_conventional_hydroelectric_1,NOx,0.0
2717,Black,CASO_conventional_hydroelectric_1,PM2_5,0.0
2718,Black,CASO_conventional_hydroelectric_1,SOx,0.0
2719,Black,CASO_conventional_hydroelectric_1,VOC,0.0
2720,Black,CASO_conventional_steam_coal_1,NH3,5.059227826180799e-13
2721,Black,CASO_conventional_steam_coal_1,NOx,1.8428004278273157e-11
2722,Black,CASO_conventional_steam_coal_1,PM2_5,1.1656334195086512e-11
2723,Black,CASO_conventional_steam_coal_1,SOx,6.042524511618603e-11
2724,Black,CASO_conventional_steam_coal_1,VOC,1.108745567443204e-13
2725,Black,CASO_hydroelectric_pumped_storage_1,NH3,0.0
2726,Black,CASO_hydroelectric_pumped_storage_1,NOx,0.0
2727,Black,CASO_hydroelectric_pumped_storage_1,PM2_5,0.0
2728,Black,CASO_hydroelectric_pumped_storage_1,SOx,0.0
2729,Black,CASO_hydroelectric_pumped_storage_1,VOC,0.0
2730,Black,CASO_natural_gas_fired_combined_cycle_1,NH3,7.094917402359191e-11
2731,Black,CASO_natural_gas_fired_combined_cycle_1,NOx,3.334373165052582e-11
2732,Black,CASO_natural_gas_fired_combined_cycle_1,PM2_5,2.2268025446844234e-10
2733,Black,CASO_natural_gas_fired_combined_cycle_1,SOx,2.6758434842102676e-12
2734,Black,CASO_natural_gas_fired_combined_cycle_1,VOC,1.536207857434015e-12
2735,Black,CASO_natural_gas_fired_combined_cycle_2,NH3,4.355808032666872e-11
2736,Black,CASO_natural_gas_fired_combined_cycle_2,NOx,3.571108676838766e-12
2737,Black,CASO_natural_gas_fired_combined_cycle_2,PM2_5,3.2207747484224955e-11
2738,Black,CASO_natural_gas_fired_combined_cycle_2,SOx,9.07214887311834e-13
2739,Black,CASO_natural_gas_fired_combined_cycle_2,VOC,5.252403351345087e-13
2740,Black,CASO_natural_gas_fired_combustion_turbine_1,NH3,2.8250452523462528e-11
2741,Black,CASO_natural_gas_fired_combustion_turbine_1,NOx,1.1933206561465142e-11
2742,Black,CASO_natural_gas_fired_combustion_turbine_1,PM2_5,9.235793535346747e-11
2743,Black,CASO_natural_gas_fired_combustion_turbine_1,SOx,7.232523970832956e-13
2744,Black,CASO_natural_gas_fired_combustion_turbine_1,VOC,6.873073098534252e-13
2745,Black,CASO_natural_gas_fired_combustion_turbine_2,NH3,2.9821701775490335e-11
2746,Black,CASO_natural_gas_fired_combustion_turbine_2,NOx,1.0045122722374094e-11
2747,Black,CASO_natural_gas_fired_combustion_turbine_2,PM2_5,5.116055295231656e-11
2748,Black,CASO_natural_gas_fired_combustion_turbine_2,SOx,8.720522968802787e-13
2749,Black,CASO_natural_gas_fired_combustion_turbine_2,VOC,6.288186721388849e-13
2750,Black,CASO_natural_gas_internal_combustion_engine_1,NH3,0.0
2751,Black,CASO_natural_gas_internal_combustion_engine_1,NOx,9.957765048939573e-11
2752,Black,CASO_natural_gas_internal_combustion_engine_1,PM2_5,4.223532707269474e-10
2753,Black,CASO_natural_gas_internal_combustion_engine_1,SOx,9.547850221716e-12
2754,Black,CASO_natural_gas_internal_combustion_engine_1,VOC,6.308066122082045e-12
2755,Black,CASO_natural_gas_steam_turbine_1,NH3,9.305539575317718e-11
2756,Black,CASO_natural_gas_steam_turbine_1,NOx,3.4394083335956426e-10
2757,Black,CASO_natural_gas_steam_turbine_1,PM2_5,5.308256657367065e-10
2758,Black,CASO_natural_gas_steam_turbine_1,SOx,1.2405925584523967e-11
2759,Black,CASO_natural_gas_steam_turbine_1,VOC,9.879033484250223e-12
2760,Black,CASO_naturalgas_ccavgcf_moderate_0,NH3,3.860499327963334e-10
2761,Black,CASO_naturalgas_ccavgcf_moderate_0,NOx,1.4193233162846624e-10
2762,Black,CASO_naturalgas_ccavgcf_moderate_0,PM2_5,1.1373110252507162e-09
2763,Black,CASO_naturalgas_ccavgcf_moderate_0,SOx,1.845822312269958e-11
2764,Black,CASO_naturalgas_ccavgcf_moderate_0,VOC,1.1191551182705742e-11
2765,Black,CASO_naturalgas_ccccsavgcf_conservative_0,NH3,4.3460966864857516e-10
2766,Black,CASO_naturalgas_ccccsavgcf_conservative_0,NOx,1.5978545570633893e-10
2767,Black,CASO_naturalgas_ccccsavgcf_conservative_0,PM2_5,1.2803690161589469e-09
2768,Black,CASO_naturalgas_ccccsavgcf_conservative_0,SOx,2.0780012219246543e-11
2769,Black,CASO_naturalgas_ccccsavgcf_conservative_0,VOC,1.259929349503423e-11
2770,Black,CASO_naturalgas_ctavgcf_moderate_0,NH3,1.5322684606605648e-09
2771,Black,CASO_naturalgas_ctavgcf_moderate_0,NOx,4.6450321947085414e-10
2772,Black,CASO_naturalgas_ctavgcf_moderate_0,PM2_5,8.5893921282135e-10
2773,Black,CASO_naturalgas_ctavgcf_moderate_0,SOx,1.6919913309724397e-11
2774,Black,CASO_naturalgas_ctavgcf_moderate_0,VOC,1.5247062034530127e-11
2775,Black,CASO_onshore_wind_turbine_1,NH3,0.0
2776,Black,CASO_onshore_wind_turbine_1,NOx,0.0
2777,Black,CASO_onshore_wind_turbine_1,PM2_5,0.0
2778,Black,CASO_onshore_wind_turbine_1,SOx,0.0
2779,Black,CASO_onshore_wind_turbine_1,VOC,0.0
2780,Black,CASO_petroleum_liquids_1,NH3,6.007101153573508e-11
2781,Black,CASO_petroleum_liquids_1,NOx,2.4263611803466177e-11
2782,Black,CASO_petroleum_liquids_1,PM2_5,1.0674674063447855e-10
2783,Black,CASO_petroleum_liquids_1,SOx,3.5684701793835905e-12
2784,Black,CASO_petroleum_liquids_1,VOC,1.6979791001925947e-13
2785,Black,CASO_small_hydroelectric_1,NH3,0.0
2786,Black,CASO_small_hydroelectric_1,NOx,0.0
2787,Black,CASO_small_hydroelectric_1,PM2_5,0.0
2788,Black,CASO_small_hydroelectric_1,SOx,0.0
2789,Black,CASO_small_hydroelectric_1,VOC,0.0
2790,Black,CASO_solar_photovoltaic_1,NH3,0.0
2791,Black,CASO_solar_photovoltaic_1,NOx,0.0
2792,Black,CASO_solar_photovoltaic_1,PM2_5,0.0
2793,Black,CASO_solar_photovoltaic_1,SOx,0.0
2794,Black,CASO_solar_photovoltaic_1,VOC,0.0
2795,Black,FRCC_batteries_1,NH3,0.0
2796,Black,FRCC_batteries_1,NOx,0.0
2797,Black,FRCC_batteries_1,PM2_5,0.0
2798,Black,FRCC_batteries_1,SOx,0.0
2799,Black,FRCC_batteries_1,VOC,0.0
2800,Black,FRCC_biomass_1,NH3,8.419030168091414e-11
2801,Black,FRCC_biomass_1,NOx,2.3889166539532074e-11
2802,Black,FRCC_biomass_1,PM2_5,1.8064126667503387e-10
2803,Black,FRCC_biomass_1,SOx,1.146564844712192e-10
2804,Black,FRCC_biomass_1,VOC,4.674009924528705e-12
2805,Black,FRCC_biomass_2,NH3,2.5015011491256288e-11
2806,Black,FRCC_biomass_2,NOx,2.5025661183475955e-11
2807,Black,FRCC_biomass_2,PM2_5,5.2604575552304904e-11
2808,Black,FRCC_biomass_2,SOx,9.163538069060542e-11
2809,Black,FRCC_biomass_2,VOC,1.8541565506586925e-12
2810,Black,FRCC_conventional_hydroelectric_1,NH3,0.0
2811,Black,FRCC_conventional_hydroelectric_1,NOx,0.0
2812,Black,FRCC_conventional_hydroelectric_1,PM2_5,0.0
2813,Black,FRCC_conventional_hydroelectric_1,SOx,0.0
2814,Black,FRCC_conventional_hydroelectric_1,VOC,0.0
2815,Black,FRCC_conventional_steam_coal_1,NH3,3.953439551111093e-11
2816,Black,FRCC_conventional_steam_coal_1,NOx,1.9705262090513477e-11
2817,Black,FRCC_conventional_steam_coal_1,PM2_5,1.1748730301983292e-10
2818,Black,FRCC_conventional_steam_coal_1,SOx,1.7838943739059602e-10
2819,Black,FRCC_conventional_steam_coal_1,VOC,6.988124270597395e-13
2820,Black,FRCC_conventional_steam_coal_2,NH3,4.941978375286703e-12
2821,Black,FRCC_conventional_steam_coal_2,NOx,3.784512226946617e-11
2822,Black,FRCC_conventional_steam_coal_2,PM2_5,4.427658795345014e-11
2823,Black,FRCC_conventional_steam_coal_2,SOx,1.2448274297959126e-10
2824,Black,FRCC_conventional_steam_coal_2,VOC,4.428885001962831e-13
2825,Black,FRCC_natural_gas_fired_combined_cycle_1,NH3,1.9157214197796733e-11
2826,Black,FRCC_natural_gas_fired_combined_cycle_1,NOx,9.941322735766939e-12
2827,Black,FRCC_natural_gas_fired_combined_cycle_1,PM2_5,4.005073704654211e-11
2828,Black,FRCC_natural_gas_fired_combined_cycle_1,SOx,1.0940265374124923e-12
2829,Black,FRCC_natural_gas_fired_combined_cycle_1,VOC,1.4351949862431638e-12
2830,Black,FRCC_natural_gas_fired_combined_cycle_2,NH3,1.7154601055093793e-11
2831,Black,FRCC_natural_gas_fired_combined_cycle_2,NOx,2.529237370728428e-12
2832,Black,FRCC_natural_gas_fired_combined_cycle_2,PM2_5,3.6343323781704755e-11
2833,Black,FRCC_natural_gas_fired_combined_cycle_2,SOx,6.064218778996011e-13
2834,Black,FRCC_natural_gas_fired_combined_cycle_2,VOC,3.858368367235158e-13
2835,Black,FRCC_natural_gas_fired_combustion_turbine_1,NH3,4.2582878570624824e-11
2836,Black,FRCC_natural_gas_fired_combustion_turbine_1,NOx,1.9129244081966955e-11
2837,Black,FRCC_natural_gas_fired_combustion_turbine_1,PM2_5,6.689065527988911e-11
2838,Black,FRCC_natural_gas_fired_combustion_turbine_1,SOx,7.447919626326098e-12
2839,Black,FRCC_natural_gas_fired_combustion_turbine_1,VOC,1.6583775338509283e-12
2840,Black,FRCC_natural_gas_fired_combustion_turbine_2,NH3,2.5668175959593278e-11
2841,Black,FRCC_natural_gas_fired_combustion_turbine_2,NOx,1.4467969638697711e-11
2842,Black,FRCC_natural_gas_fired_combustion_turbine_2,PM2_5,4.200096074006258e-11
2843,Black,FRCC_natural_gas_fired_combustion_turbine_2,SOx,1.2239728962607853e-12
2844,Black,FRCC_natural_gas_fired_combustion_turbine_2,VOC,9.938034456890837e-13
2845,Black,FRCC_natural_gas_internal_combustion_engine_1,NH3,0.0
2846,Black,FRCC_natural_gas_internal_combustion_engine_1,NOx,1.4997554723057931e-10
2847,Black,FRCC_natural_gas_internal_combustion_engine_1,PM2_5,7.993011178066492e-10
2848,Black,FRCC_natural_gas_internal_combustion_engine_1,SOx,8.662245064706506e-12
2849,Black,FRCC_natural_gas_internal_combustion_engine_1,VOC,2.2507243800779838e-11
2850,Black,FRCC_natural_gas_steam_turbine_1,NH3,1.3411431244619256e-11
2851,Black,FRCC_natural_gas_steam_turbine_1,NOx,2.6657308792567406e-11
2852,Black,FRCC_natural_gas_steam_turbine_1,PM2_5,4.453711397250117e-11
2853,Black,FRCC_natural_gas_steam_turbine_1,SOx,2.617716480519438e-12
2854,Black,FRCC_natural_gas_steam_turbine_1,VOC,2.3496323951326864e-12
2855,Black,FRCC_naturalgas_ccavgcf_moderate_0,NH3,3.860499327963334e-10
2856,Black,FRCC_naturalgas_ccavgcf_moderate_0,NOx,1.4193233162846624e-10
2857,Black,FRCC_naturalgas_ccavgcf_moderate_0,PM2_5,1.1373110252507162e-09
2858,Black,FRCC_naturalgas_ccavgcf_moderate_0,SOx,1.845822312269958e-11
2859,Black,FRCC_naturalgas_ccavgcf_moderate_0,VOC,1.1191551182705742e-11
2860,Black,FRCC_naturalgas_ccccsavgcf_conservative_0,NH3,4.3460966864857516e-10
2861,Black,FRCC_naturalgas_ccccsavgcf_conservative_0,NOx,1.5978545570633893e-10
2862,Black,FRCC_naturalgas_ccccsavgcf_conservative_0,PM2_5,1.2803690161589469e-09
2863,Black,FRCC_naturalgas_ccccsavgcf_conservative_0,SOx,2.0780012219246543e-11
2864,Black,FRCC_naturalgas_ccccsavgcf_conservative_0,VOC,1.259929349503423e-11
2865,Black,FRCC_naturalgas_ctavgcf_moderate_0,NH3,1.5322684606605648e-09
2866,Black,FRCC_naturalgas_ctavgcf_moderate_0,NOx,4.6450321947085414e-10
2867,Black,FRCC_naturalgas_ctavgcf_moderate_0,PM2_5,8.5893921282135e-10
