,Race,Cluster,Pollutant,Exposure
11682,WhiteNoLat,RMRG_naturalgas_ccccsavgcf_conservative_0,PM2_5,8.506975661911007e-10
11683,WhiteNoLat,RMRG_naturalgas_ccccsavgcf_conservative_0,SOx,1.4863829244767523e-11
11684,WhiteNoLat,RMRG_naturalgas_ccccsavgcf_conservative_0,VOC,1.0319449459437548e-11
11685,WhiteNoLat,RMRG_naturalgas_ctavgcf_moderate_0,NH3,9.705481460602286e-10
11686,WhiteNoLat,RMRG_naturalgas_ctavgcf_moderate_0,NOx,4.323272888794378e-10
11687,WhiteNoLat,RMRG_naturalgas_ctavgcf_moderate_0,PM2_5,5.706928948105273e-10
11688,WhiteNoLat,RMRG_naturalgas_ctavgcf_moderate_0,SOx,1.210272158358745e-11
11689,WhiteNoLat,RMRG_naturalgas_ctavgcf_moderate_0,VOC,1.2488103873324822e-11
11690,WhiteNoLat,RMRG_onshore_wind_turbine_1,NH3,0.0
11691,WhiteNoLat,RMRG_onshore_wind_turbine_1,NOx,0.0
11692,WhiteNoLat,RMRG_onshore_wind_turbine_1,PM2_5,0.0
11693,WhiteNoLat,RMRG_onshore_wind_turbine_1,SOx,0.0
11694,WhiteNoLat,RMRG_onshore_wind_turbine_1,VOC,0.0
11695,WhiteNoLat,RMRG_petroleum_liquids_1,NH3,9.9100062725664e-12
11696,WhiteNoLat,RMRG_petroleum_liquids_1,NOx,1.3167485141162348e-11
11697,WhiteNoLat,RMRG_petroleum_liquids_1,PM2_5,1.425852161381846e-11
11698,WhiteNoLat,RMRG_petroleum_liquids_1,SOx,1.5623244085372698e-12
11699,WhiteNoLat,RMRG_petroleum_liquids_1,VOC,5.1485803114717284e-14
11700,WhiteNoLat,RMRG_small_hydroelectric_1,NH3,0.0
11701,WhiteNoLat,RMRG_small_hydroelectric_1,NOx,0.0
11702,WhiteNoLat,RMRG_small_hydroelectric_1,PM2_5,0.0
11703,WhiteNoLat,RMRG_small_hydroelectric_1,SOx,0.0
11704,WhiteNoLat,RMRG_small_hydroelectric_1,VOC,0.0
11705,WhiteNoLat,RMRG_solar_photovoltaic_1,NH3,0.0
11706,WhiteNoLat,RMRG_solar_photovoltaic_1,NOx,0.0
11707,WhiteNoLat,RMRG_solar_photovoltaic_1,PM2_5,0.0
11708,WhiteNoLat,RMRG_solar_photovoltaic_1,SOx,0.0
11709,WhiteNoLat,RMRG_solar_photovoltaic_1,VOC,0.0
11710,WhiteNoLat,SPPC_batteries_1,NH3,0.0
11711,WhiteNoLat,SPPC_batteries_1,NOx,0.0
11712,WhiteNoLat,SPPC_batteries_1,PM2_5,0.0
11713,WhiteNoLat,SPPC_batteries_1,SOx,0.0
11714,WhiteNoLat,SPPC_batteries_1,VOC,0.0
11715,WhiteNoLat,SPPC_biomass_1,NH3,1.1261701989108673e-11
11716,WhiteNoLat,SPPC_biomass_1,NOx,6.652428380799153e-11
11717,WhiteNoLat,SPPC_biomass_1,PM2_5,2.344647328152687e-11
11718,WhiteNoLat,SPPC_biomass_1,SOx,7.527071798311436e-11
11719,WhiteNoLat,SPPC_biomass_1,VOC,1.2054122114222237e-12
11720,WhiteNoLat,SPPC_biomass_2,NH3,1.3017921575860953e-11
11721,WhiteNoLat,SPPC_biomass_2,NOx,6.77860933055365e-11
11722,WhiteNoLat,SPPC_biomass_2,PM2_5,3.2194111574336304e-11
11723,WhiteNoLat,SPPC_biomass_2,SOx,7.573840043890879e-11
11724,WhiteNoLat,SPPC_biomass_2,VOC,1.3004251085178838e-12
11725,WhiteNoLat,SPPC_conventional_hydroelectric_1,NH3,0.0
11726,WhiteNoLat,SPPC_conventional_hydroelectric_1,NOx,0.0
11727,WhiteNoLat,SPPC_conventional_hydroelectric_1,PM2_5,0.0
11728,WhiteNoLat,SPPC_conventional_hydroelectric_1,SOx,0.0
11729,WhiteNoLat,SPPC_conventional_hydroelectric_1,VOC,0.0
11730,WhiteNoLat,SPPC_conventional_steam_coal_1,NH3,1.0209569817337827e-11
11731,WhiteNoLat,SPPC_conventional_steam_coal_1,NOx,9.8627855264716e-11
11732,WhiteNoLat,SPPC_conventional_steam_coal_1,PM2_5,3.3599711550655943e-11
11733,WhiteNoLat,SPPC_conventional_steam_coal_1,SOx,1.1142596284435854e-10
11734,WhiteNoLat,SPPC_conventional_steam_coal_1,VOC,8.003131538518257e-13
11735,WhiteNoLat,SPPC_conventional_steam_coal_2,NH3,2.0940901980090904e-14
11736,WhiteNoLat,SPPC_conventional_steam_coal_2,NOx,4.690710843405714e-11
11737,WhiteNoLat,SPPC_conventional_steam_coal_2,PM2_5,1.3912689983731722e-11
11738,WhiteNoLat,SPPC_conventional_steam_coal_2,SOx,1.9065705258206568e-11
11739,WhiteNoLat,SPPC_conventional_steam_coal_2,VOC,4.826250859366544e-13
11740,WhiteNoLat,SPPC_natural_gas_fired_combined_cycle_1,NH3,7.577554532478205e-12
11741,WhiteNoLat,SPPC_natural_gas_fired_combined_cycle_1,NOx,1.2824956055002763e-11
11742,WhiteNoLat,SPPC_natural_gas_fired_combined_cycle_1,PM2_5,1.680210889475858e-11
11743,WhiteNoLat,SPPC_natural_gas_fired_combined_cycle_1,SOx,5.290761649232066e-13
11744,WhiteNoLat,SPPC_natural_gas_fired_combined_cycle_1,VOC,8.574304916288572e-13
11745,WhiteNoLat,SPPC_natural_gas_fired_combined_cycle_2,NH3,3.564046906419698e-11
11746,WhiteNoLat,SPPC_natural_gas_fired_combined_cycle_2,NOx,2.458639223535337e-11
11747,WhiteNoLat,SPPC_natural_gas_fired_combined_cycle_2,PM2_5,4.891695622831163e-11
11748,WhiteNoLat,SPPC_natural_gas_fired_combined_cycle_2,SOx,1.056153254464681e-12
11749,WhiteNoLat,SPPC_natural_gas_fired_combined_cycle_2,VOC,1.3282892548752129e-12
11750,WhiteNoLat,SPPC_natural_gas_fired_combustion_turbine_1,NH3,1.0101944541862733e-11
11751,WhiteNoLat,SPPC_natural_gas_fired_combustion_turbine_1,NOx,6.382127926874935e-11
11752,WhiteNoLat,SPPC_natural_gas_fired_combustion_turbine_1,PM2_5,2.3182484112584316e-11
11753,WhiteNoLat,SPPC_natural_gas_fired_combustion_turbine_1,SOx,6.455769834196552e-13
11754,WhiteNoLat,SPPC_natural_gas_fired_combustion_turbine_1,VOC,1.0811717280400759e-12
11755,WhiteNoLat,SPPC_natural_gas_fired_combustion_turbine_2,NH3,9.970689347561074e-12
11756,WhiteNoLat,SPPC_natural_gas_fired_combustion_turbine_2,NOx,1.517193369411734e-10
11757,WhiteNoLat,SPPC_natural_gas_fired_combustion_turbine_2,PM2_5,2.9749126764731566e-11
11758,WhiteNoLat,SPPC_natural_gas_fired_combustion_turbine_2,SOx,7.956044046123523e-13
11759,WhiteNoLat,SPPC_natural_gas_fired_combustion_turbine_2,VOC,8.417079342058853e-13
11760,WhiteNoLat,SPPC_natural_gas_fired_combustion_turbine_3,NH3,4.4576515016963905e-11
11761,WhiteNoLat,SPPC_natural_gas_fired_combustion_turbine_3,NOx,6.312210081357491e-10
11762,WhiteNoLat,SPPC_natural_gas_fired_combustion_turbine_3,PM2_5,7.404759288544935e-11
11763,WhiteNoLat,SPPC_natural_gas_fired_combustion_turbine_3,SOx,4.701875765637733e-12
11764,WhiteNoLat,SPPC_natural_gas_fired_combustion_turbine_3,VOC,5.75775100791096e-12
11765,WhiteNoLat,SPPC_natural_gas_internal_combustion_engine_1,NH3,0.0
11766,WhiteNoLat,SPPC_natural_gas_internal_combustion_engine_1,NOx,1.822301001149907e-10
11767,WhiteNoLat,SPPC_natural_gas_internal_combustion_engine_1,PM2_5,1.1412559639347214e-10
11768,WhiteNoLat,SPPC_natural_gas_internal_combustion_engine_1,SOx,6.2438004747030494e-12
11769,WhiteNoLat,SPPC_natural_gas_internal_combustion_engine_1,VOC,3.949217717676916e-12
11770,WhiteNoLat,SPPC_natural_gas_steam_turbine_1,NH3,6.161924569707315e-12
11771,WhiteNoLat,SPPC_natural_gas_steam_turbine_1,NOx,1.1162274223092268e-10
11772,WhiteNoLat,SPPC_natural_gas_steam_turbine_1,PM2_5,2.7264890324934478e-11
11773,WhiteNoLat,SPPC_natural_gas_steam_turbine_1,SOx,2.0855430252458158e-12
11774,WhiteNoLat,SPPC_natural_gas_steam_turbine_1,VOC,1.1722193211761337e-12
11775,WhiteNoLat,SPPC_naturalgas_ccavgcf_moderate_0,NH3,2.445263705405906e-10
11776,WhiteNoLat,SPPC_naturalgas_ccavgcf_moderate_0,NOx,1.321007425348185e-10
11777,WhiteNoLat,SPPC_naturalgas_ccavgcf_moderate_0,PM2_5,7.556475573056163e-10
11778,WhiteNoLat,SPPC_naturalgas_ccavgcf_moderate_0,SOx,1.3203066190633942e-11
11779,WhiteNoLat,SPPC_naturalgas_ccavgcf_moderate_0,VOC,9.166438332134713e-12
11780,WhiteNoLat,SPPC_naturalgas_ccccsavgcf_conservative_0,NH3,2.7528440248172476e-10
11781,WhiteNoLat,SPPC_naturalgas_ccccsavgcf_conservative_0,NOx,1.4871718858656156e-10
11782,WhiteNoLat,SPPC_naturalgas_ccccsavgcf_conservative_0,PM2_5,8.506975661911007e-10
11783,WhiteNoLat,SPPC_naturalgas_ccccsavgcf_conservative_0,SOx,1.4863829244767523e-11
11784,WhiteNoLat,SPPC_naturalgas_ccccsavgcf_conservative_0,VOC,1.0319449459437548e-11
11785,WhiteNoLat,SPPC_naturalgas_ctavgcf_moderate_0,NH3,9.705481460602286e-10
11786,WhiteNoLat,SPPC_naturalgas_ctavgcf_moderate_0,NOx,4.323272888794378e-10
11787,WhiteNoLat,SPPC_naturalgas_ctavgcf_moderate_0,PM2_5,5.706928948105273e-10
11788,WhiteNoLat,SPPC_naturalgas_ctavgcf_moderate_0,SOx,1.210272158358745e-11
11789,WhiteNoLat,SPPC_naturalgas_ctavgcf_moderate_0,VOC,1.2488103873324822e-11
11790,WhiteNoLat,SPPC_nuclear_1,NH3,0.0
11791,WhiteNoLat,SPPC_nuclear_1,NOx,0.0
11792,WhiteNoLat,SPPC_nuclear_1,PM2_5,0.0
11793,WhiteNoLat,SPPC_nuclear_1,SOx,0.0
11794,WhiteNoLat,SPPC_nuclear_1,VOC,0.0
11795,WhiteNoLat,SPPC_onshore_wind_turbine_1,NH3,0.0
11796,WhiteNoLat,SPPC_onshore_wind_turbine_1,NOx,0.0
11797,WhiteNoLat,SPPC_onshore_wind_turbine_1,PM2_5,0.0
11798,WhiteNoLat,SPPC_onshore_wind_turbine_1,SOx,0.0
11799,WhiteNoLat,SPPC_onshore_wind_turbine_1,VOC,0.0
11800,WhiteNoLat,SPPC_petroleum_liquids_1,NH3,1.1265592213124274e-11
11801,WhiteNoLat,SPPC_petroleum_liquids_1,NOx,2.0534060752575736e-11
11802,WhiteNoLat,SPPC_petroleum_liquids_1,PM2_5,1.4167195359706471e-11
11803,WhiteNoLat,SPPC_petroleum_liquids_1,SOx,2.7452258920158593e-12
11804,WhiteNoLat,SPPC_petroleum_liquids_1,VOC,6.077453778082838e-14
11805,WhiteNoLat,SPPC_small_hydroelectric_1,NH3,0.0
11806,WhiteNoLat,SPPC_small_hydroelectric_1,NOx,0.0
11807,WhiteNoLat,SPPC_small_hydroelectric_1,PM2_5,0.0
11808,WhiteNoLat,SPPC_small_hydroelectric_1,SOx,0.0
11809,WhiteNoLat,SPPC_small_hydroelectric_1,VOC,0.0
11810,WhiteNoLat,SPPC_solar_photovoltaic_1,NH3,0.0
11811,WhiteNoLat,SPPC_solar_photovoltaic_1,NOx,0.0
11812,WhiteNoLat,SPPC_solar_photovoltaic_1,PM2_5,0.0
11813,WhiteNoLat,SPPC_solar_photovoltaic_1,SOx,0.0
11814,WhiteNoLat,SPPC_solar_photovoltaic_1,VOC,0.0
11815,WhiteNoLat,SPPN_batteries_1,NH3,0.0
11816,WhiteNoLat,SPPN_batteries_1,NOx,0.0
11817,WhiteNoLat,SPPN_batteries_1,PM2_5,0.0
11818,WhiteNoLat,SPPN_batteries_1,SOx,0.0
11819,WhiteNoLat,SPPN_batteries_1,VOC,0.0
11820,WhiteNoLat,SPPN_biomass_1,NH3,1.4244099918771058e-11
11821,WhiteNoLat,SPPN_biomass_1,NOx,7.500633161404577e-11
11822,WhiteNoLat,SPPN_biomass_1,PM2_5,4.2121213728806033e-11
11823,WhiteNoLat,SPPN_biomass_1,SOx,6.985294287545405e-11
11824,WhiteNoLat,SPPN_biomass_1,VOC,1.5616866895731694e-12
11825,WhiteNoLat,SPPN_biomass_2,NH3,1.2059068878314824e-11
11826,WhiteNoLat,SPPN_biomass_2,NOx,5.3551078840759196e-11
11827,WhiteNoLat,SPPN_biomass_2,PM2_5,4.168320499354027e-11
11828,WhiteNoLat,SPPN_biomass_2,SOx,4.2359083839315394e-11
11829,WhiteNoLat,SPPN_biomass_2,VOC,1.3530110069141112e-12
11830,WhiteNoLat,SPPN_conventional_hydroelectric_1,NH3,0.0
11831,WhiteNoLat,SPPN_conventional_hydroelectric_1,NOx,0.0
11832,WhiteNoLat,SPPN_conventional_hydroelectric_1,PM2_5,0.0
11833,WhiteNoLat,SPPN_conventional_hydroelectric_1,SOx,0.0
11834,WhiteNoLat,SPPN_conventional_hydroelectric_1,VOC,0.0
11835,WhiteNoLat,SPPN_conventional_steam_coal_1,NH3,3.684100449680174e-12
11836,WhiteNoLat,SPPN_conventional_steam_coal_1,NOx,5.2660696275146525e-11
11837,WhiteNoLat,SPPN_conventional_steam_coal_1,PM2_5,4.185319847903477e-12
11838,WhiteNoLat,SPPN_conventional_steam_coal_1,SOx,1.4849710251068807e-10
11839,WhiteNoLat,SPPN_conventional_steam_coal_1,VOC,2.3571804211816063e-13
11840,WhiteNoLat,SPPN_conventional_steam_coal_2,NH3,2.287335791312331e-13
11841,WhiteNoLat,SPPN_conventional_steam_coal_2,NOx,1.3174603596297226e-10
11842,WhiteNoLat,SPPN_conventional_steam_coal_2,PM2_5,1.7470602746053033e-11
11843,WhiteNoLat,SPPN_conventional_steam_coal_2,SOx,2.611422877461855e-10
11844,WhiteNoLat,SPPN_conventional_steam_coal_2,VOC,7.045884059692576e-13
11845,WhiteNoLat,SPPN_natural_gas_fired_combined_cycle_1,NH3,2.6096527229843966e-12
11846,WhiteNoLat,SPPN_natural_gas_fired_combined_cycle_1,NOx,6.573891172899058e-12
11847,WhiteNoLat,SPPN_natural_gas_fired_combined_cycle_1,PM2_5,5.0336603424351804e-12
11848,WhiteNoLat,SPPN_natural_gas_fired_combined_cycle_1,SOx,3.264867559308146e-13
11849,WhiteNoLat,SPPN_natural_gas_fired_combined_cycle_1,VOC,1.1957521257908165e-13
11850,WhiteNoLat,SPPN_natural_gas_fired_combined_cycle_2,NH3,4.405380332319643e-12
11851,WhiteNoLat,SPPN_natural_gas_fired_combined_cycle_2,NOx,1.6479136441458703e-10
11852,WhiteNoLat,SPPN_natural_gas_fired_combined_cycle_2,PM2_5,5.034434317718927e-11
11853,WhiteNoLat,SPPN_natural_gas_fired_combined_cycle_2,SOx,1.6869969741911192e-12
11854,WhiteNoLat,SPPN_natural_gas_fired_combined_cycle_2,VOC,2.7690284283759806e-13
11855,WhiteNoLat,SPPN_natural_gas_fired_combustion_turbine_1,NH3,4.3785940173528345e-12
11856,WhiteNoLat,SPPN_natural_gas_fired_combustion_turbine_1,NOx,6.12633405243757e-11
11857,WhiteNoLat,SPPN_natural_gas_fired_combustion_turbine_1,PM2_5,1.037700890392449e-11
11858,WhiteNoLat,SPPN_natural_gas_fired_combustion_turbine_1,SOx,4.668221422282132e-13
11859,WhiteNoLat,SPPN_natural_gas_fired_combustion_turbine_1,VOC,1.55869587478571e-13
11860,WhiteNoLat,SPPN_natural_gas_fired_combustion_turbine_2,NH3,9.566469320512263e-12
11861,WhiteNoLat,SPPN_natural_gas_fired_combustion_turbine_2,NOx,5.383778544670988e-11
11862,WhiteNoLat,SPPN_natural_gas_fired_combustion_turbine_2,PM2_5,1.6483312806284185e-11
11863,WhiteNoLat,SPPN_natural_gas_fired_combustion_turbine_2,SOx,4.52076599516607e-13
11864,WhiteNoLat,SPPN_natural_gas_fired_combustion_turbine_2,VOC,4.062655107680133e-13
11865,WhiteNoLat,SPPN_natural_gas_internal_combustion_engine_1,NH3,0.0
11866,WhiteNoLat,SPPN_natural_gas_internal_combustion_engine_1,NOx,1.2769558091695705e-10
11867,WhiteNoLat,SPPN_natural_gas_internal_combustion_engine_1,PM2_5,7.575837791527787e-11
11868,WhiteNoLat,SPPN_natural_gas_internal_combustion_engine_1,SOx,3.9798231064442104e-12
11869,WhiteNoLat,SPPN_natural_gas_internal_combustion_engine_1,VOC,2.6796916837775536e-12
11870,WhiteNoLat,SPPN_naturalgas_ccavgcf_moderate_0,NH3,2.445263705405906e-10
11871,WhiteNoLat,SPPN_naturalgas_ccavgcf_moderate_0,NOx,1.321007425348185e-10
11872,WhiteNoLat,SPPN_naturalgas_ccavgcf_moderate_0,PM2_5,7.556475573056163e-10
11873,WhiteNoLat,SPPN_naturalgas_ccavgcf_moderate_0,SOx,1.3203066190633942e-11
11874,WhiteNoLat,SPPN_naturalgas_ccavgcf_moderate_0,VOC,9.166438332134713e-12
11875,WhiteNoLat,SPPN_naturalgas_ccccsavgcf_conservative_0,NH3,2.7528440248172476e-10
11876,WhiteNoLat,SPPN_naturalgas_ccccsavgcf_conservative_0,NOx,1.4871718858656156e-10
11877,WhiteNoLat,SPPN_naturalgas_ccccsavgcf_conservative_0,PM2_5,8.506975661911007e-10
11878,WhiteNoLat,SPPN_naturalgas_ccccsavgcf_conservative_0,SOx,1.4863829244767523e-11
11879,WhiteNoLat,SPPN_naturalgas_ccccsavgcf_conservative_0,VOC,1.0319449459437548e-11
11880,WhiteNoLat,SPPN_naturalgas_ctavgcf_moderate_0,NH3,9.705481460602286e-10
11881,WhiteNoLat,SPPN_naturalgas_ctavgcf_moderate_0,NOx,4.323272888794378e-10
11882,WhiteNoLat,SPPN_naturalgas_ctavgcf_moderate_0,PM2_5,5.706928948105273e-10
11883,WhiteNoLat,SPPN_naturalgas_ctavgcf_moderate_0,SOx,1.210272158358745e-11
11884,WhiteNoLat,SPPN_naturalgas_ctavgcf_moderate_0,VOC,1.2488103873324822e-11
11885,WhiteNoLat,SPPN_nuclear_1,NH3,0.0
11886,WhiteNoLat,SPPN_nuclear_1,NOx,0.0
11887,WhiteNoLat,SPPN_nuclear_1,PM2_5,0.0
11888,WhiteNoLat,SPPN_nuclear_1,SOx,0.0
11889,WhiteNoLat,SPPN_nuclear_1,VOC,0.0
11890,WhiteNoLat,SPPN_onshore_wind_turbine_1,NH3,0.0
11891,WhiteNoLat,SPPN_onshore_wind_turbine_1,NOx,0.0
11892,WhiteNoLat,SPPN_onshore_wind_turbine_1,PM2_5,0.0
11893,WhiteNoLat,SPPN_onshore_wind_turbine_1,SOx,0.0
11894,WhiteNoLat,SPPN_onshore_wind_turbine_1,VOC,0.0
11895,WhiteNoLat,SPPN_petroleum_liquids_1,NH3,1.1960343243962355e-11
11896,WhiteNoLat,SPPN_petroleum_liquids_1,NOx,1.935161138038104e-11
11897,WhiteNoLat,SPPN_petroleum_liquids_1,PM2_5,2.169445771703074e-11
11898,WhiteNoLat,SPPN_petroleum_liquids_1,SOx,1.8435980945950913e-12
11899,WhiteNoLat,SPPN_petroleum_liquids_1,VOC,7.595071867008226e-14
11900,WhiteNoLat,SPPN_small_hydroelectric_1,NH3,0.0
11901,WhiteNoLat,SPPN_small_hydroelectric_1,NOx,0.0
11902,WhiteNoLat,SPPN_small_hydroelectric_1,PM2_5,0.0
11903,WhiteNoLat,SPPN_small_hydroelectric_1,SOx,0.0
11904,WhiteNoLat,SPPN_small_hydroelectric_1,VOC,0.0
11905,WhiteNoLat,SPPN_solar_photovoltaic_1,NH3,0.0
11906,WhiteNoLat,SPPN_solar_photovoltaic_1,NOx,0.0
11907,WhiteNoLat,SPPN_solar_photovoltaic_1,PM2_5,0.0
11908,WhiteNoLat,SPPN_solar_photovoltaic_1,SOx,0.0
11909,WhiteNoLat,SPPN_solar_photovoltaic_1,VOC,0.0
11910,WhiteNoLat,SPPS_biomass_1,NH3,1.4258098605372036e-11
11911,WhiteNoLat,SPPS_biomass_1,NOx,8.763127028587412e-11
11912,WhiteNoLat,SPPS_biomass_1,PM2_5,4.3127298931321936e-11
11913,WhiteNoLat,SPPS_biomass_1,SOx,7.642323974007682e-11
11914,WhiteNoLat,SPPS_biomass_1,VOC,1.79229516336601e-12
11915,WhiteNoLat,SPPS_biomass_2,NH3,9.449262320114424e-12
11916,WhiteNoLat,SPPS_biomass_2,NOx,5.657572135966677e-11
11917,WhiteNoLat,SPPS_biomass_2,PM2_5,2.481849771653234e-11
11918,WhiteNoLat,SPPS_biomass_2,SOx,5.890958420683284e-11
11919,WhiteNoLat,SPPS_biomass_2,VOC,1.1351157969750065e-12
11920,WhiteNoLat,SPPS_conventional_hydroelectric_1,NH3,0.0
11921,WhiteNoLat,SPPS_conventional_hydroelectric_1,NOx,0.0
11922,WhiteNoLat,SPPS_conventional_hydroelectric_1,PM2_5,0.0
11923,WhiteNoLat,SPPS_conventional_hydroelectric_1,SOx,0.0
11924,WhiteNoLat,SPPS_conventional_hydroelectric_1,VOC,0.0
11925,WhiteNoLat,SPPS_conventional_steam_coal_1,NH3,9.048936020065846e-13
11926,WhiteNoLat,SPPS_conventional_steam_coal_1,NOx,7.824923587151909e-11
11927,WhiteNoLat,SPPS_conventional_steam_coal_1,PM2_5,1.6596804158875304e-11
11928,WhiteNoLat,SPPS_conventional_steam_coal_1,SOx,1.7133272249590985e-10
11929,WhiteNoLat,SPPS_conventional_steam_coal_1,VOC,3.8368588197602047e-13
11930,WhiteNoLat,SPPS_conventional_steam_coal_2,NH3,8.574038884933651e-13
11931,WhiteNoLat,SPPS_conventional_steam_coal_2,NOx,1.3990674869666252e-10
11932,WhiteNoLat,SPPS_conventional_steam_coal_2,PM2_5,1.4232293088625376e-11
11933,WhiteNoLat,SPPS_conventional_steam_coal_2,SOx,2.165916313522184e-10
11934,WhiteNoLat,SPPS_conventional_steam_coal_2,VOC,8.006213383376096e-13
11935,WhiteNoLat,SPPS_hydroelectric_pumped_storage_1,NH3,0.0
11936,WhiteNoLat,SPPS_hydroelectric_pumped_storage_1,NOx,0.0
11937,WhiteNoLat,SPPS_hydroelectric_pumped_storage_1,PM2_5,0.0
11938,WhiteNoLat,SPPS_hydroelectric_pumped_storage_1,SOx,0.0
11939,WhiteNoLat,SPPS_hydroelectric_pumped_storage_1,VOC,0.0
11940,WhiteNoLat,SPPS_natural_gas_fired_combined_cycle_1,NH3,1.0348927958938425e-11
11941,WhiteNoLat,SPPS_natural_gas_fired_combined_cycle_1,NOx,2.376654096322359e-11
11942,WhiteNoLat,SPPS_natural_gas_fired_combined_cycle_1,PM2_5,1.9475227321921444e-11
11943,WhiteNoLat,SPPS_natural_gas_fired_combined_cycle_1,SOx,5.811201130531534e-13
11944,WhiteNoLat,SPPS_natural_gas_fired_combined_cycle_1,VOC,2.969597310713887e-13
11945,WhiteNoLat,SPPS_natural_gas_fired_combined_cycle_2,NH3,5.122266398072368e-12
11946,WhiteNoLat,SPPS_natural_gas_fired_combined_cycle_2,NOx,1.6968391585088314e-11
11947,WhiteNoLat,SPPS_natural_gas_fired_combined_cycle_2,PM2_5,1.0882205120031614e-11
11948,WhiteNoLat,SPPS_natural_gas_fired_combined_cycle_2,SOx,5.322675055231884e-13
11949,WhiteNoLat,SPPS_natural_gas_fired_combined_cycle_2,VOC,2.490302857517234e-13
11950,WhiteNoLat,SPPS_natural_gas_fired_combustion_turbine_1,NH3,6.4161382862852865e-12
11951,WhiteNoLat,SPPS_natural_gas_fired_combustion_turbine_1,NOx,2.5759438984078656e-11
11952,WhiteNoLat,SPPS_natural_gas_fired_combustion_turbine_1,PM2_5,8.967665393750428e-12
11953,WhiteNoLat,SPPS_natural_gas_fired_combustion_turbine_1,SOx,3.4193037085536873e-13
11954,WhiteNoLat,SPPS_natural_gas_fired_combustion_turbine_1,VOC,3.194661391772677e-13
11955,WhiteNoLat,SPPS_natural_gas_fired_combustion_turbine_2,NH3,6.803990359780686e-12
11956,WhiteNoLat,SPPS_natural_gas_fired_combustion_turbine_2,NOx,3.332708646831745e-11
11957,WhiteNoLat,SPPS_natural_gas_fired_combustion_turbine_2,PM2_5,1.3258325855153212e-11
11958,WhiteNoLat,SPPS_natural_gas_fired_combustion_turbine_2,SOx,5.978750169423667e-13
11959,WhiteNoLat,SPPS_natural_gas_fired_combustion_turbine_2,VOC,5.495849600630871e-13
11960,WhiteNoLat,SPPS_natural_gas_fired_combustion_turbine_3,NH3,6.694851789527975e-12
11961,WhiteNoLat,SPPS_natural_gas_fired_combustion_turbine_3,NOx,1.9616047732554975e-11
11962,WhiteNoLat,SPPS_natural_gas_fired_combustion_turbine_3,PM2_5,1.0279990358724683e-11
11963,WhiteNoLat,SPPS_natural_gas_fired_combustion_turbine_3,SOx,5.109262362620406e-13
11964,WhiteNoLat,SPPS_natural_gas_fired_combustion_turbine_3,VOC,3.2584742266484055e-13
11965,WhiteNoLat,SPPS_natural_gas_internal_combustion_engine_1,NH3,0.0
11966,WhiteNoLat,SPPS_natural_gas_internal_combustion_engine_1,NOx,1.7582037717829588e-10
11967,WhiteNoLat,SPPS_natural_gas_internal_combustion_engine_1,PM2_5,1.2504803528592204e-10
11968,WhiteNoLat,SPPS_natural_gas_internal_combustion_engine_1,SOx,5.8030151989569415e-12
11969,WhiteNoLat,SPPS_natural_gas_internal_combustion_engine_1,VOC,4.320055133240642e-12
11970,WhiteNoLat,SPPS_natural_gas_steam_turbine_1,NH3,3.0100478482103536e-12
11971,WhiteNoLat,SPPS_natural_gas_steam_turbine_1,NOx,6.355570400317363e-11
11972,WhiteNoLat,SPPS_natural_gas_steam_turbine_1,PM2_5,1.053865876771476e-11
11973,WhiteNoLat,SPPS_natural_gas_steam_turbine_1,SOx,6.521851281878186e-13
11974,WhiteNoLat,SPPS_natural_gas_steam_turbine_1,VOC,7.510451190786122e-13
11975,WhiteNoLat,SPPS_naturalgas_ccavgcf_moderate_0,NH3,2.445263705405906e-10
11976,WhiteNoLat,SPPS_naturalgas_ccavgcf_moderate_0,NOx,1.321007425348185e-10
11977,WhiteNoLat,SPPS_naturalgas_ccavgcf_moderate_0,PM2_5,7.556475573056163e-10
11978,WhiteNoLat,SPPS_naturalgas_ccavgcf_moderate_0,SOx,1.3203066190633942e-11
11979,WhiteNoLat,SPPS_naturalgas_ccavgcf_moderate_0,VOC,9.166438332134713e-12
11980,WhiteNoLat,SPPS_naturalgas_ccccsavgcf_conservative_0,NH3,2.7528440248172476e-10
11981,WhiteNoLat,SPPS_naturalgas_ccccsavgcf_conservative_0,NOx,1.4871718858656156e-10
11982,WhiteNoLat,SPPS_naturalgas_ccccsavgcf_conservative_0,PM2_5,8.506975661911007e-10
11983,WhiteNoLat,SPPS_naturalgas_ccccsavgcf_conservative_0,SOx,1.4863829244767523e-11
11984,WhiteNoLat,SPPS_naturalgas_ccccsavgcf_conservative_0,VOC,1.0319449459437548e-11
11985,WhiteNoLat,SPPS_naturalgas_ctavgcf_moderate_0,NH3,9.705481460602286e-10
11986,WhiteNoLat,SPPS_naturalgas_ctavgcf_moderate_0,NOx,4.323272888794378e-10
11987,WhiteNoLat,SPPS_naturalgas_ctavgcf_moderate_0,PM2_5,5.706928948105273e-10
11988,WhiteNoLat,SPPS_naturalgas_ctavgcf_moderate_0,SOx,1.210272158358745e-11
11989,WhiteNoLat,SPPS_naturalgas_ctavgcf_moderate_0,VOC,1.2488103873324822e-11
11990,WhiteNoLat,SPPS_onshore_wind_turbine_1,NH3,0.0
11991,WhiteNoLat,SPPS_onshore_wind_turbine_1,NOx,0.0
