,Race,Cluster,Pollutant,Exposure,year
3163,Black,PJMC_natural_gas_internal_combustion_engine_1,SOx,3.738253138373243e-11,2050
3164,Black,PJMC_natural_gas_internal_combustion_engine_1,VOC,4.0624136766332135e-11,2050
3165,Black,PJMC_natural_gas_steam_turbine_1,NH3,1.2780516768322086e-11,2050
3166,Black,PJMC_natural_gas_steam_turbine_1,NOx,4.187003914550629e-11,2050
3167,Black,PJMC_natural_gas_steam_turbine_1,PM2_5,5.572246842075361e-11,2050
3168,Black,PJMC_natural_gas_steam_turbine_1,SOx,9.891911370495845e-12,2050
3169,Black,PJMC_natural_gas_steam_turbine_1,VOC,2.123043854335476e-12,2050
3170,Black,PJMC_naturalgas_ccavgcf_moderate_0,NH3,2.2305654432916403e-11,2050
3171,Black,PJMC_naturalgas_ccavgcf_moderate_0,NOx,1.013497454107558e-11,2050
3172,Black,PJMC_naturalgas_ccavgcf_moderate_0,PM2_5,6.8237634113066e-11,2050
3173,Black,PJMC_naturalgas_ccavgcf_moderate_0,SOx,1.109917349292703e-12,2050
3174,Black,PJMC_naturalgas_ccavgcf_moderate_0,VOC,6.553552364583734e-13,2050
3175,Black,PJMC_naturalgas_ccccsavgcf_conservative_0,NH3,2.5111396847709425e-11,2050
3176,Black,PJMC_naturalgas_ccccsavgcf_conservative_0,NOx,1.1409814108661727e-11,2050
3177,Black,PJMC_naturalgas_ccccsavgcf_conservative_0,PM2_5,7.682098504443033e-11,2050
3178,Black,PJMC_naturalgas_ccccsavgcf_conservative_0,SOx,1.2495295872878326e-12,2050
3179,Black,PJMC_naturalgas_ccccsavgcf_conservative_0,VOC,7.377898575670488e-13,2050
3180,Black,PJMC_naturalgas_ctavgcf_moderate_0,NH3,3.759107845409516e-11,2050
3181,Black,PJMC_naturalgas_ctavgcf_moderate_0,NOx,2.676582057092125e-11,2050
3182,Black,PJMC_naturalgas_ctavgcf_moderate_0,PM2_5,4.1587005184068287e-11,2050
3183,Black,PJMC_naturalgas_ctavgcf_moderate_0,SOx,8.210117745316002e-13,2050
3184,Black,PJMC_naturalgas_ctavgcf_moderate_0,VOC,7.144734912150727e-13,2050
3185,Black,PJMC_nuclear_1,NH3,0.0,2050
3186,Black,PJMC_nuclear_1,NOx,0.0,2050
3187,Black,PJMC_nuclear_1,PM2_5,0.0,2050
3188,Black,PJMC_nuclear_1,SOx,0.0,2050
3189,Black,PJMC_nuclear_1,VOC,0.0,2050
3190,Black,PJMC_onshore_wind_turbine_1,NH3,0.0,2050
3191,Black,PJMC_onshore_wind_turbine_1,NOx,0.0,2050
3192,Black,PJMC_onshore_wind_turbine_1,PM2_5,0.0,2050
3193,Black,PJMC_onshore_wind_turbine_1,SOx,0.0,2050
3194,Black,PJMC_onshore_wind_turbine_1,VOC,0.0,2050
3195,Black,PJMC_petroleum_liquids_1,NH3,1.0481135887224317e-10,2050
3196,Black,PJMC_petroleum_liquids_1,NOx,2.869131639392852e-11,2050
3197,Black,PJMC_petroleum_liquids_1,PM2_5,5.84303303737376e-10,2050
3198,Black,PJMC_petroleum_liquids_1,SOx,4.946468962720568e-12,2050
3199,Black,PJMC_petroleum_liquids_1,VOC,2.2635082391060743e-12,2050
3200,Black,PJMC_small_hydroelectric_1,NH3,0.0,2050
3201,Black,PJMC_small_hydroelectric_1,NOx,0.0,2050
3202,Black,PJMC_small_hydroelectric_1,PM2_5,0.0,2050
3203,Black,PJMC_small_hydroelectric_1,SOx,0.0,2050
3204,Black,PJMC_small_hydroelectric_1,VOC,0.0,2050
3205,Black,PJMD_biomass_1,NH3,6.311931666175987e-11,2050
3206,Black,PJMD_biomass_1,NOx,4.6107063656864816e-11,2050
3207,Black,PJMD_biomass_1,PM2_5,4.342873790614003e-11,2050
3208,Black,PJMD_biomass_1,SOx,9.097732018106627e-12,2050
3209,Black,PJMD_biomass_1,VOC,5.738209779841839e-13,2050
3210,Black,PJMD_biomass_2,NH3,5.093785530675739e-11,2050
3211,Black,PJMD_biomass_2,NOx,2.5417457983684645e-11,2050
3212,Black,PJMD_biomass_2,PM2_5,3.4441598511230393e-11,2050
3213,Black,PJMD_biomass_2,SOx,7.0415067686199734e-12,2050
3214,Black,PJMD_biomass_2,VOC,4.185903232646263e-13,2050
3215,Black,PJMD_conventional_hydroelectric_1,NH3,0.0,2050
3216,Black,PJMD_conventional_hydroelectric_1,NOx,0.0,2050
3217,Black,PJMD_conventional_hydroelectric_1,PM2_5,0.0,2050
3218,Black,PJMD_conventional_hydroelectric_1,SOx,0.0,2050
3219,Black,PJMD_conventional_hydroelectric_1,VOC,0.0,2050
3220,Black,PJMD_conventional_steam_coal_1,NH3,3.480905837796106e-12,2050
3221,Black,PJMD_conventional_steam_coal_1,NOx,2.5044750231203395e-11,2050
3222,Black,PJMD_conventional_steam_coal_1,PM2_5,2.388743583538196e-11,2050
3223,Black,PJMD_conventional_steam_coal_1,SOx,1.4702919914156722e-10,2050
3224,Black,PJMD_conventional_steam_coal_1,VOC,2.701998990613644e-13,2050
3225,Black,PJMD_conventional_steam_coal_2,NH3,1.461430164375432e-13,2050
3226,Black,PJMD_conventional_steam_coal_2,NOx,1.3565557338556382e-10,2050
3227,Black,PJMD_conventional_steam_coal_2,PM2_5,1.2319281187201927e-10,2050
3228,Black,PJMD_conventional_steam_coal_2,SOx,9.812579169126311e-11,2050
3229,Black,PJMD_conventional_steam_coal_2,VOC,8.409585024835217e-13,2050
3230,Black,PJMD_hydroelectric_pumped_storage_1,NH3,0.0,2050
3231,Black,PJMD_hydroelectric_pumped_storage_1,NOx,0.0,2050
3232,Black,PJMD_hydroelectric_pumped_storage_1,PM2_5,0.0,2050
3233,Black,PJMD_hydroelectric_pumped_storage_1,SOx,0.0,2050
3234,Black,PJMD_hydroelectric_pumped_storage_1,VOC,0.0,2050
3235,Black,PJMD_natural_gas_fired_combined_cycle_1,NH3,1.3819495088356644e-11,2050
3236,Black,PJMD_natural_gas_fired_combined_cycle_1,NOx,5.730890878410384e-12,2050
3237,Black,PJMD_natural_gas_fired_combined_cycle_1,PM2_5,4.460900880758777e-11,2050
3238,Black,PJMD_natural_gas_fired_combined_cycle_1,SOx,8.140962133473859e-13,2050
3239,Black,PJMD_natural_gas_fired_combined_cycle_1,VOC,4.644702073544754e-13,2050
3240,Black,PJMD_natural_gas_fired_combined_cycle_2,NH3,1.495121372672217e-10,2050
3241,Black,PJMD_natural_gas_fired_combined_cycle_2,NOx,2.499918321338077e-10,2050
3242,Black,PJMD_natural_gas_fired_combined_cycle_2,PM2_5,2.2082947811045978e-10,2050
3243,Black,PJMD_natural_gas_fired_combined_cycle_2,SOx,4.303310982017055e-12,2050
3244,Black,PJMD_natural_gas_fired_combined_cycle_2,VOC,3.1345585177012175e-12,2050
3245,Black,PJMD_natural_gas_fired_combustion_turbine_1,NH3,1.3117404916266381e-11,2050
3246,Black,PJMD_natural_gas_fired_combustion_turbine_1,NOx,9.04731745636744e-12,2050
3247,Black,PJMD_natural_gas_fired_combustion_turbine_1,PM2_5,4.535125042415133e-11,2050
3248,Black,PJMD_natural_gas_fired_combustion_turbine_1,SOx,9.739386040511883e-13,2050
3249,Black,PJMD_natural_gas_fired_combustion_turbine_1,VOC,6.032166407480877e-13,2050
3250,Black,PJMD_natural_gas_fired_combustion_turbine_3,NH3,1.2643720758864682e-11,2050
3251,Black,PJMD_natural_gas_fired_combustion_turbine_3,NOx,9.385230144667817e-12,2050
3252,Black,PJMD_natural_gas_fired_combustion_turbine_3,PM2_5,3.908730235946282e-11,2050
3253,Black,PJMD_natural_gas_fired_combustion_turbine_3,SOx,1.2332231588966693e-12,2050
3254,Black,PJMD_natural_gas_fired_combustion_turbine_3,VOC,5.943167157728795e-13,2050
3255,Black,PJMD_natural_gas_internal_combustion_engine_1,NH3,0.0,2050
3256,Black,PJMD_natural_gas_internal_combustion_engine_1,NOx,1.1550111095869532e-10,2050
3257,Black,PJMD_natural_gas_internal_combustion_engine_1,PM2_5,4.2600432407793134e-10,2050
3258,Black,PJMD_natural_gas_internal_combustion_engine_1,SOx,1.819410667390559e-11,2050
3259,Black,PJMD_natural_gas_internal_combustion_engine_1,VOC,7.776286554419642e-12,2050
3260,Black,PJMD_natural_gas_steam_turbine_1,NH3,0.0,2050
3261,Black,PJMD_natural_gas_steam_turbine_1,NOx,0.0,2050
3262,Black,PJMD_natural_gas_steam_turbine_1,PM2_5,0.0,2050
3263,Black,PJMD_natural_gas_steam_turbine_1,SOx,0.0,2050
3264,Black,PJMD_natural_gas_steam_turbine_1,VOC,0.0,2050
3265,Black,PJMD_naturalgas_ccavgcf_moderate_0,NH3,1.1803230941433879e-11,2050
3266,Black,PJMD_naturalgas_ccavgcf_moderate_0,NOx,4.455799980662816e-12,2050
3267,Black,PJMD_naturalgas_ccavgcf_moderate_0,PM2_5,3.303215821714573e-11,2050
3268,Black,PJMD_naturalgas_ccavgcf_moderate_0,SOx,9.65074965061179e-13,2050
3269,Black,PJMD_naturalgas_ccavgcf_moderate_0,VOC,5.325422844344226e-13,2050
3270,Black,PJMD_naturalgas_ctavgcf_moderate_0,NH3,1.9891646454594918e-11,2050
3271,Black,PJMD_naturalgas_ctavgcf_moderate_0,NOx,1.1767483054943029e-11,2050
3272,Black,PJMD_naturalgas_ctavgcf_moderate_0,PM2_5,2.0131244987468075e-11,2050
3273,Black,PJMD_naturalgas_ctavgcf_moderate_0,SOx,7.138710913122387e-13,2050
3274,Black,PJMD_naturalgas_ctavgcf_moderate_0,VOC,5.805818370552226e-13,2050
3275,Black,PJMD_nuclear_1,NH3,0.0,2050
3276,Black,PJMD_nuclear_1,NOx,0.0,2050
3277,Black,PJMD_nuclear_1,PM2_5,0.0,2050
3278,Black,PJMD_nuclear_1,SOx,0.0,2050
3279,Black,PJMD_nuclear_1,VOC,0.0,2050
3280,Black,PJMD_petroleum_liquids_1,NH3,1.2056815832173045e-11,2050
3281,Black,PJMD_petroleum_liquids_1,NOx,7.484408427424585e-12,2050
3282,Black,PJMD_petroleum_liquids_1,PM2_5,6.047380088577057e-11,2050
3283,Black,PJMD_petroleum_liquids_1,SOx,1.2918018910126642e-12,2050
3284,Black,PJMD_petroleum_liquids_1,VOC,7.315967710515893e-13,2050
3285,Black,PJMD_small_hydroelectric_1,NH3,0.0,2050
3286,Black,PJMD_small_hydroelectric_1,NOx,0.0,2050
3287,Black,PJMD_small_hydroelectric_1,PM2_5,0.0,2050
3288,Black,PJMD_small_hydroelectric_1,SOx,0.0,2050
3289,Black,PJMD_small_hydroelectric_1,VOC,0.0,2050
3290,Black,PJMD_solar_photovoltaic_1,NH3,0.0,2050
3291,Black,PJMD_solar_photovoltaic_1,NOx,0.0,2050
3292,Black,PJMD_solar_photovoltaic_1,PM2_5,0.0,2050
3293,Black,PJMD_solar_photovoltaic_1,SOx,0.0,2050
3294,Black,PJMD_solar_photovoltaic_1,VOC,0.0,2050
3295,Black,PJME_biomass_1,NH3,3.391415194779876e-10,2050
3296,Black,PJME_biomass_1,NOx,1.1424313988899293e-10,2050
3297,Black,PJME_biomass_1,PM2_5,2.114620130616588e-10,2050
3298,Black,PJME_biomass_1,SOx,1.558360434699288e-11,2050
3299,Black,PJME_biomass_1,VOC,1.8086592216514968e-12,2050
3300,Black,PJME_conventional_hydroelectric_1,NH3,0.0,2050
3301,Black,PJME_conventional_hydroelectric_1,NOx,0.0,2050
3302,Black,PJME_conventional_hydroelectric_1,PM2_5,0.0,2050
3303,Black,PJME_conventional_hydroelectric_1,SOx,0.0,2050
3304,Black,PJME_conventional_hydroelectric_1,VOC,0.0,2050
3305,Black,PJME_conventional_steam_coal_1,NH3,1.6463373876648504e-12,2050
3306,Black,PJME_conventional_steam_coal_1,NOx,4.248267664575776e-11,2050
3307,Black,PJME_conventional_steam_coal_1,PM2_5,3.316606113007561e-12,2050
3308,Black,PJME_conventional_steam_coal_1,SOx,3.999934545372325e-10,2050
3309,Black,PJME_conventional_steam_coal_1,VOC,4.489594491560501e-13,2050
3310,Black,PJME_conventional_steam_coal_2,NH3,1.9598523065525044e-12,2050
3311,Black,PJME_conventional_steam_coal_2,NOx,5.509217844347331e-11,2050
3312,Black,PJME_conventional_steam_coal_2,PM2_5,6.389955759445335e-11,2050
3313,Black,PJME_conventional_steam_coal_2,SOx,1.5944595671806046e-09,2050
3314,Black,PJME_conventional_steam_coal_2,VOC,6.905811127200601e-13,2050
3315,Black,PJME_hydroelectric_pumped_storage_1,NH3,0.0,2050
3316,Black,PJME_hydroelectric_pumped_storage_1,NOx,0.0,2050
3317,Black,PJME_hydroelectric_pumped_storage_1,PM2_5,0.0,2050
3318,Black,PJME_hydroelectric_pumped_storage_1,SOx,0.0,2050
3319,Black,PJME_hydroelectric_pumped_storage_1,VOC,0.0,2050
3320,Black,PJME_natural_gas_fired_combined_cycle_1,NH3,3.446712171242296e-11,2050
3321,Black,PJME_natural_gas_fired_combined_cycle_1,NOx,3.499537363609697e-11,2050
3322,Black,PJME_natural_gas_fired_combined_cycle_1,PM2_5,7.22449779901478e-11,2050
3323,Black,PJME_natural_gas_fired_combined_cycle_1,SOx,1.9617017593541944e-12,2050
3324,Black,PJME_natural_gas_fired_combined_cycle_1,VOC,8.859124503944434e-13,2050
3325,Black,PJME_natural_gas_fired_combined_cycle_2,NH3,2.1639674333623915e-11,2050
3326,Black,PJME_natural_gas_fired_combined_cycle_2,NOx,8.285902586090239e-12,2050
3327,Black,PJME_natural_gas_fired_combined_cycle_2,PM2_5,1.9314973315811252e-10,2050
3328,Black,PJME_natural_gas_fired_combined_cycle_2,SOx,1.930302000337671e-12,2050
3329,Black,PJME_natural_gas_fired_combined_cycle_2,VOC,4.732463052719036e-13,2050
3330,Black,PJME_natural_gas_fired_combustion_turbine_1,NH3,2.800118432917165e-11,2050
3331,Black,PJME_natural_gas_fired_combustion_turbine_1,NOx,1.173362029569955e-10,2050
3332,Black,PJME_natural_gas_fired_combustion_turbine_1,PM2_5,5.877748313283479e-11,2050
3333,Black,PJME_natural_gas_fired_combustion_turbine_1,SOx,1.409601553862027e-12,2050
3334,Black,PJME_natural_gas_fired_combustion_turbine_1,VOC,7.569594807729926e-13,2050
3335,Black,PJME_natural_gas_fired_combustion_turbine_2,NH3,4.451587616077243e-11,2050
3336,Black,PJME_natural_gas_fired_combustion_turbine_2,NOx,2.4730122829766454e-11,2050
3337,Black,PJME_natural_gas_fired_combustion_turbine_2,PM2_5,8.432298072742246e-11,2050
3338,Black,PJME_natural_gas_fired_combustion_turbine_2,SOx,9.56761961206385e-13,2050
3339,Black,PJME_natural_gas_fired_combustion_turbine_2,VOC,1.0557088403794808e-12,2050
3340,Black,PJME_natural_gas_fired_combustion_turbine_3,NH3,3.186036952261823e-11,2050
3341,Black,PJME_natural_gas_fired_combustion_turbine_3,NOx,3.8639563342856465e-11,2050
3342,Black,PJME_natural_gas_fired_combustion_turbine_3,PM2_5,4.0796039419433845e-10,2050
3343,Black,PJME_natural_gas_fired_combustion_turbine_3,SOx,2.413316240278868e-12,2050
3344,Black,PJME_natural_gas_fired_combustion_turbine_3,VOC,9.913192825519585e-13,2050
3345,Black,PJME_natural_gas_internal_combustion_engine_1,NH3,0.0,2050
3346,Black,PJME_natural_gas_internal_combustion_engine_1,NOx,3.975682092555893e-10,2050
3347,Black,PJME_natural_gas_internal_combustion_engine_1,PM2_5,2.693168868824934e-09,2050
3348,Black,PJME_natural_gas_internal_combustion_engine_1,SOx,2.470861423227228e-11,2050
3349,Black,PJME_natural_gas_internal_combustion_engine_1,VOC,2.7256573302500293e-11,2050
3350,Black,PJME_natural_gas_steam_turbine_1,NH3,2.665439178863062e-10,2050
3351,Black,PJME_natural_gas_steam_turbine_1,NOx,2.0004789155783667e-10,2050
3352,Black,PJME_natural_gas_steam_turbine_1,PM2_5,1.371731079461819e-09,2050
3353,Black,PJME_natural_gas_steam_turbine_1,SOx,3.307351609550766e-11,2050
3354,Black,PJME_natural_gas_steam_turbine_1,VOC,3.621500081904318e-11,2050
3355,Black,PJME_naturalgas_ccavgcf_moderate_0,NH3,3.17769467893983e-11,2050
3356,Black,PJME_naturalgas_ccavgcf_moderate_0,NOx,7.786331443587549e-12,2050
3357,Black,PJME_naturalgas_ccavgcf_moderate_0,PM2_5,8.671224234443349e-11,2050
3358,Black,PJME_naturalgas_ccavgcf_moderate_0,SOx,1.7456207815322251e-12,2050
3359,Black,PJME_naturalgas_ccavgcf_moderate_0,VOC,6.370600543397324e-13,2050
3360,Black,PJME_naturalgas_ctavgcf_moderate_0,NH3,5.3552776232651124e-11,2050
3361,Black,PJME_naturalgas_ctavgcf_moderate_0,NOx,2.0563204091945648e-11,2050
3362,Black,PJME_naturalgas_ctavgcf_moderate_0,PM2_5,5.2846241470847223e-11,2050
3363,Black,PJME_naturalgas_ctavgcf_moderate_0,SOx,1.2912450055696148e-12,2050
3364,Black,PJME_naturalgas_ctavgcf_moderate_0,VOC,6.945279348688637e-13,2050
3365,Black,PJME_nuclear_1,NH3,0.0,2050
3366,Black,PJME_nuclear_1,NOx,0.0,2050
3367,Black,PJME_nuclear_1,PM2_5,0.0,2050
3368,Black,PJME_nuclear_1,SOx,0.0,2050
3369,Black,PJME_nuclear_1,VOC,0.0,2050
3370,Black,PJME_petroleum_liquids_1,NH3,2.3475635560310857e-10,2050
3371,Black,PJME_petroleum_liquids_1,NOx,3.301625045342385e-11,2050
3372,Black,PJME_petroleum_liquids_1,PM2_5,1.101021095273145e-09,2050
3373,Black,PJME_petroleum_liquids_1,SOx,6.316423227310422e-12,2050
3374,Black,PJME_petroleum_liquids_1,VOC,4.34140471589299e-12,2050
3375,Black,PJME_small_hydroelectric_1,NH3,0.0,2050
3376,Black,PJME_small_hydroelectric_1,NOx,0.0,2050
3377,Black,PJME_small_hydroelectric_1,PM2_5,0.0,2050
3378,Black,PJME_small_hydroelectric_1,SOx,0.0,2050
3379,Black,PJME_small_hydroelectric_1,VOC,0.0,2050
3380,Black,PJME_solar_photovoltaic_1,NH3,0.0,2050
3381,Black,PJME_solar_photovoltaic_1,NOx,0.0,2050
3382,Black,PJME_solar_photovoltaic_1,PM2_5,0.0,2050
3383,Black,PJME_solar_photovoltaic_1,SOx,0.0,2050
3384,Black,PJME_solar_photovoltaic_1,VOC,0.0,2050
3385,Black,PJMW_biomass_1,NH3,4.171567137617583e-11,2050
3386,Black,PJMW_biomass_1,NOx,4.437083989247851e-11,2050
3387,Black,PJMW_biomass_1,PM2_5,2.20049427036309e-11,2050
3388,Black,PJMW_biomass_1,SOx,8.158254762247643e-12,2050
3389,Black,PJMW_biomass_1,VOC,3.0886728374160687e-13,2050
3390,Black,PJMW_biomass_2,NH3,8.902267127721362e-11,2050
3391,Black,PJMW_biomass_2,NOx,6.971090487219488e-11,2050
3392,Black,PJMW_biomass_2,PM2_5,6.298191007655266e-11,2050
3393,Black,PJMW_biomass_2,SOx,5.817445984867968e-12,2050
3394,Black,PJMW_biomass_2,VOC,5.648970094498384e-13,2050
3395,Black,PJMW_conventional_hydroelectric_1,NH3,0.0,2050
3396,Black,PJMW_conventional_hydroelectric_1,NOx,0.0,2050
3397,Black,PJMW_conventional_hydroelectric_1,PM2_5,0.0,2050
3398,Black,PJMW_conventional_hydroelectric_1,SOx,0.0,2050
3399,Black,PJMW_conventional_hydroelectric_1,VOC,0.0,2050
3400,Black,PJMW_conventional_steam_coal_1,NH3,8.949167824598041e-12,2050
3401,Black,PJMW_conventional_steam_coal_1,NOx,4.118212121910668e-11,2050
3402,Black,PJMW_conventional_steam_coal_1,PM2_5,1.6700588050351923e-11,2050
3403,Black,PJMW_conventional_steam_coal_1,SOx,5.224123020231933e-10,2050
3404,Black,PJMW_conventional_steam_coal_1,VOC,1.1001099659101017e-13,2050
3405,Black,PJMW_conventional_steam_coal_2,NH3,3.615527367687029e-12,2050
3406,Black,PJMW_conventional_steam_coal_2,NOx,1.9362293076600253e-11,2050
3407,Black,PJMW_conventional_steam_coal_2,PM2_5,1.6708497497933042e-11,2050
3408,Black,PJMW_conventional_steam_coal_2,SOx,7.7464163143848e-11,2050
3409,Black,PJMW_conventional_steam_coal_2,VOC,2.8894339730010775e-13,2050
3410,Black,PJMW_conventional_steam_coal_3,NH3,3.7344311699232575e-12,2050
3411,Black,PJMW_conventional_steam_coal_3,NOx,7.430062311411841e-11,2050
3412,Black,PJMW_conventional_steam_coal_3,PM2_5,4.8744614764413933e-11,2050
3413,Black,PJMW_conventional_steam_coal_3,SOx,4.0131193495180884e-10,2050
3414,Black,PJMW_conventional_steam_coal_3,VOC,2.5067084843777386e-13,2050
3415,Black,PJMW_hydroelectric_pumped_storage_1,NH3,0.0,2050
3416,Black,PJMW_hydroelectric_pumped_storage_1,NOx,0.0,2050
3417,Black,PJMW_hydroelectric_pumped_storage_1,PM2_5,0.0,2050
3418,Black,PJMW_hydroelectric_pumped_storage_1,SOx,0.0,2050
3419,Black,PJMW_hydroelectric_pumped_storage_1,VOC,0.0,2050
3420,Black,PJMW_natural_gas_fired_combined_cycle_1,NH3,8.580244065597196e-12,2050
3421,Black,PJMW_natural_gas_fired_combined_cycle_1,NOx,3.62853336633697e-12,2050
3422,Black,PJMW_natural_gas_fired_combined_cycle_1,PM2_5,1.3070159453781524e-11,2050
3423,Black,PJMW_natural_gas_fired_combined_cycle_1,SOx,8.101280760667786e-13,2050
3424,Black,PJMW_natural_gas_fired_combined_cycle_1,VOC,1.2661231237675307e-13,2050
3425,Black,PJMW_natural_gas_fired_combined_cycle_2,NH3,8.877402013448704e-12,2050
3426,Black,PJMW_natural_gas_fired_combined_cycle_2,NOx,7.209772217158136e-12,2050
3427,Black,PJMW_natural_gas_fired_combined_cycle_2,PM2_5,2.051110130373462e-11,2050
3428,Black,PJMW_natural_gas_fired_combined_cycle_2,SOx,8.708872222830441e-13,2050
3429,Black,PJMW_natural_gas_fired_combined_cycle_2,VOC,2.2408901533998826e-13,2050
3430,Black,PJMW_natural_gas_fired_combustion_turbine_1,NH3,1.1396345941901822e-11,2050
3431,Black,PJMW_natural_gas_fired_combustion_turbine_1,NOx,1.2875864665410952e-10,2050
3432,Black,PJMW_natural_gas_fired_combustion_turbine_1,PM2_5,4.039159393215087e-11,2050
3433,Black,PJMW_natural_gas_fired_combustion_turbine_1,SOx,1.0947435340771463e-12,2050
3434,Black,PJMW_natural_gas_fired_combustion_turbine_1,VOC,9.84446886864512e-13,2050
3435,Black,PJMW_natural_gas_fired_combustion_turbine_2,NH3,7.784835432679364e-12,2050
3436,Black,PJMW_natural_gas_fired_combustion_turbine_2,NOx,3.370472397951005e-11,2050
3437,Black,PJMW_natural_gas_fired_combustion_turbine_2,PM2_5,2.2621410095148678e-11,2050
3438,Black,PJMW_natural_gas_fired_combustion_turbine_2,SOx,8.548475649581461e-13,2050
3439,Black,PJMW_natural_gas_fired_combustion_turbine_2,VOC,4.277223422447424e-13,2050
3440,Black,PJMW_natural_gas_internal_combustion_engine_1,NH3,0.0,2050
3441,Black,PJMW_natural_gas_internal_combustion_engine_1,NOx,2.1660127224371116e-10,2050
3442,Black,PJMW_natural_gas_internal_combustion_engine_1,PM2_5,5.212803477199378e-10,2050
3443,Black,PJMW_natural_gas_internal_combustion_engine_1,SOx,1.9112971140923506e-11,2050
3444,Black,PJMW_natural_gas_internal_combustion_engine_1,VOC,8.874169294972972e-12,2050
3445,Black,PJMW_natural_gas_steam_turbine_1,NH3,1.62743250734508e-11,2050
3446,Black,PJMW_natural_gas_steam_turbine_1,NOx,3.7505553617658516e-11,2050
3447,Black,PJMW_natural_gas_steam_turbine_1,PM2_5,9.851168095364074e-11,2050
3448,Black,PJMW_natural_gas_steam_turbine_1,SOx,3.9075738692121004e-12,2050
3449,Black,PJMW_natural_gas_steam_turbine_1,VOC,3.6139612624077007e-12,2050
3450,Black,PJMW_naturalgas_ccavgcf_moderate_0,NH3,5.931232477768733e-12,2050
3451,Black,PJMW_naturalgas_ccavgcf_moderate_0,NOx,4.459899310531133e-12,2050
3452,Black,PJMW_naturalgas_ccavgcf_moderate_0,PM2_5,1.5183711783577327e-11,2050
3453,Black,PJMW_naturalgas_ccavgcf_moderate_0,SOx,6.437500522437821e-13,2050
3454,Black,PJMW_naturalgas_ccavgcf_moderate_0,VOC,2.447953686299888e-13,2050
3455,Black,PJMW_naturalgas_ccccsavgcf_conservative_0,NH3,6.67729947395919e-12,2050
3456,Black,PJMW_naturalgas_ccccsavgcf_conservative_0,NOx,5.020892905004931e-12,2050
3457,Black,PJMW_naturalgas_ccccsavgcf_conservative_0,PM2_5,1.7093612658281747e-11,2050
3458,Black,PJMW_naturalgas_ccccsavgcf_conservative_0,SOx,7.247249000365316e-13,2050
3459,Black,PJMW_naturalgas_ccccsavgcf_conservative_0,VOC,2.7558723586683403e-13,2050
3460,Black,PJMW_naturalgas_ctavgcf_moderate_0,NH3,9.995735923235896e-12,2050
3461,Black,PJMW_naturalgas_ctavgcf_moderate_0,NOx,1.1778309063753495e-11,2050
3462,Black,PJMW_naturalgas_ctavgcf_moderate_0,PM2_5,9.25361946388851e-12,2050
3463,Black,PJMW_naturalgas_ctavgcf_moderate_0,SOx,4.76185343599309e-13,2050
3464,Black,PJMW_naturalgas_ctavgcf_moderate_0,VOC,2.668778555733902e-13,2050
3465,Black,PJMW_nuclear_1,NH3,0.0,2050
3466,Black,PJMW_nuclear_1,NOx,0.0,2050
3467,Black,PJMW_nuclear_1,PM2_5,0.0,2050
3468,Black,PJMW_nuclear_1,SOx,0.0,2050
3469,Black,PJMW_nuclear_1,VOC,0.0,2050
3470,Black,PJMW_onshore_wind_turbine_1,NH3,0.0,2050
3471,Black,PJMW_onshore_wind_turbine_1,NOx,0.0,2050
3472,Black,PJMW_onshore_wind_turbine_1,PM2_5,0.0,2050
3473,Black,PJMW_onshore_wind_turbine_1,SOx,0.0,2050
3474,Black,PJMW_onshore_wind_turbine_1,VOC,0.0,2050
3475,Black,PJMW_petroleum_liquids_1,NH3,3.468513315816586e-11,2050
3476,Black,PJMW_petroleum_liquids_1,NOx,1.076714452065026e-11,2050
3477,Black,PJMW_petroleum_liquids_1,PM2_5,2.1352760466515227e-10,2050
3478,Black,PJMW_petroleum_liquids_1,SOx,1.0487872267366807e-12,2050
3479,Black,PJMW_petroleum_liquids_1,VOC,1.1590598072025086e-12,2050
3480,Black,PJMW_small_hydroelectric_1,NH3,0.0,2050
3481,Black,PJMW_small_hydroelectric_1,NOx,0.0,2050
3482,Black,PJMW_small_hydroelectric_1,PM2_5,0.0,2050
3483,Black,PJMW_small_hydroelectric_1,SOx,0.0,2050
3484,Black,PJMW_small_hydroelectric_1,VOC,0.0,2050
3485,Black,PJMW_solar_photovoltaic_1,NH3,0.0,2050
3486,Black,PJMW_solar_photovoltaic_1,NOx,0.0,2050
3487,Black,PJMW_solar_photovoltaic_1,PM2_5,0.0,2050
3488,Black,PJMW_solar_photovoltaic_1,SOx,0.0,2050
3489,Black,PJMW_solar_photovoltaic_1,VOC,0.0,2050
3490,Black,RMRG_biomass_1,NH3,1.2826833020340782e-11,2050
3491,Black,RMRG_biomass_1,NOx,2.4835904091990254e-11,2050
3492,Black,RMRG_biomass_1,PM2_5,9.563464662747812e-12,2050
3493,Black,RMRG_biomass_1,SOx,1.7721627859982649e-12,2050
3494,Black,RMRG_biomass_1,VOC,9.565452832855332e-14,2050
3495,Black,RMRG_biomass_2,NH3,8.317845948777256e-11,2050
3496,Black,RMRG_biomass_2,NOx,5.632723337172671e-11,2050
3497,Black,RMRG_biomass_2,PM2_5,1.0751185442696687e-10,2050
3498,Black,RMRG_biomass_2,SOx,2.048916842349394e-12,2050
3499,Black,RMRG_biomass_2,VOC,5.752108942916632e-13,2050
3500,Black,RMRG_conventional_hydroelectric_1,NH3,0.0,2050
