,Race,Cluster,Pollutant,Exposure,year
36,Asian,BASN_natural_gas_fired_combined_cycle_2,NOx,1.6350456760755197e-12,2040
37,Asian,BASN_natural_gas_fired_combined_cycle_2,PM2_5,2.8596098433278765e-11,2040
38,Asian,BASN_natural_gas_fired_combined_cycle_2,SOx,2.305406418244019e-13,2040
39,Asian,BASN_natural_gas_fired_combined_cycle_2,VOC,6.441159259803457e-13,2040
40,Asian,BASN_natural_gas_fired_combustion_turbine_1,NH3,2.4067278206964085e-11,2040
41,Asian,BASN_natural_gas_fired_combustion_turbine_1,NOx,8.089400927778752e-12,2040
42,Asian,BASN_natural_gas_fired_combustion_turbine_1,PM2_5,1.5307416310409533e-10,2040
43,Asian,BASN_natural_gas_fired_combustion_turbine_1,SOx,1.7295249821894407e-13,2040
44,Asian,BASN_natural_gas_fired_combustion_turbine_1,VOC,1.660980375777035e-12,2040
45,Asian,BASN_natural_gas_fired_combustion_turbine_2,NH3,9.768886340412171e-12,2040
46,Asian,BASN_natural_gas_fired_combustion_turbine_2,NOx,5.000187730625392e-12,2040
47,Asian,BASN_natural_gas_fired_combustion_turbine_2,PM2_5,3.209602307857431e-11,2040
48,Asian,BASN_natural_gas_fired_combustion_turbine_2,SOx,1.2475699242259213e-13,2040
49,Asian,BASN_natural_gas_fired_combustion_turbine_2,VOC,4.4009179771948327e-13,2040
50,Asian,BASN_natural_gas_internal_combustion_engine_1,NH3,0.0,2040
51,Asian,BASN_natural_gas_internal_combustion_engine_1,NOx,5.308859435887887e-11,2040
52,Asian,BASN_natural_gas_internal_combustion_engine_1,PM2_5,2.0927350177386532e-10,2040
53,Asian,BASN_natural_gas_internal_combustion_engine_1,SOx,2.015689399386486e-12,2040
54,Asian,BASN_natural_gas_internal_combustion_engine_1,VOC,4.119874945256639e-12,2040
55,Asian,BASN_natural_gas_steam_turbine_1,NH3,2.8418490929121097e-13,2040
56,Asian,BASN_natural_gas_steam_turbine_1,NOx,7.241453286266516e-12,2040
57,Asian,BASN_natural_gas_steam_turbine_1,PM2_5,5.174762095115022e-12,2040
58,Asian,BASN_natural_gas_steam_turbine_1,SOx,2.3929540796462393e-12,2040
59,Asian,BASN_natural_gas_steam_turbine_1,VOC,9.102980086496356e-14,2040
60,Asian,BASN_naturalgas_ccavgcf_moderate_0,NH3,6.945039686174491e-10,2040
61,Asian,BASN_naturalgas_ccavgcf_moderate_0,NOx,1.73978433369955e-10,2040
62,Asian,BASN_naturalgas_ccavgcf_moderate_0,PM2_5,2.192694935317383e-09,2040
63,Asian,BASN_naturalgas_ccavgcf_moderate_0,SOx,2.108694182935366e-11,2040
64,Asian,BASN_naturalgas_ccavgcf_moderate_0,VOC,1.6010308360054704e-11,2040
65,Asian,BASN_naturalgas_ctavgcf_moderate_0,NH3,1.170427602177282e-09,2040
66,Asian,BASN_naturalgas_ctavgcf_moderate_0,NOx,4.614384494928596e-10,2040
67,Asian,BASN_naturalgas_ctavgcf_moderate_0,PM2_5,1.3420613212123406e-09,2040
68,Asian,BASN_naturalgas_ctavgcf_moderate_0,SOx,1.5665087001136656e-11,2040
69,Asian,BASN_naturalgas_ctavgcf_moderate_0,VOC,1.75321229680411e-11,2040
70,Asian,BASN_onshore_wind_turbine_1,NH3,0.0,2040
71,Asian,BASN_onshore_wind_turbine_1,NOx,0.0,2040
72,Asian,BASN_onshore_wind_turbine_1,PM2_5,0.0,2040
73,Asian,BASN_onshore_wind_turbine_1,SOx,0.0,2040
74,Asian,BASN_onshore_wind_turbine_1,VOC,0.0,2040
75,Asian,BASN_petroleum_liquids_1,NH3,1.1400072094560768e-11,2040
76,Asian,BASN_petroleum_liquids_1,NOx,4.631239183777562e-12,2040
77,Asian,BASN_petroleum_liquids_1,PM2_5,1.588100464697282e-11,2040
78,Asian,BASN_petroleum_liquids_1,SOx,5.410088748751395e-13,2040
79,Asian,BASN_petroleum_liquids_1,VOC,6.290660503522338e-14,2040
80,Asian,BASN_small_hydroelectric_1,NH3,0.0,2040
81,Asian,BASN_small_hydroelectric_1,NOx,0.0,2040
82,Asian,BASN_small_hydroelectric_1,PM2_5,0.0,2040
83,Asian,BASN_small_hydroelectric_1,SOx,0.0,2040
84,Asian,BASN_small_hydroelectric_1,VOC,0.0,2040
85,Asian,BASN_solar_photovoltaic_1,NH3,0.0,2040
86,Asian,BASN_solar_photovoltaic_1,NOx,0.0,2040
87,Asian,BASN_solar_photovoltaic_1,PM2_5,0.0,2040
88,Asian,BASN_solar_photovoltaic_1,SOx,0.0,2040
89,Asian,BASN_solar_photovoltaic_1,VOC,0.0,2040
90,Asian,CANO_biomass_1,NH3,1.941114037486931e-10,2040
91,Asian,CANO_biomass_1,NOx,2.003102472491759e-10,2040
92,Asian,CANO_biomass_1,PM2_5,8.151607223585017e-10,2040
93,Asian,CANO_biomass_1,SOx,6.070178988291747e-10,2040
94,Asian,CANO_biomass_1,VOC,7.527094756743589e-12,2040
95,Asian,CANO_biomass_2,NH3,9.869729544022838e-12,2040
96,Asian,CANO_biomass_2,NOx,3.0878930462369306e-11,2040
97,Asian,CANO_biomass_2,PM2_5,4.0640054283505576e-11,2040
98,Asian,CANO_biomass_2,SOx,7.596140611706521e-11,2040
99,Asian,CANO_biomass_2,VOC,5.880102243150139e-13,2040
100,Asian,CANO_conventional_hydroelectric_1,NH3,0.0,2040
101,Asian,CANO_conventional_hydroelectric_1,NOx,0.0,2040
102,Asian,CANO_conventional_hydroelectric_1,PM2_5,0.0,2040
103,Asian,CANO_conventional_hydroelectric_1,SOx,0.0,2040
104,Asian,CANO_conventional_hydroelectric_1,VOC,0.0,2040
105,Asian,CANO_hydroelectric_pumped_storage_1,NH3,0.0,2040
106,Asian,CANO_hydroelectric_pumped_storage_1,NOx,0.0,2040
107,Asian,CANO_hydroelectric_pumped_storage_1,PM2_5,0.0,2040
108,Asian,CANO_hydroelectric_pumped_storage_1,SOx,0.0,2040
109,Asian,CANO_hydroelectric_pumped_storage_1,VOC,0.0,2040
110,Asian,CANO_natural_gas_fired_combined_cycle_1,NH3,9.569274867868678e-11,2040
111,Asian,CANO_natural_gas_fired_combined_cycle_1,NOx,2.9645395138992e-11,2040
112,Asian,CANO_natural_gas_fired_combined_cycle_1,PM2_5,3.2686754540703656e-10,2040
113,Asian,CANO_natural_gas_fired_combined_cycle_1,SOx,1.9673422526366447e-12,2040
114,Asian,CANO_natural_gas_fired_combined_cycle_1,VOC,2.9629485675933933e-12,2040
115,Asian,CANO_natural_gas_fired_combined_cycle_2,NH3,2.7625822616947023e-11,2040
116,Asian,CANO_natural_gas_fired_combined_cycle_2,NOx,7.1294779335310736e-12,2040
117,Asian,CANO_natural_gas_fired_combined_cycle_2,PM2_5,9.670041357185136e-11,2040
118,Asian,CANO_natural_gas_fired_combined_cycle_2,SOx,1.478326469295833e-12,2040
119,Asian,CANO_natural_gas_fired_combined_cycle_2,VOC,8.530858698556889e-13,2040
120,Asian,CANO_natural_gas_fired_combustion_turbine_1,NH3,1.3631850412143584e-11,2040
121,Asian,CANO_natural_gas_fired_combustion_turbine_1,NOx,8.75916007303865e-12,2040
122,Asian,CANO_natural_gas_fired_combustion_turbine_1,PM2_5,5.217881057230295e-11,2040
123,Asian,CANO_natural_gas_fired_combustion_turbine_1,SOx,9.569398638918647e-13,2040
124,Asian,CANO_natural_gas_fired_combustion_turbine_1,VOC,5.978362631916963e-13,2040
125,Asian,CANO_natural_gas_fired_combustion_turbine_2,NH3,1.271672524883228e-10,2040
126,Asian,CANO_natural_gas_fired_combustion_turbine_2,NOx,6.945579070294904e-11,2040
127,Asian,CANO_natural_gas_fired_combustion_turbine_2,PM2_5,3.429468863194391e-10,2040
128,Asian,CANO_natural_gas_fired_combustion_turbine_2,SOx,2.3037048109606043e-12,2040
129,Asian,CANO_natural_gas_fired_combustion_turbine_2,VOC,9.549430255288953e-12,2040
130,Asian,CANO_natural_gas_internal_combustion_engine_1,NH3,0.0,2040
131,Asian,CANO_natural_gas_internal_combustion_engine_1,NOx,3.520793535123216e-10,2040
132,Asian,CANO_natural_gas_internal_combustion_engine_1,PM2_5,2.078156516024496e-09,2040
133,Asian,CANO_natural_gas_internal_combustion_engine_1,SOx,1.3775863276602351e-11,2040
134,Asian,CANO_natural_gas_internal_combustion_engine_1,VOC,2.798638254572921e-11,2040
135,Asian,CANO_natural_gas_steam_turbine_1,NH3,2.95363690704439e-11,2040
136,Asian,CANO_natural_gas_steam_turbine_1,NOx,2.221102052526318e-10,2040
137,Asian,CANO_natural_gas_steam_turbine_1,PM2_5,1.1367905287217421e-09,2040
138,Asian,CANO_natural_gas_steam_turbine_1,SOx,2.6842189698241888e-11,2040
139,Asian,CANO_natural_gas_steam_turbine_1,VOC,1.1325561430842443e-11,2040
140,Asian,CANO_naturalgas_ccavgcf_moderate_0,NH3,6.945039686174491e-10,2040
141,Asian,CANO_naturalgas_ccavgcf_moderate_0,NOx,1.73978433369955e-10,2040
142,Asian,CANO_naturalgas_ccavgcf_moderate_0,PM2_5,2.192694935317383e-09,2040
143,Asian,CANO_naturalgas_ccavgcf_moderate_0,SOx,2.108694182935366e-11,2040
144,Asian,CANO_naturalgas_ccavgcf_moderate_0,VOC,1.6010308360054704e-11,2040
145,Asian,CANO_naturalgas_ccccsavgcf_conservative_0,NH3,7.818629462730957e-10,2040
146,Asian,CANO_naturalgas_ccccsavgcf_conservative_0,NOx,1.9586251467413028e-10,2040
147,Asian,CANO_naturalgas_ccccsavgcf_conservative_0,PM2_5,2.4685056109599347e-09,2040
148,Asian,CANO_naturalgas_ccccsavgcf_conservative_0,SOx,2.373938737441064e-11,2040
149,Asian,CANO_naturalgas_ccccsavgcf_conservative_0,VOC,1.802418361457023e-11,2040
150,Asian,CANO_naturalgas_ctavgcf_moderate_0,NH3,1.170427602177282e-09,2040
151,Asian,CANO_naturalgas_ctavgcf_moderate_0,NOx,4.614384494928596e-10,2040
152,Asian,CANO_naturalgas_ctavgcf_moderate_0,PM2_5,1.3420613212123406e-09,2040
153,Asian,CANO_naturalgas_ctavgcf_moderate_0,SOx,1.5665087001136656e-11,2040
154,Asian,CANO_naturalgas_ctavgcf_moderate_0,VOC,1.75321229680411e-11,2040
155,Asian,CANO_onshore_wind_turbine_1,NH3,0.0,2040
156,Asian,CANO_onshore_wind_turbine_1,NOx,0.0,2040
157,Asian,CANO_onshore_wind_turbine_1,PM2_5,0.0,2040
158,Asian,CANO_onshore_wind_turbine_1,SOx,0.0,2040
159,Asian,CANO_onshore_wind_turbine_1,VOC,0.0,2040
160,Asian,CANO_petroleum_liquids_1,NH3,7.959098272887175e-10,2040
161,Asian,CANO_petroleum_liquids_1,NOx,2.1914257015009107e-10,2040
162,Asian,CANO_petroleum_liquids_1,PM2_5,1.9546197767225014e-09,2040
163,Asian,CANO_petroleum_liquids_1,SOx,9.000882126962496e-12,2040
164,Asian,CANO_petroleum_liquids_1,VOC,3.918406997042604e-12,2040
165,Asian,CANO_small_hydroelectric_1,NH3,0.0,2040
166,Asian,CANO_small_hydroelectric_1,NOx,0.0,2040
167,Asian,CANO_small_hydroelectric_1,PM2_5,0.0,2040
168,Asian,CANO_small_hydroelectric_1,SOx,0.0,2040
169,Asian,CANO_small_hydroelectric_1,VOC,0.0,2040
170,Asian,CANO_solar_photovoltaic_1,NH3,0.0,2040
171,Asian,CANO_solar_photovoltaic_1,NOx,0.0,2040
172,Asian,CANO_solar_photovoltaic_1,PM2_5,0.0,2040
173,Asian,CANO_solar_photovoltaic_1,SOx,0.0,2040
174,Asian,CANO_solar_photovoltaic_1,VOC,0.0,2040
175,Asian,CASO_biomass_1,NH3,5.254406021725955e-10,2040
176,Asian,CASO_biomass_1,NOx,3.9698212805364886e-10,2040
177,Asian,CASO_biomass_1,PM2_5,1.7211843522970704e-09,2040
178,Asian,CASO_biomass_1,SOx,1.6486388774299676e-09,2040
179,Asian,CASO_biomass_1,VOC,1.5546469117287798e-11,2040
180,Asian,CASO_biomass_2,NH3,1.6386159826459912e-10,2040
181,Asian,CASO_biomass_2,NOx,1.891678034625755e-10,2040
182,Asian,CASO_biomass_2,PM2_5,4.841847739762386e-10,2040
183,Asian,CASO_biomass_2,SOx,8.912945630295043e-10,2040
184,Asian,CASO_biomass_2,VOC,5.31394826534214e-12,2040
185,Asian,CASO_conventional_hydroelectric_1,NH3,0.0,2040
186,Asian,CASO_conventional_hydroelectric_1,NOx,0.0,2040
187,Asian,CASO_conventional_hydroelectric_1,PM2_5,0.0,2040
188,Asian,CASO_conventional_hydroelectric_1,SOx,0.0,2040
189,Asian,CASO_conventional_hydroelectric_1,VOC,0.0,2040
190,Asian,CASO_conventional_steam_coal_1,NH3,2.0693920407793805e-12,2040
191,Asian,CASO_conventional_steam_coal_1,NOx,2.4097124504667548e-11,2040
192,Asian,CASO_conventional_steam_coal_1,PM2_5,3.100107728677447e-11,2040
193,Asian,CASO_conventional_steam_coal_1,SOx,1.7450603408139863e-10,2040
194,Asian,CASO_conventional_steam_coal_1,VOC,2.440342780002692e-13,2040
195,Asian,CASO_hydroelectric_pumped_storage_1,NH3,0.0,2040
196,Asian,CASO_hydroelectric_pumped_storage_1,NOx,0.0,2040
197,Asian,CASO_hydroelectric_pumped_storage_1,PM2_5,0.0,2040
198,Asian,CASO_hydroelectric_pumped_storage_1,SOx,0.0,2040
199,Asian,CASO_hydroelectric_pumped_storage_1,VOC,0.0,2040
200,Asian,CASO_natural_gas_fired_combined_cycle_1,NH3,2.6263381197178353e-10,2040
201,Asian,CASO_natural_gas_fired_combined_cycle_1,NOx,9.822043064710032e-11,2040
202,Asian,CASO_natural_gas_fired_combined_cycle_1,PM2_5,8.969155742390277e-10,2040
203,Asian,CASO_natural_gas_fired_combined_cycle_1,SOx,1.1827626613682312e-11,2040
204,Asian,CASO_natural_gas_fired_combined_cycle_1,VOC,5.7437339448129625e-12,2040
205,Asian,CASO_natural_gas_fired_combined_cycle_2,NH3,1.1401624973505377e-10,2040
206,Asian,CASO_natural_gas_fired_combined_cycle_2,NOx,1.3254065794244001e-11,2040
207,Asian,CASO_natural_gas_fired_combined_cycle_2,PM2_5,1.1024807124961186e-10,2040
208,Asian,CASO_natural_gas_fired_combined_cycle_2,SOx,3.890160192721822e-12,2040
209,Asian,CASO_natural_gas_fired_combined_cycle_2,VOC,1.838373169408728e-12,2040
210,Asian,CASO_natural_gas_fired_combustion_turbine_1,NH3,1.330913925059392e-10,2040
211,Asian,CASO_natural_gas_fired_combustion_turbine_1,NOx,5.2918871919645806e-11,2040
212,Asian,CASO_natural_gas_fired_combustion_turbine_1,PM2_5,5.974183037244467e-10,2040
213,Asian,CASO_natural_gas_fired_combustion_turbine_1,SOx,3.986061729744882e-12,2040
214,Asian,CASO_natural_gas_fired_combustion_turbine_1,VOC,3.5833407548308794e-12,2040
215,Asian,CASO_natural_gas_fired_combustion_turbine_2,NH3,2.1995538966845401e-10,2040
216,Asian,CASO_natural_gas_fired_combustion_turbine_2,NOx,5.7258966648792395e-11,2040
217,Asian,CASO_natural_gas_fired_combustion_turbine_2,PM2_5,3.906579086443347e-10,2040
218,Asian,CASO_natural_gas_fired_combustion_turbine_2,SOx,5.7755235451681335e-12,2040
219,Asian,CASO_natural_gas_fired_combustion_turbine_2,VOC,4.5539948586298554e-12,2040
220,Asian,CASO_natural_gas_internal_combustion_engine_1,NH3,0.0,2040
221,Asian,CASO_natural_gas_internal_combustion_engine_1,NOx,5.373732668134254e-10,2040
222,Asian,CASO_natural_gas_internal_combustion_engine_1,PM2_5,3.0024418948630827e-09,2040
223,Asian,CASO_natural_gas_internal_combustion_engine_1,SOx,5.891833326656222e-11,2040
224,Asian,CASO_natural_gas_internal_combustion_engine_1,VOC,4.317035236907718e-11,2040
225,Asian,CASO_naturalgas_ccavgcf_moderate_0,NH3,6.945039686174491e-10,2040
226,Asian,CASO_naturalgas_ccavgcf_moderate_0,NOx,1.73978433369955e-10,2040
227,Asian,CASO_naturalgas_ccavgcf_moderate_0,PM2_5,2.192694935317383e-09,2040
228,Asian,CASO_naturalgas_ccavgcf_moderate_0,SOx,2.108694182935366e-11,2040
229,Asian,CASO_naturalgas_ccavgcf_moderate_0,VOC,1.6010308360054704e-11,2040
230,Asian,CASO_naturalgas_ccccsavgcf_conservative_0,NH3,7.818629462730957e-10,2040
231,Asian,CASO_naturalgas_ccccsavgcf_conservative_0,NOx,1.9586251467413028e-10,2040
232,Asian,CASO_naturalgas_ccccsavgcf_conservative_0,PM2_5,2.4685056109599347e-09,2040
233,Asian,CASO_naturalgas_ccccsavgcf_conservative_0,SOx,2.373938737441064e-11,2040
234,Asian,CASO_naturalgas_ccccsavgcf_conservative_0,VOC,1.802418361457023e-11,2040
235,Asian,CASO_naturalgas_ctavgcf_moderate_0,NH3,1.170427602177282e-09,2040
236,Asian,CASO_naturalgas_ctavgcf_moderate_0,NOx,4.614384494928596e-10,2040
237,Asian,CASO_naturalgas_ctavgcf_moderate_0,PM2_5,1.3420613212123406e-09,2040
238,Asian,CASO_naturalgas_ctavgcf_moderate_0,SOx,1.5665087001136656e-11,2040
239,Asian,CASO_naturalgas_ctavgcf_moderate_0,VOC,1.75321229680411e-11,2040
240,Asian,CASO_onshore_wind_turbine_1,NH3,0.0,2040
241,Asian,CASO_onshore_wind_turbine_1,NOx,0.0,2040
242,Asian,CASO_onshore_wind_turbine_1,PM2_5,0.0,2040
243,Asian,CASO_onshore_wind_turbine_1,SOx,0.0,2040
244,Asian,CASO_onshore_wind_turbine_1,VOC,0.0,2040
245,Asian,CASO_petroleum_liquids_1,NH3,4.843680470591148e-10,2040
246,Asian,CASO_petroleum_liquids_1,NOx,1.2777151500216472e-10,2040
247,Asian,CASO_petroleum_liquids_1,PM2_5,7.904836513521233e-10,2040
248,Asian,CASO_petroleum_liquids_1,SOx,1.1461304727286194e-11,2040
249,Asian,CASO_petroleum_liquids_1,VOC,1.558935482467341e-12,2040
250,Asian,CASO_small_hydroelectric_1,NH3,0.0,2040
251,Asian,CASO_small_hydroelectric_1,NOx,0.0,2040
252,Asian,CASO_small_hydroelectric_1,PM2_5,0.0,2040
253,Asian,CASO_small_hydroelectric_1,SOx,0.0,2040
254,Asian,CASO_small_hydroelectric_1,VOC,0.0,2040
255,Asian,CASO_solar_photovoltaic_1,NH3,0.0,2040
256,Asian,CASO_solar_photovoltaic_1,NOx,0.0,2040
257,Asian,CASO_solar_photovoltaic_1,PM2_5,0.0,2040
258,Asian,CASO_solar_photovoltaic_1,SOx,0.0,2040
259,Asian,CASO_solar_photovoltaic_1,VOC,0.0,2040
260,Asian,FRCC_biomass_1,NH3,1.2535062064799703e-11,2040
261,Asian,FRCC_biomass_1,NOx,6.264729247152708e-12,2040
262,Asian,FRCC_biomass_1,PM2_5,2.6574735372326157e-11,2040
263,Asian,FRCC_biomass_1,SOx,4.315991385138808e-11,2040
264,Asian,FRCC_biomass_1,VOC,5.059570370945276e-13,2040
265,Asian,FRCC_biomass_2,NH3,1.1160778437206604e-11,2040
266,Asian,FRCC_biomass_2,NOx,9.021295466191965e-12,2040
267,Asian,FRCC_biomass_2,PM2_5,2.198287657313529e-11,2040
268,Asian,FRCC_biomass_2,SOx,4.1924855266826714e-11,2040
269,Asian,FRCC_biomass_2,VOC,4.822258629990669e-13,2040
270,Asian,FRCC_conventional_hydroelectric_1,NH3,0.0,2040
271,Asian,FRCC_conventional_hydroelectric_1,NOx,0.0,2040
272,Asian,FRCC_conventional_hydroelectric_1,PM2_5,0.0,2040
273,Asian,FRCC_conventional_hydroelectric_1,SOx,0.0,2040
274,Asian,FRCC_conventional_hydroelectric_1,VOC,0.0,2040
275,Asian,FRCC_conventional_steam_coal_1,NH3,4.224313957359662e-13,2040
276,Asian,FRCC_conventional_steam_coal_1,NOx,7.552161378592254e-12,2040
277,Asian,FRCC_conventional_steam_coal_1,PM2_5,3.000071881491273e-11,2040
278,Asian,FRCC_conventional_steam_coal_1,SOx,6.841698095778659e-11,2040
279,Asian,FRCC_conventional_steam_coal_1,VOC,2.91525382079228e-13,2040
280,Asian,FRCC_conventional_steam_coal_2,NH3,3.734006130951011e-12,2040
281,Asian,FRCC_conventional_steam_coal_2,NOx,5.787592869504533e-12,2040
282,Asian,FRCC_conventional_steam_coal_2,PM2_5,1.4069920205204695e-11,2040
283,Asian,FRCC_conventional_steam_coal_2,SOx,5.993738309472325e-11,2040
284,Asian,FRCC_conventional_steam_coal_2,VOC,1.1743085222103502e-13,2040
285,Asian,FRCC_natural_gas_fired_combined_cycle_1,NH3,9.447593286679163e-12,2040
286,Asian,FRCC_natural_gas_fired_combined_cycle_1,NOx,4.087909230073355e-12,2040
287,Asian,FRCC_natural_gas_fired_combined_cycle_1,PM2_5,2.1845730228064466e-11,2040
288,Asian,FRCC_natural_gas_fired_combined_cycle_1,SOx,5.808691183711974e-13,2040
289,Asian,FRCC_natural_gas_fired_combined_cycle_1,VOC,6.655531586359641e-13,2040
290,Asian,FRCC_natural_gas_fired_combined_cycle_2,NH3,6.1466168864647254e-12,2040
291,Asian,FRCC_natural_gas_fired_combined_cycle_2,NOx,1.037364335712463e-12,2040
292,Asian,FRCC_natural_gas_fired_combined_cycle_2,PM2_5,1.3341212817657524e-11,2040
293,Asian,FRCC_natural_gas_fired_combined_cycle_2,SOx,2.8409186908314934e-13,2040
294,Asian,FRCC_natural_gas_fired_combined_cycle_2,VOC,1.8346477835364005e-13,2040
295,Asian,FRCC_natural_gas_fired_combustion_turbine_1,NH3,1.554166802591896e-11,2040
296,Asian,FRCC_natural_gas_fired_combustion_turbine_1,NOx,7.103118129344608e-12,2040
297,Asian,FRCC_natural_gas_fired_combustion_turbine_1,PM2_5,2.638673315419269e-11,2040
298,Asian,FRCC_natural_gas_fired_combustion_turbine_1,SOx,3.5110064369661987e-12,2040
299,Asian,FRCC_natural_gas_fired_combustion_turbine_1,VOC,7.814990419398413e-13,2040
300,Asian,FRCC_natural_gas_fired_combustion_turbine_2,NH3,1.3385612690408454e-11,2040
301,Asian,FRCC_natural_gas_fired_combustion_turbine_2,NOx,1.0262077185586282e-11,2040
302,Asian,FRCC_natural_gas_fired_combustion_turbine_2,PM2_5,2.766363737984551e-11,2040
303,Asian,FRCC_natural_gas_fired_combustion_turbine_2,SOx,4.801851695294716e-13,2040
304,Asian,FRCC_natural_gas_fired_combustion_turbine_2,VOC,6.246081784709742e-13,2040
305,Asian,FRCC_natural_gas_internal_combustion_engine_1,NH3,0.0,2040
306,Asian,FRCC_natural_gas_internal_combustion_engine_1,NOx,4.765008463094078e-11,2040
307,Asian,FRCC_natural_gas_internal_combustion_engine_1,PM2_5,2.1209020270432024e-10,2040
308,Asian,FRCC_natural_gas_internal_combustion_engine_1,SOx,2.185318578444457e-12,2040
309,Asian,FRCC_natural_gas_internal_combustion_engine_1,VOC,6.051441730044293e-12,2040
310,Asian,FRCC_natural_gas_steam_turbine_1,NH3,4.063914043622855e-12,2040
311,Asian,FRCC_natural_gas_steam_turbine_1,NOx,4.5738297251401546e-12,2040
312,Asian,FRCC_natural_gas_steam_turbine_1,PM2_5,5.34600972513213e-11,2040
313,Asian,FRCC_natural_gas_steam_turbine_1,SOx,8.49710090725253e-12,2040
314,Asian,FRCC_natural_gas_steam_turbine_1,VOC,1.0285801055727539e-12,2040
315,Asian,FRCC_naturalgas_ccavgcf_moderate_0,NH3,6.945039686174491e-10,2040
316,Asian,FRCC_naturalgas_ccavgcf_moderate_0,NOx,1.73978433369955e-10,2040
317,Asian,FRCC_naturalgas_ccavgcf_moderate_0,PM2_5,2.192694935317383e-09,2040
318,Asian,FRCC_naturalgas_ccavgcf_moderate_0,SOx,2.108694182935366e-11,2040
319,Asian,FRCC_naturalgas_ccavgcf_moderate_0,VOC,1.6010308360054704e-11,2040
320,Asian,FRCC_naturalgas_ccccsavgcf_conservative_0,NH3,7.818629462730957e-10,2040
321,Asian,FRCC_naturalgas_ccccsavgcf_conservative_0,NOx,1.9586251467413028e-10,2040
322,Asian,FRCC_naturalgas_ccccsavgcf_conservative_0,PM2_5,2.4685056109599347e-09,2040
323,Asian,FRCC_naturalgas_ccccsavgcf_conservative_0,SOx,2.373938737441064e-11,2040
324,Asian,FRCC_naturalgas_ccccsavgcf_conservative_0,VOC,1.802418361457023e-11,2040
325,Asian,FRCC_naturalgas_ctavgcf_moderate_0,NH3,1.170427602177282e-09,2040
326,Asian,FRCC_naturalgas_ctavgcf_moderate_0,NOx,4.614384494928596e-10,2040
327,Asian,FRCC_naturalgas_ctavgcf_moderate_0,PM2_5,1.3420613212123406e-09,2040
328,Asian,FRCC_naturalgas_ctavgcf_moderate_0,SOx,1.5665087001136656e-11,2040
329,Asian,FRCC_naturalgas_ctavgcf_moderate_0,VOC,1.75321229680411e-11,2040
330,Asian,FRCC_nuclear_1,NH3,0.0,2040
331,Asian,FRCC_nuclear_1,NOx,0.0,2040
332,Asian,FRCC_nuclear_1,PM2_5,0.0,2040
333,Asian,FRCC_nuclear_1,SOx,0.0,2040
334,Asian,FRCC_nuclear_1,VOC,0.0,2040
